infra_id,college_id,classrooms,labs,smart_classrooms,library_books,hostel_capacity,internet_speed_mbps,sports_complex,canteen,medical_center,solar_power
INF05491,COL1099,107,38,19,19172,1321,450,Yes,Yes,Yes,No
INF05492,COL1099,110,39,28,19568,1352,464,Yes,Yes,Yes,Yes
INF05493,COL1099,115,41,51,21364,1345,504,Yes,Yes,Yes,Yes
INF05494,COL1099,115,41,46,20421,1358,506,Yes,Yes,Yes,No
INF05495,COL1099,119,42,86,21327,1378,567,Yes,Yes,Yes,No
INF05496,COL1100,59,28,5,21221,985,390,No,Yes,Yes,Yes
INF05497,COL1100,60,29,11,22042,1005,404,No,Yes,Yes,Yes
INF05498,COL1100,61,29,18,23191,1024,461,No,Yes,Yes,No
INF05499,COL1100,65,31,23,23837,1000,506,No,Yes,Yes,No
INF05500,COL1100,62,29,28,26136,987,479,No,Yes,Yes,No
INF05501,COL1101,12,7,2,4462,104,270,Yes,Yes,No,No
INF05502,COL1101,12,7,3,4565,104,287,Yes,Yes,No,No
INF05503,COL1101,12,7,5,4921,107,324,Yes,Yes,No,Yes
INF05504,COL1101,12,7,4,4843,104,326,Yes,Yes,No,No
INF05505,COL1101,14,8,10,5003,116,371,Yes,Yes,No,No
INF05506,COL1102,60,33,11,16961,0,210,No,Yes,Yes,No
INF05507,COL1102,61,33,15,17368,0,217,No,Yes,Yes,No
INF05508,COL1102,64,35,24,18213,0,244,No,Yes,Yes,No
INF05509,COL1102,64,35,33,19778,0,250,No,Yes,Yes,No
INF05510,COL1102,64,35,27,19671,0,268,No,Yes,Yes,No
INF05511,COL1103,163,23,13,47395,1201,390,Yes,Yes,No,No
INF05512,COL1103,166,23,36,49265,1205,428,Yes,Yes,No,No
INF05513,COL1103,171,24,54,50366,1271,423,Yes,Yes,No,No
INF05514,COL1103,178,25,63,51021,1266,464,Yes,Yes,No,No
INF05515,COL1103,174,25,67,52030,1224,543,Yes,Yes,No,Yes
INF05516,COL1104,6,1,1,2578,50,90,No,Yes,Yes,No
INF05517,COL1104,6,1,2,2671,50,95,No,Yes,Yes,No
INF05518,COL1104,6,1,2,2855,50,100,No,Yes,Yes,No
INF05519,COL1104,7,1,3,2814,52,109,No,Yes,Yes,No
INF05520,COL1104,7,1,4,2807,51,112,No,Yes,Yes,No
INF05521,COL1105,21,2,4,5077,266,210,Yes,Yes,No,No
INF05522,COL1105,21,2,5,5220,272,224,Yes,Yes,No,No
INF05523,COL1105,22,2,8,5638,274,235,Yes,Yes,No,No
INF05524,COL1105,23,2,13,5980,275,232,Yes,Yes,No,Yes
INF05525,COL1105,23,2,14,5938,282,254,Yes,Yes,No,No
INF05526,COL1106,10,6,2,4039,131,150,No,Yes,No,No
INF05527,COL1106,10,6,3,4190,134,157,No,Yes,No,No
INF05528,COL1106,11,6,3,4394,134,168,No,Yes,No,No
INF05529,COL1106,11,7,5,4738,134,193,No,Yes,No,Yes
INF05530,COL1106,11,7,6,4536,141,185,No,Yes,No,No
INF05531,COL1107,119,22,10,37654,2127,90,No,Yes,No,No
INF05532,COL1107,123,23,18,39572,2134,94,No,Yes,No,No
INF05533,COL1107,124,23,40,40365,2133,107,No,Yes,No,No
INF05534,COL1107,129,24,55,41739,2292,115,No,Yes,No,No
INF05535,COL1107,125,23,67,42190,2218,117,No,Yes,No,No
INF05536,COL1108,33,3,6,11154,429,270,No,Yes,Yes,No
INF05537,COL1108,33,3,9,11463,435,288,No,Yes,Yes,No
INF05538,COL1108,34,3,16,11613,447,305,No,Yes,Yes,No
INF05539,COL1108,35,3,20,13032,457,325,No,Yes,Yes,Yes
INF05540,COL1108,37,3,26,12927,477,326,No,Yes,Yes,Yes
INF05541,COL1109,20,7,4,4460,306,210,No,Yes,No,No
INF05542,COL1109,20,7,6,4593,307,231,No,Yes,No,No
INF05543,COL1109,21,7,7,4868,310,231,No,Yes,No,No
INF05544,COL1109,21,7,11,4912,318,249,No,Yes,No,No
INF05545,COL1109,22,8,14,5018,317,277,No,Yes,No,No
INF05546,COL1110,48,6,9,10215,416,270,Yes,Yes,Yes,No
INF05547,COL1110,48,6,13,10786,417,291,Yes,Yes,Yes,Yes
INF05548,COL1110,51,6,20,10862,429,293,Yes,Yes,Yes,No
INF05549,COL1110,51,6,23,11146,435,301,Yes,Yes,Yes,No
INF05550,COL1110,53,7,39,11800,464,361,Yes,Yes,Yes,No
INF05551,COL1111,22,3,2,6358,217,150,No,Yes,No,No
INF05552,COL1111,22,3,3,6523,219,163,No,Yes,No,No
INF05553,COL1111,23,3,7,6850,227,160,No,Yes,No,No
INF05554,COL1111,24,3,7,7299,229,182,No,Yes,No,Yes
INF05555,COL1111,24,3,11,7629,224,196,No,Yes,No,Yes
INF05556,COL1112,39,18,7,10925,261,90,Yes,Yes,No,Yes
INF05557,COL1112,40,18,12,11569,263,96,Yes,Yes,No,No
INF05558,COL1112,42,19,13,11413,268,106,Yes,Yes,No,No
INF05559,COL1112,43,20,23,12418,270,116,Yes,Yes,No,Yes
INF05560,COL1112,43,20,21,12245,285,117,Yes,Yes,No,No
INF05561,COL1113,37,16,7,8744,409,390,Yes,Yes,Yes,No
INF05562,COL1113,38,16,11,9034,417,421,Yes,Yes,Yes,No
INF05563,COL1113,39,17,17,9230,412,444,Yes,Yes,Yes,Yes
INF05564,COL1113,39,17,17,10178,429,491,Yes,Yes,Yes,Yes
INF05565,COL1113,41,18,22,10805,417,534,Yes,Yes,Yes,Yes
INF05566,COL1114,6,3,0,4137,74,150,No,Yes,Yes,No
INF05567,COL1114,6,3,1,4275,76,157,No,Yes,Yes,Yes
INF05568,COL1114,6,3,2,4559,77,160,No,Yes,Yes,No
INF05569,COL1114,7,3,2,4575,80,166,No,Yes,Yes,No
INF05570,COL1114,7,3,3,4885,81,174,No,Yes,Yes,No
INF05571,COL1115,77,8,14,21592,0,150,No,Yes,No,Yes
INF05572,COL1115,78,8,19,22132,0,158,No,Yes,No,No
INF05573,COL1115,82,8,36,23813,0,163,No,Yes,No,No
INF05574,COL1115,79,8,46,25186,0,190,No,Yes,No,Yes
INF05575,COL1115,86,9,41,25241,0,195,No,Yes,No,No
INF05576,COL1116,6,3,1,3137,52,150,No,Yes,No,No
INF05577,COL1116,6,3,2,3299,52,160,No,Yes,No,No
INF05578,COL1116,6,3,2,3311,55,161,No,Yes,No,No
INF05579,COL1116,7,3,3,3620,55,167,No,Yes,No,No
INF05580,COL1116,6,3,4,3676,57,209,No,Yes,No,Yes
INF05581,COL1117,16,3,3,4424,270,210,No,Yes,No,No
INF05582,COL1117,16,3,4,4627,275,217,No,Yes,No,No
INF05583,COL1117,16,3,5,4922,285,246,No,Yes,No,Yes
INF05584,COL1117,17,3,8,5219,284,250,No,Yes,No,Yes
INF05585,COL1117,18,3,10,5082,290,289,No,Yes,No,No
INF05586,COL1118,20,10,4,8319,223,330,Yes,Yes,Yes,No
INF05587,COL1118,21,10,6,8625,228,355,Yes,Yes,Yes,No
INF05588,COL1118,21,10,8,8780,232,356,Yes,Yes,Yes,Yes
INF05589,COL1118,21,11,11,9155,230,390,Yes,Yes,Yes,Yes
INF05590,COL1118,23,11,15,9306,244,375,Yes,Yes,Yes,No
INF05591,COL1119,29,15,5,6980,477,210,No,Yes,No,No
INF05592,COL1119,29,15,7,7364,485,221,No,Yes,No,Yes
INF05593,COL1119,30,16,12,7614,481,247,No,Yes,No,Yes
INF05594,COL1119,32,17,18,7715,479,244,No,Yes,No,Yes
INF05595,COL1119,33,17,18,7674,490,271,No,Yes,No,No
INF05596,COL1120,18,8,3,3841,0,270,No,Yes,No,No
INF05597,COL1120,19,8,5,3923,0,296,No,Yes,No,No
INF05598,COL1120,18,8,7,4184,0,317,No,Yes,No,No
INF05599,COL1120,19,8,11,4307,0,295,No,Yes,No,No
INF05600,COL1120,20,9,12,4586,0,337,No,Yes,No,No
INF05601,COL1121,10,5,2,2570,0,210,Yes,Yes,No,No
INF05602,COL1121,10,5,3,2645,0,229,Yes,Yes,No,No
INF05603,COL1121,11,5,4,2858,0,230,Yes,Yes,No,No
INF05604,COL1121,11,5,5,2760,0,273,Yes,Yes,No,No
INF05605,COL1121,11,6,5,2962,0,244,Yes,Yes,No,No
INF05606,COL1122,54,23,10,12287,795,150,No,Yes,Yes,No
INF05607,COL1122,56,24,17,12848,805,159,No,Yes,Yes,Yes
INF05608,COL1122,57,24,23,12943,805,176,No,Yes,Yes,Yes
INF05609,COL1122,60,26,27,13372,801,194,No,Yes,Yes,Yes
INF05610,COL1122,62,26,43,13393,864,172,No,Yes,Yes,No
INF05611,COL1123,9,4,2,1781,95,150,No,Yes,Yes,No
INF05612,COL1123,9,4,3,1881,97,160,No,Yes,Yes,Yes
INF05613,COL1123,10,4,4,1863,96,180,No,Yes,Yes,No
INF05614,COL1123,10,4,4,2021,99,190,No,Yes,Yes,No
INF05615,COL1123,10,4,7,2072,104,205,No,Yes,Yes,Yes
INF05616,COL1124,89,17,16,18621,0,330,Yes,Yes,No,No
INF05617,COL1124,91,17,26,19016,0,357,Yes,Yes,No,No
INF05618,COL1124,93,18,30,20854,0,350,Yes,Yes,No,No
INF05619,COL1124,96,18,51,21055,0,408,Yes,Yes,No,No
INF05620,COL1124,94,18,70,20210,0,375,Yes,Yes,No,Yes
INF05621,COL1125,152,27,12,39560,2042,150,Yes,Yes,No,No
INF05622,COL1125,156,28,29,41685,2099,164,Yes,Yes,No,Yes
INF05623,COL1125,158,28,47,41262,2147,159,Yes,Yes,No,No
INF05624,COL1125,160,28,52,44890,2069,168,Yes,Yes,No,No
INF05625,COL1125,167,30,94,43072,2117,182,Yes,Yes,No,No
INF05626,COL1126,118,12,21,30955,1143,210,No,Yes,Yes,No
INF05627,COL1126,120,12,33,31916,1176,218,No,Yes,Yes,No
INF05628,COL1126,121,12,48,34082,1168,233,No,Yes,Yes,No
INF05629,COL1126,123,13,72,34560,1221,230,No,Yes,Yes,No
INF05630,COL1126,126,13,72,37875,1164,283,No,Yes,Yes,No
INF05631,COL1127,34,4,6,6468,0,210,No,Yes,No,No
INF05632,COL1127,34,4,9,6655,0,217,No,Yes,No,No
INF05633,COL1127,35,4,14,7126,0,244,No,Yes,No,Yes
INF05634,COL1127,38,4,21,6989,0,268,No,Yes,No,Yes
INF05635,COL1127,39,5,23,7523,0,246,No,Yes,No,No
INF05636,COL1128,42,23,8,12165,0,390,Yes,Yes,Yes,No
INF05637,COL1128,43,23,10,12438,0,411,Yes,Yes,Yes,Yes
INF05638,COL1128,45,24,17,13387,0,465,Yes,Yes,Yes,No
INF05639,COL1128,47,26,28,13440,0,427,Yes,Yes,Yes,Yes
INF05640,COL1128,45,24,21,14970,0,518,Yes,Yes,Yes,No
INF05641,COL1129,45,5,8,8245,0,330,Yes,Yes,No,No
INF05642,COL1129,46,5,13,8488,0,350,Yes,Yes,No,No
INF05643,COL1129,47,5,14,8595,0,387,Yes,Yes,No,No
INF05644,COL1129,48,5,23,9274,0,400,Yes,Yes,No,No
INF05645,COL1129,47,5,22,9103,0,442,Yes,Yes,No,Yes
INF05646,COL1130,83,13,7,28077,0,330,Yes,Yes,No,No
INF05647,COL1130,84,13,14,29069,0,362,Yes,Yes,No,Yes
INF05648,COL1130,87,14,30,29662,0,363,Yes,Yes,No,Yes
INF05649,COL1130,87,14,28,33072,0,400,Yes,Yes,No,No
INF05650,COL1130,90,14,35,30579,0,377,Yes,Yes,No,No
INF05651,COL1131,18,2,3,7252,0,330,No,Yes,Yes,No
INF05652,COL1131,19,2,5,7418,0,343,No,Yes,Yes,No
INF05653,COL1131,19,2,7,7720,0,358,No,Yes,Yes,No
INF05654,COL1131,20,2,11,7779,0,364,No,Yes,Yes,No
INF05655,COL1131,19,2,8,8269,0,400,No,Yes,Yes,No
INF05656,COL1132,6,3,1,1689,50,330,No,Yes,No,No
INF05657,COL1132,6,3,2,1774,51,352,No,Yes,No,Yes
INF05658,COL1132,6,3,3,1757,52,354,No,Yes,No,Yes
INF05659,COL1132,7,3,4,1796,52,414,No,Yes,No,Yes
INF05660,COL1132,7,3,5,2003,55,396,No,Yes,No,Yes
INF05661,COL1133,60,8,11,20206,0,270,Yes,Yes,No,No
INF05662,COL1133,61,8,19,21188,0,280,Yes,Yes,No,No
INF05663,COL1133,61,8,21,21843,0,297,Yes,Yes,No,Yes
INF05664,COL1133,66,9,39,22800,0,322,Yes,Yes,No,No
INF05665,COL1133,65,9,42,22668,0,311,Yes,Yes,No,Yes
INF05666,COL1134,6,3,1,4745,107,390,No,Yes,No,No
INF05667,COL1134,6,3,1,4851,107,420,No,Yes,No,Yes
INF05668,COL1134,6,3,2,5220,112,430,No,Yes,No,No
INF05669,COL1134,6,3,3,5340,108,433,No,Yes,No,Yes
INF05670,COL1134,7,3,3,5291,108,530,No,Yes,No,Yes
INF05671,COL1135,12,1,1,5900,0,270,No,Yes,Yes,No
INF05672,COL1135,12,1,2,6094,0,282,No,Yes,Yes,No
INF05673,COL1135,12,1,3,6444,0,289,No,Yes,Yes,No
INF05674,COL1135,13,1,4,6856,0,331,No,Yes,Yes,No
INF05675,COL1135,14,1,8,6666,0,308,No,Yes,Yes,No
INF05676,COL1136,108,17,19,18167,857,210,No,Yes,Yes,No
INF05677,COL1136,111,17,30,19143,875,219,No,Yes,Yes,No
INF05678,COL1136,112,18,51,19420,878,226,No,Yes,Yes,Yes
INF05679,COL1136,113,18,67,19335,901,266,No,Yes,Yes,Yes
INF05680,COL1136,114,18,57,22174,865,257,No,Yes,Yes,No
INF05681,COL1137,50,5,9,13003,0,210,Yes,Yes,Yes,No
INF05682,COL1137,51,5,13,13701,0,221,Yes,Yes,Yes,No
INF05683,COL1137,52,5,18,13769,0,224,Yes,Yes,Yes,No
INF05684,COL1137,53,5,32,15275,0,245,Yes,Yes,Yes,Yes
INF05685,COL1137,53,5,24,14709,0,265,Yes,Yes,Yes,No
INF05686,COL1138,12,6,2,2165,0,270,No,Yes,No,No
INF05687,COL1138,12,6,4,2228,0,283,No,Yes,No,No
INF05688,COL1138,13,6,6,2314,0,313,No,Yes,No,No
INF05689,COL1138,13,7,6,2488,0,331,No,Yes,No,Yes
INF05690,COL1138,13,7,9,2655,0,304,No,Yes,No,Yes
INF05691,COL1139,19,8,3,4837,111,210,Yes,Yes,No,Yes
INF05692,COL1139,20,8,6,4965,113,228,Yes,Yes,No,No
INF05693,COL1139,20,9,7,5067,112,234,Yes,Yes,No,Yes
INF05694,COL1139,21,9,10,5676,118,273,Yes,Yes,No,Yes
INF05695,COL1139,21,9,12,5799,122,273,Yes,Yes,No,Yes
INF05696,COL1140,49,5,4,10752,431,330,No,No,No,No
INF05697,COL1140,50,5,8,11305,440,357,No,No,No,No
INF05698,COL1140,50,5,17,11987,440,393,No,No,No,Yes
INF05699,COL1140,52,5,21,11855,468,426,No,No,No,Yes
INF05700,COL1140,55,6,33,13298,449,436,No,No,No,No
INF05701,COL1141,54,25,10,20158,749,210,Yes,Yes,Yes,No
INF05702,COL1141,55,25,15,20774,756,223,Yes,Yes,Yes,Yes
INF05703,COL1141,58,27,21,21673,752,226,Yes,Yes,Yes,No
INF05704,COL1141,56,26,25,22179,763,269,Yes,Yes,Yes,No
INF05705,COL1141,57,27,37,23222,766,246,Yes,Yes,Yes,Yes
INF05706,COL1142,34,14,6,7228,0,150,Yes,Yes,Yes,No
INF05707,COL1142,35,14,10,7550,0,157,Yes,Yes,Yes,No
INF05708,COL1142,36,15,14,8040,0,160,Yes,Yes,Yes,No
INF05709,COL1142,37,15,22,7804,0,182,Yes,Yes,Yes,Yes
INF05710,COL1142,39,16,22,7932,0,202,Yes,Yes,Yes,Yes
INF05711,COL1143,6,1,1,2052,50,390,No,Yes,No,Yes
INF05712,COL1143,6,1,2,2175,50,427,No,Yes,No,No
INF05713,COL1143,6,1,2,2160,50,439,No,Yes,No,No
INF05714,COL1143,7,1,3,2205,52,437,No,Yes,No,No
INF05715,COL1143,7,1,4,2390,52,531,No,Yes,No,Yes
INF05716,COL1144,26,10,5,7245,175,90,No,Yes,No,No
INF05717,COL1144,26,10,8,7624,180,98,No,Yes,No,No
INF05718,COL1144,27,10,8,7786,175,98,No,Yes,No,No
INF05719,COL1144,27,11,10,8168,175,108,No,Yes,No,No
INF05720,COL1144,29,11,16,8290,189,104,No,Yes,No,Yes
INF05721,COL1145,69,7,12,13112,0,330,Yes,Yes,Yes,No
INF05722,COL1145,72,7,19,13820,0,354,Yes,Yes,Yes,No
INF05723,COL1145,71,7,25,14171,0,387,Yes,Yes,Yes,No
INF05724,COL1145,74,8,32,14082,0,408,Yes,Yes,Yes,No
INF05725,COL1145,78,8,42,15200,0,426,Yes,Yes,Yes,No
INF05726,COL1146,13,5,2,3554,226,150,No,Yes,No,No
INF05727,COL1146,13,5,3,3683,231,163,No,Yes,No,No
INF05728,COL1146,14,5,5,3891,226,165,No,Yes,No,No
INF05729,COL1146,14,5,8,3831,236,182,No,Yes,No,No
INF05730,COL1146,15,6,7,4198,251,186,No,Yes,No,No
INF05731,COL1147,51,8,9,13481,842,90,No,Yes,Yes,No
INF05732,COL1147,52,8,17,13855,851,93,No,Yes,Yes,No
INF05733,COL1147,54,9,23,14829,848,97,No,Yes,Yes,Yes
INF05734,COL1147,57,9,27,15787,876,101,No,Yes,Yes,Yes
INF05735,COL1147,56,9,39,16177,874,119,No,Yes,Yes,Yes
INF05736,COL1148,21,4,4,7880,190,270,No,No,No,No
INF05737,COL1148,22,4,5,8210,195,290,No,No,No,No
INF05738,COL1148,22,4,7,8383,195,311,No,No,No,No
INF05739,COL1148,23,4,11,9206,199,295,No,No,No,Yes
INF05740,COL1148,24,4,17,9641,204,341,No,No,No,No
INF05741,COL1149,37,16,7,12964,303,330,Yes,Yes,No,Yes
INF05742,COL1149,38,17,12,13264,309,353,Yes,Yes,No,Yes
INF05743,COL1149,38,17,17,14274,307,377,Yes,Yes,No,No
INF05744,COL1149,38,16,17,14753,327,360,Yes,Yes,No,Yes
INF05745,COL1149,42,18,21,14233,313,377,Yes,Yes,No,Yes
INF05746,COL1150,34,6,6,8286,343,390,No,Yes,No,No
INF05747,COL1150,35,6,10,8572,350,426,No,Yes,No,No
INF05748,COL1150,36,6,14,8640,347,423,No,Yes,No,No
INF05749,COL1150,36,6,19,9026,371,451,No,Yes,No,No
INF05750,COL1150,37,7,20,9154,368,491,No,Yes,No,Yes
INF05751,COL1151,10,6,2,3094,124,270,Yes,Yes,Yes,No
INF05752,COL1151,10,6,3,3197,125,290,Yes,Yes,Yes,No
INF05753,COL1151,10,6,4,3256,125,322,Yes,Yes,Yes,No
INF05754,COL1151,11,7,4,3438,131,314,Yes,Yes,Yes,Yes
INF05755,COL1151,11,7,7,3702,138,321,Yes,Yes,Yes,Yes
INF05756,COL1152,66,10,12,19607,1120,330,No,Yes,Yes,No
INF05757,COL1152,68,10,17,20451,1121,349,No,Yes,Yes,Yes
INF05758,COL1152,70,11,22,20627,1120,391,No,Yes,Yes,Yes
INF05759,COL1152,69,10,41,22816,1177,362,No,Yes,Yes,No
INF05760,COL1152,70,11,42,22140,1145,400,No,Yes,Yes,No
INF05761,COL1153,50,10,9,11817,0,150,No,Yes,No,No
INF05762,COL1153,51,10,15,12210,0,155,No,Yes,No,Yes
INF05763,COL1153,53,11,23,12336,0,167,No,Yes,No,No
INF05764,COL1153,52,10,24,13304,0,184,No,Yes,No,No
INF05765,COL1153,54,11,39,13223,0,178,No,Yes,No,No
INF05766,COL1154,80,10,14,17294,1122,330,Yes,Yes,Yes,No
INF05767,COL1154,81,10,20,18313,1139,361,Yes,Yes,Yes,No
INF05768,COL1154,84,10,29,19198,1135,392,Yes,Yes,Yes,No
INF05769,COL1154,90,11,33,18603,1122,378,Yes,Yes,Yes,Yes
INF05770,COL1154,91,11,53,18850,1187,381,Yes,Yes,Yes,No
INF05771,COL1155,12,7,2,3395,87,90,Yes,Yes,No,Yes
INF05772,COL1155,12,7,4,3562,88,93,Yes,Yes,No,Yes
INF05773,COL1155,13,7,5,3773,87,102,Yes,Yes,No,Yes
INF05774,COL1155,13,7,7,3605,94,106,Yes,Yes,No,Yes
INF05775,COL1155,13,8,9,3668,95,113,Yes,Yes,No,Yes
INF05776,COL1156,9,4,2,2895,0,330,No,Yes,Yes,No
INF05777,COL1156,9,4,2,2995,0,351,No,Yes,Yes,No
INF05778,COL1156,9,4,3,3027,0,350,No,Yes,Yes,No
INF05779,COL1156,10,4,5,3070,0,383,No,Yes,Yes,Yes
INF05780,COL1156,10,5,7,3348,0,418,No,Yes,Yes,No
INF05781,COL1157,49,6,9,10950,0,150,No,Yes,No,No
INF05782,COL1157,50,6,16,11362,0,159,No,Yes,No,No
INF05783,COL1157,50,6,17,11716,0,172,No,Yes,No,No
INF05784,COL1157,51,6,19,11887,0,187,No,Yes,No,No
INF05785,COL1157,56,7,39,13534,0,182,No,Yes,No,Yes
INF05786,COL1158,7,1,1,4033,55,450,Yes,Yes,No,No
INF05787,COL1158,7,1,2,4175,56,465,Yes,Yes,No,No
INF05788,COL1158,7,1,3,4360,57,525,Yes,Yes,No,Yes
INF05789,COL1158,7,1,4,4368,60,583,Yes,Yes,No,No
INF05790,COL1158,7,1,3,4873,61,553,Yes,Yes,No,No
INF05791,COL1159,33,17,3,13491,0,270,No,Yes,No,Yes
INF05792,COL1159,33,17,7,13909,0,294,No,Yes,No,No
INF05793,COL1159,35,18,10,14675,0,321,No,Yes,No,No
INF05794,COL1159,35,18,12,15680,0,337,No,Yes,No,No
INF05795,COL1159,38,20,13,15953,0,374,No,Yes,No,Yes
INF05796,COL1160,87,17,16,25777,0,450,No,Yes,Yes,No
INF05797,COL1160,89,17,24,26891,0,485,No,Yes,Yes,Yes
INF05798,COL1160,89,17,40,27368,0,515,No,Yes,Yes,No
INF05799,COL1160,93,18,47,28783,0,522,No,Yes,Yes,No
INF05800,COL1160,101,20,69,27963,0,580,No,Yes,Yes,Yes
INF05801,COL1161,65,12,5,20429,0,330,No,Yes,No,No
INF05802,COL1161,66,12,10,21389,0,349,No,Yes,No,No
INF05803,COL1161,68,13,18,22073,0,396,No,Yes,No,No
INF05804,COL1161,72,13,28,22829,0,389,No,Yes,No,No
INF05805,COL1161,68,13,43,22463,0,434,No,Yes,No,Yes
INF05806,COL1162,115,19,21,26283,979,210,No,Yes,No,No
INF05807,COL1162,118,19,29,27160,998,223,No,Yes,No,No
INF05808,COL1162,119,20,37,28002,1015,225,No,Yes,No,No
INF05809,COL1162,128,21,58,27883,994,249,No,Yes,No,No
INF05810,COL1162,132,22,65,30126,1051,291,No,Yes,No,Yes
INF05811,COL1163,71,10,13,23099,913,150,Yes,Yes,Yes,No
INF05812,COL1163,74,10,20,24437,938,163,Yes,Yes,Yes,No
INF05813,COL1163,74,10,31,25452,958,176,Yes,Yes,Yes,Yes
INF05814,COL1163,79,11,43,24671,946,176,Yes,Yes,Yes,No
INF05815,COL1163,80,11,55,26467,938,185,Yes,Yes,Yes,Yes
INF05816,COL1164,52,5,9,14207,447,210,No,Yes,Yes,No
INF05817,COL1164,54,5,14,14768,451,217,No,Yes,Yes,No
INF05818,COL1164,54,5,24,15058,462,230,No,Yes,Yes,No
INF05819,COL1164,54,5,21,15852,483,236,No,Yes,Yes,No
INF05820,COL1164,59,6,38,17308,495,271,No,Yes,Yes,No
INF05821,COL1165,74,26,13,11253,741,150,Yes,Yes,Yes,Yes
INF05822,COL1165,77,27,22,11873,758,156,Yes,Yes,Yes,Yes
INF05823,COL1165,79,28,24,11948,782,179,Yes,Yes,Yes,No
INF05824,COL1165,78,28,41,12867,769,168,Yes,Yes,Yes,Yes
INF05825,COL1165,84,30,53,12468,823,187,Yes,Yes,Yes,No
INF05826,COL1166,82,46,15,25456,890,330,No,Yes,No,No
INF05827,COL1166,83,47,26,26695,914,362,No,Yes,No,No
INF05828,COL1166,88,49,37,26582,893,369,No,Yes,No,Yes
INF05829,COL1166,88,50,33,28971,929,421,No,Yes,No,Yes
INF05830,COL1166,87,49,48,30858,958,389,No,Yes,No,Yes
INF05831,COL1167,20,11,4,5345,0,330,Yes,Yes,No,No
INF05832,COL1167,20,11,5,5463,0,360,Yes,Yes,No,No
INF05833,COL1167,21,12,8,5860,0,373,Yes,Yes,No,Yes
INF05834,COL1167,22,12,12,6196,0,428,Yes,Yes,No,Yes
INF05835,COL1167,23,13,12,5927,0,428,Yes,Yes,No,No
INF05836,COL1168,42,23,8,11033,763,150,No,Yes,No,No
INF05837,COL1168,43,24,13,11362,781,163,No,Yes,No,No
INF05838,COL1168,44,24,14,12242,780,166,No,Yes,No,No
INF05839,COL1168,47,26,18,12040,809,187,No,Yes,No,Yes
INF05840,COL1168,45,25,29,12053,819,170,No,Yes,No,No
INF05841,COL1169,16,6,3,5333,198,450,Yes,Yes,No,No
INF05842,COL1169,17,6,5,5493,203,492,Yes,Yes,No,No
INF05843,COL1169,17,6,6,5554,200,514,Yes,Yes,No,No
INF05844,COL1169,18,7,7,5880,215,578,Yes,Yes,No,No
INF05845,COL1169,17,6,12,6052,199,528,Yes,Yes,No,Yes
INF05846,COL1170,51,8,9,16778,486,210,Yes,Yes,No,No
INF05847,COL1170,53,8,16,17710,493,221,Yes,Yes,No,No
INF05848,COL1170,53,8,24,18182,515,229,Yes,Yes,No,Yes
INF05849,COL1170,54,8,27,18367,511,232,Yes,Yes,No,Yes
INF05850,COL1170,59,9,34,19069,512,261,Yes,Yes,No,No
INF05851,COL1171,16,8,3,5940,0,390,No,Yes,No,No
INF05852,COL1171,16,8,5,6161,0,412,No,Yes,No,No
INF05853,COL1171,17,9,7,6317,0,455,No,Yes,No,No
INF05854,COL1171,18,9,10,6834,0,453,No,Yes,No,No
INF05855,COL1171,18,9,11,6774,0,488,No,Yes,No,No
INF05856,COL1172,7,1,1,4545,0,450,No,Yes,No,No
INF05857,COL1172,7,1,2,4756,0,467,No,Yes,No,No
INF05858,COL1172,7,1,3,4744,0,506,No,Yes,No,No
INF05859,COL1172,8,1,4,5268,0,577,No,Yes,No,Yes
INF05860,COL1172,8,1,4,5031,0,523,No,Yes,No,No
INF05861,COL1173,87,50,16,17127,1387,450,Yes,Yes,Yes,Yes
INF05862,COL1173,89,51,28,17888,1390,494,Yes,Yes,Yes,Yes
INF05863,COL1173,93,53,32,17984,1468,504,Yes,Yes,Yes,No
INF05864,COL1173,93,53,48,18719,1391,497,Yes,Yes,Yes,Yes
INF05865,COL1173,93,53,45,19433,1552,550,Yes,Yes,Yes,Yes
INF05866,COL1174,23,9,4,7139,0,210,No,Yes,Yes,Yes
INF05867,COL1174,23,9,7,7295,0,229,No,Yes,Yes,No
INF05868,COL1174,24,9,10,7925,0,244,No,Yes,Yes,Yes
INF05869,COL1174,26,10,13,7588,0,242,No,Yes,Yes,No
INF05870,COL1174,26,10,12,8271,0,248,No,Yes,Yes,No
INF05871,COL1175,69,12,12,13803,494,450,Yes,Yes,No,No
INF05872,COL1175,70,12,17,14144,496,465,Yes,Yes,No,No
INF05873,COL1175,72,13,25,15040,510,536,Yes,Yes,No,Yes
INF05874,COL1175,72,12,28,14732,511,523,Yes,Yes,No,No
INF05875,COL1175,79,14,44,15638,521,583,Yes,Yes,No,Yes
INF05876,COL1176,9,5,2,3031,129,390,No,Yes,No,No
INF05877,COL1176,9,5,3,3178,131,418,No,Yes,No,No
INF05878,COL1176,10,5,4,3283,131,460,No,Yes,No,Yes
INF05879,COL1176,9,5,3,3328,132,443,No,Yes,No,Yes
INF05880,COL1176,10,5,7,3358,142,523,No,Yes,No,Yes
INF05881,COL1177,46,27,4,10488,0,450,No,Yes,Yes,No
INF05882,COL1177,47,28,8,10741,0,490,No,Yes,Yes,Yes
INF05883,COL1177,50,29,12,11069,0,528,No,Yes,Yes,No
INF05884,COL1177,48,28,22,11338,0,527,No,Yes,Yes,Yes
