research_id,college_id,department,publications,citations,patents,funded_projects,research_funding,international_collaborations
RES02365,COL0905,Surgery,1,4,0,0,0,3
RES02366,COL1249,Computer Science,0,0,2,1,1219000,3
RES02367,COL1996,Chemistry,2,10,4,2,1662000,2
RES02368,COL0721,Mathematics,0,0,2,1,2779000,2
RES02369,COL0192,Mechanical Engineering,17,83,0,5,4104000,1
RES02370,COL1919,Computer Science,14,133,8,5,3957000,2
RES02371,COL1041,Pharmaceutical Chemistry,22,137,5,5,8651000,2
RES02372,COL1803,Pharmaceutics,0,0,3,2,2106000,1
RES02373,COL0564,Urban Planning,0,0,2,1,1568000,2
RES02374,COL0690,Pharmacology,0,0,2,1,3338000,1
RES02375,COL0392,Human Resources,1,6,0,0,0,0
RES02376,COL1758,Architectural Design,2,17,0,1,578000,1
RES02377,COL0357,Civil Engineering,41,220,0,2,3544000,1
RES02378,COL0418,Electronics & Telecommunication,22,170,7,5,11885000,4
RES02379,COL1047,Electrical Engineering,6,33,0,3,7910000,2
RES02380,COL0769,Chemistry,0,0,1,1,1684000,1
RES02381,COL0645,Computer Engineering,11,78,8,7,13763000,2
RES02382,COL1919,Physics,4,37,1,2,4350000,3
RES02383,COL0568,Economics,1,5,1,1,1789000,1
RES02384,COL0649,Civil Engineering,92,812,0,7,13195000,1
RES02385,COL1391,Physics,1,5,0,4,6688000,1
RES02386,COL0954,Information Technology,1,4,1,2,4447000,1
RES02387,COL1386,Pharmaceutics,1,5,5,0,1204000,1
RES02388,COL0316,Medicine,136,1019,3,13,41273000,2
RES02389,COL1057,Pediatrics,1,6,0,0,0,4
RES02390,COL0221,Chemistry,8,39,3,2,4625000,0
RES02391,COL1884,Computer Science,1,5,3,0,418000,1
RES02392,COL0423,Mathematics,28,280,5,10,9136000,3
RES02393,COL0756,Computer Engineering,2,21,0,0,0,2
RES02394,COL1541,Mathematics,1,5,2,1,909000,0
RES02395,COL0499,Electronics & Telecommunication,1,5,3,0,704000,3
RES02396,COL1633,Economics,18,125,1,5,4909000,1
RES02397,COL0780,Marathi,2,12,2,1,1443000,1
RES02398,COL0596,Economics,0,0,0,1,1107000,0
RES02399,COL0513,English,35,330,6,14,44923000,0
RES02400,COL0676,Constitutional Law,10,52,1,5,4681000,0
RES02401,COL1943,Mechanical Engineering,5,37,3,3,3691000,2
RES02402,COL0941,English,1,8,0,5,8999000,2
RES02403,COL0785,Accountancy,1,7,1,1,1830000,1
RES02404,COL0427,Electrical Engineering,64,431,6,7,25685000,2
RES02405,COL1693,Physics,4,12,1,1,2004000,2
RES02406,COL1404,English,3,17,2,7,6677000,0
RES02407,COL0954,Civil Engineering,16,35,3,6,10710000,2
RES02408,COL0938,Commerce,35,148,1,1,1647000,1
RES02409,COL1869,Economics,1,9,1,0,229000,1
RES02410,COL0230,Economics,1,7,0,0,0,0
RES02411,COL0401,Child Health Nursing,2,13,2,1,2343000,3
RES02412,COL1480,Physics,1,8,4,2,1647000,0
RES02413,COL1088,Civil Engineering,2,15,4,5,11814000,0
RES02414,COL0411,Commerce,1,5,3,0,339000,4
RES02415,COL0613,Marathi,0,0,0,0,0,0
RES02416,COL0693,Electrical Engineering,1,5,2,2,4337000,2
RES02417,COL1671,Economics,31,220,3,8,21627000,0
RES02418,COL0009,Mechanical Engineering,10,66,2,3,8255000,2
RES02419,COL1624,Community Health Nursing,0,0,0,1,2039000,1
RES02420,COL0175,Commerce,0,0,0,0,0,0
RES02421,COL0513,Computer Science,9,54,11,8,9908000,1
RES02422,COL1416,Computer Engineering,2,11,4,3,1462000,2
RES02423,COL0897,Physics,0,0,0,0,0,0
RES02424,COL1150,Business Administration,3,20,1,2,2028000,2
RES02425,COL1128,Electronics & Telecommunication,62,571,9,3,7176000,1
RES02426,COL1234,Curriculum & Pedagogy,1,6,1,0,158000,1
RES02427,COL1474,Pharmacology,1,3,0,1,1864000,3
RES02428,COL0081,Economics,17,86,1,3,956000,0
RES02429,COL0408,Electrical Engineering,10,82,3,2,7280000,4
RES02430,COL0014,Computer Engineering,0,0,0,0,0,0
RES02431,COL1184,Economics,2,8,1,4,6375000,3
RES02432,COL0489,English,6,39,1,4,11703000,2
RES02433,COL1356,English,9,51,3,6,10303000,1
RES02434,COL0911,Civil Engineering,1,5,3,1,1632000,1
RES02435,COL1417,Plant Pathology,1,8,2,2,4302000,2
RES02436,COL0193,Computer Engineering,1,5,3,1,1773000,0
RES02437,COL1384,Commerce,27,182,1,13,33824000,1
RES02438,COL0489,Physics,21,124,1,8,27391000,0
RES02439,COL0588,Economics,1,10,1,1,3114000,4
RES02440,COL1512,Mathematics,5,37,0,1,2646000,2
RES02441,COL0075,English,1,8,0,1,2146000,1
RES02442,COL0020,Mathematics,2,18,0,2,1101000,2
RES02443,COL0035,Information Technology,0,0,0,1,1304000,2
RES02444,COL0625,Chemistry,0,0,0,3,3355000,1
RES02445,COL0963,Computer Engineering,0,0,2,1,2095000,2
RES02446,COL1149,Computer Engineering,20,120,2,4,10127000,3
RES02447,COL0651,Civil Engineering,33,290,2,6,11023000,3
RES02448,COL1645,Pharmacognosy,17,105,1,6,14883000,1
RES02449,COL0956,Mathematics,0,0,0,0,0,1
RES02450,COL0486,Electronics & Telecommunication,1,4,2,2,1835000,1
RES02451,COL1367,Chemistry,35,283,7,7,9109000,2
RES02452,COL0430,Computer Engineering,52,281,4,3,5591000,0
RES02453,COL1832,Computer Science,2,18,4,3,3947000,2
RES02454,COL0519,Chemistry,3,18,9,4,4523000,3
RES02455,COL0498,Commerce,3,25,1,1,2018000,1
RES02456,COL1002,Criminal Law,0,0,0,1,3337000,1
RES02457,COL0697,Physics,3,28,2,1,3487000,2
RES02458,COL1657,Commerce,20,49,1,7,9081000,0
RES02459,COL0060,Accountancy,1,7,1,0,124000,2
RES02460,COL0468,English,4,19,1,0,201000,1
RES02461,COL1448,Business Administration,2,16,1,1,2766000,3
RES02462,COL1996,English,0,0,0,0,0,0
RES02463,COL0295,Curriculum & Pedagogy,8,57,2,1,2273000,4
RES02464,COL1100,Civil Engineering,2,12,0,1,3980000,3
RES02465,COL1883,Commerce,1,3,0,2,3848000,1
RES02466,COL0423,Physics,0,0,1,1,4097000,1
RES02467,COL1925,Accountancy,1,6,0,0,0,2
RES02468,COL1001,English,4,35,3,5,11179000,1
RES02469,COL1163,Chemistry,3,18,2,2,3040000,0
RES02470,COL1033,English,0,0,0,0,0,1
RES02471,COL0209,Accountancy,18,98,3,7,16124000,2
RES02472,COL0307,Marathi,31,232,4,13,24200000,1
RES02473,COL1734,Marathi,1,6,0,2,3997000,1
RES02474,COL1097,Chemistry,11,31,6,7,5841000,2
RES02475,COL0926,Pharmacology,6,28,2,6,4794000,1
RES02476,COL0640,Commerce,0,0,0,0,0,1
RES02477,COL0020,Commerce,17,125,1,5,15734000,1
RES02478,COL1805,Computer Engineering,1,5,0,0,0,2
RES02479,COL1994,Urban Planning,1,7,0,0,0,1
RES02480,COL1149,Electronics & Telecommunication,1,8,2,0,453000,0
RES02481,COL0908,Chemistry,7,50,1,3,6032000,1
RES02482,COL0960,Information Technology,14,132,6,4,14740000,2
RES02483,COL1971,Mechanical Engineering,6,41,12,6,14090000,1
RES02484,COL0184,English,0,0,0,1,1697000,0
RES02485,COL1314,Physics,31,187,0,3,2797000,2
RES02486,COL1147,Business Administration,0,0,0,1,682000,0
RES02487,COL1419,Surgery,1,8,1,0,100000,3
RES02488,COL1959,Chemistry,0,0,0,2,3610000,1
RES02489,COL1966,Civil Engineering,1,6,0,0,0,1
RES02490,COL1310,Physics,1,8,1,2,4490000,2
RES02491,COL1785,Mechanical Engineering,3,13,3,5,12067000,2
RES02492,COL0477,Computer Engineering,0,0,1,2,7043000,3
RES02493,COL1198,Commerce,1,10,0,2,1603000,1
RES02494,COL0492,History,1,10,1,1,2649000,2
RES02495,COL0294,Information Technology,1,3,4,4,3918000,0
RES02496,COL1737,Commerce,0,0,1,1,1344000,2
RES02497,COL0067,Computer Science,1,9,1,0,249000,2
RES02498,COL1690,Business Administration,0,0,0,1,1766000,2
RES02499,COL1625,Chemistry,2,14,2,2,3760000,0
RES02500,COL0399,Computer Engineering,2,16,1,2,3710000,1
RES02501,COL0107,Finance,3,15,0,0,0,1
RES02502,COL1455,Computer Science,12,113,3,0,696000,0
RES02503,COL1046,Curriculum & Pedagogy,0,0,0,1,2062000,1
RES02504,COL1637,Finance,0,0,0,1,2324000,0
RES02505,COL0270,English,1,5,0,2,2433000,2
RES02506,COL1982,Information Technology,0,0,0,2,1793000,0
RES02507,COL1470,Educational Psychology,10,31,1,6,10985000,0
RES02508,COL0038,Marathi,2,13,0,2,4952000,0
RES02509,COL1843,Information Technology,1,7,0,0,0,0
RES02510,COL0176,Computer Science,7,44,4,1,2326000,0
RES02511,COL0230,English,14,79,0,6,10397000,0
RES02512,COL0203,English,19,90,5,7,5893000,2
RES02513,COL0061,Economics,1,11,0,1,3144000,0
RES02514,COL1383,Mathematics,0,0,1,1,1194000,0
RES02515,COL0147,Pharmacology,10,80,0,6,11426000,0
RES02516,COL1349,Economics,1,8,0,2,1717000,1
RES02517,COL0361,Mechanical Engineering,1,8,2,2,3648000,1
RES02518,COL1952,Civil Engineering,1,4,1,1,546000,0
RES02519,COL1827,Marathi,2,12,0,1,1300000,1
RES02520,COL0706,Information Technology,3,21,1,0,298000,1
RES02521,COL0684,Chemistry,1,4,1,1,1674000,2
RES02522,COL1632,Curriculum & Pedagogy,1,8,0,2,5044000,0
RES02523,COL0502,Medical Surgical Nursing,0,0,0,1,476000,0
RES02524,COL0339,Urban Planning,0,0,2,2,2260000,3
RES02525,COL0087,Marathi,2,8,0,0,0,1
RES02526,COL1660,Electrical Engineering,2,9,3,2,3091000,2
RES02527,COL1610,Pharmaceutical Chemistry,7,48,4,4,5455000,1
RES02528,COL0961,Physics,0,0,0,0,0,3
RES02529,COL0605,Business Analytics,15,101,1,2,1550000,3
RES02530,COL1640,Computer Science,32,189,6,8,14133000,1
RES02531,COL0433,Information Technology,5,22,2,3,9537000,2
RES02532,COL0044,English,1,6,0,1,1412000,4
RES02533,COL0868,Soil Science,0,0,0,2,4300000,3
RES02534,COL1408,Marathi,68,490,4,9,7011000,1
RES02535,COL0271,Computer Engineering,15,103,4,8,12758000,1
RES02536,COL1228,Curriculum & Pedagogy,24,251,0,10,5549000,3
RES02537,COL0454,Economics,1,6,0,0,0,0
RES02538,COL0751,Chemistry,4,16,3,2,2206000,1
RES02539,COL0643,Mathematics,34,229,2,9,19308000,2
RES02540,COL0995,Computer Science,1,8,1,1,946000,2
RES02541,COL0420,Computer Engineering,0,0,0,0,0,2
RES02542,COL0716,Educational Psychology,1,9,0,0,0,3
RES02543,COL0223,Accountancy,7,26,2,5,10692000,1
RES02544,COL1379,Mechanical Engineering,8,46,4,9,26024000,2
RES02545,COL1608,Pediatrics,2,14,2,2,4050000,1
RES02546,COL0803,Marathi,4,34,0,1,1194000,1
RES02547,COL0459,Economics,0,0,1,3,10950000,2
RES02548,COL1735,Mathematics,10,66,6,4,11034000,1
RES02549,COL1099,Information Technology,1,11,1,0,289000,4
RES02550,COL0341,Economics,15,79,0,1,1132000,2
RES02551,COL1601,Pharmaceutical Chemistry,10,52,11,6,16014000,4
RES02552,COL0510,Mechanical Engineering,1,5,3,1,3389000,0
RES02553,COL0922,Pharmaceutical Chemistry,12,69,0,5,15278000,3
RES02554,COL0735,Physics,0,0,0,0,0,0
RES02555,COL0331,Computer Engineering,3,19,8,2,5050000,1
RES02556,COL1341,English,0,0,0,0,0,1
RES02557,COL1009,Marathi,7,60,4,5,9064000,2
RES02558,COL0196,Information Technology,3,14,2,3,8946000,0
RES02559,COL0561,Economics,2,11,1,1,750000,0
RES02560,COL1291,Electronics & Telecommunication,11,79,2,1,2649000,2
RES02561,COL0497,Electronics & Telecommunication,18,139,9,3,2866000,1
RES02562,COL0850,Electronics & Telecommunication,0,0,0,1,2041000,1
RES02563,COL0267,Economics,1,6,0,1,2181000,1
RES02564,COL0332,Electrical Engineering,8,39,1,5,7780000,1
RES02565,COL0575,Economics,1,8,0,1,2311000,2
RES02566,COL1015,Pharmacognosy,2,6,0,2,1027000,2
RES02567,COL0768,Electrical Engineering,41,207,9,5,14026000,2
RES02568,COL0643,Physics,2,13,3,0,323000,1
RES02569,COL0996,Economics,9,49,1,2,2272000,2
RES02570,COL1264,Corporate Law,5,40,2,4,8420000,3
RES02571,COL1897,Commerce,1,5,0,2,4616000,1
RES02572,COL1883,Physics,1,7,1,0,109000,0
RES02573,COL0646,Educational Psychology,45,292,3,9,27942000,0
RES02574,COL1033,Marathi,23,224,2,5,17684000,2
RES02575,COL0505,Computer Engineering,2,9,0,0,0,2
RES02576,COL0340,Commerce,1,5,0,1,1491000,0
RES02577,COL0981,Commerce,0,0,1,0,230000,1
RES02578,COL0245,Economics,1,5,0,2,2399000,0
RES02579,COL0139,Mathematics,1,5,1,1,1836000,1
RES02580,COL0437,Electrical Engineering,6,32,0,2,4021000,0
RES02581,COL1766,Marathi,10,51,3,5,3581000,1
RES02582,COL0183,Mechanical Engineering,1,6,2,1,2782000,3
RES02583,COL0573,Child Health Nursing,2,14,0,2,5222000,2
RES02584,COL0890,Chemistry,18,138,2,4,5173000,3
RES02585,COL0353,Mathematics,14,87,0,1,701000,0
RES02586,COL1770,Information Technology,0,0,1,0,235000,1
RES02587,COL0366,Physics,3,19,1,4,6081000,3
RES02588,COL1945,Pediatrics,0,0,0,1,2332000,2
RES02589,COL0869,Mathematics,1,4,0,0,0,2
RES02590,COL0005,English,46,352,3,8,12145000,2
RES02591,COL1900,Chemistry,1,2,0,0,0,0
RES02592,COL0908,Computer Science,10,46,5,7,17775000,1
RES02593,COL0444,Horticulture,3,19,3,5,16341000,0
RES02594,COL1337,Mechanical Engineering,3,27,2,5,12590000,2
RES02595,COL1733,Computer Science,2,14,2,0,569000,3
RES02596,COL1732,Pharmaceutics,1,5,1,0,195000,2
RES02597,COL1865,Commerce,4,27,1,3,3022000,2
RES02598,COL1164,Banking & Finance,2,11,1,0,111000,1
RES02599,COL1820,Business Analytics,0,0,1,0,96000,2
RES02600,COL1559,Horticulture,0,0,2,0,534000,2
RES02601,COL0590,Corporate Law,1,8,0,1,1898000,1
RES02602,COL1968,Information Technology,7,46,8,4,6054000,1
RES02603,COL1757,Mechanical Engineering,0,0,1,0,255000,3
RES02604,COL0472,English,4,21,2,2,6524000,0
RES02605,COL0320,Mathematics,20,195,0,8,7987000,2
RES02606,COL1653,Computer Science,16,89,3,5,13816000,2
RES02607,COL0598,Mechanical Engineering,0,0,0,1,1373000,3
RES02608,COL0537,Pharmacognosy,1,5,0,0,0,1
RES02609,COL1460,Criminal Law,1,8,1,0,114000,4
RES02610,COL0607,Business Administration,9,88,4,3,6079000,1
RES02611,COL1317,Electrical Engineering,30,207,4,2,2057000,1
RES02612,COL0199,Mathematics,20,150,0,6,5620000,2
RES02613,COL1179,Pharmacology,53,245,10,5,9321000,1
RES02614,COL0981,Physics,1,9,0,2,7448000,2
RES02615,COL1026,Operations Management,0,0,0,0,0,1
RES02616,COL0501,Commerce,1,8,1,4,1837000,2
RES02617,COL1351,Physics,7,49,0,4,7383000,1
RES02618,COL0091,Mathematics,29,234,4,8,14241000,0
RES02619,COL0044,Chemistry,2,6,3,1,1494000,1
RES02620,COL1812,Educational Psychology,0,0,0,0,0,1
RES02621,COL1545,Computer Science,36,270,12,14,9626000,0
RES02622,COL0644,English,3,27,0,1,2263000,1
RES02623,COL1223,Chemistry,1,7,3,2,5647000,0
RES02624,COL1481,Economics,49,449,1,7,13100000,2
RES02625,COL0395,Business Administration,1,6,0,0,0,1
RES02626,COL0900,Pharmacognosy,0,0,0,0,0,1
RES02627,COL0997,Computer Engineering,3,18,3,1,2365000,3
RES02628,COL0810,Marathi,4,31,3,5,5925000,1
RES02629,COL0521,Economics,5,24,1,1,2150000,1
RES02630,COL0697,Chemistry,16,104,8,2,3189000,3
RES02631,COL1469,Medicine,6,50,0,3,10282000,3
RES02632,COL0149,Chemistry,4,22,3,3,3016000,0
RES02633,COL0924,Constitutional Law,64,433,2,9,22310000,1
RES02634,COL1829,Business Analytics,1,9,1,0,66000,1
RES02635,COL1676,Educational Administration,0,0,0,1,3342000,1
RES02636,COL1177,Civil Engineering,47,458,2,6,18354000,0
RES02637,COL0474,Economics,1,9,1,1,3021000,2
RES02638,COL1729,Electrical Engineering,2,19,4,1,3307000,1
RES02639,COL0389,Commerce,33,124,3,10,14498000,0
RES02640,COL1799,Civil Engineering,5,37,0,3,5110000,4
RES02641,COL0555,Chemistry,8,72,4,4,4941000,1
RES02642,COL0889,Civil Engineering,1,3,0,1,1687000,1
RES02643,COL1185,Physics,0,0,2,0,587000,1
RES02644,COL1620,Mechanical Engineering,112,555,13,8,23503000,2
RES02645,COL1244,Pharmacognosy,1,4,0,1,523000,1
RES02646,COL1117,Operations Management,0,0,0,1,1120000,1
RES02647,COL1808,Educational Administration,80,747,0,7,6883000,1
RES02648,COL1364,Mathematics,0,0,0,1,2855000,2
RES02649,COL1221,Mathematics,11,106,1,6,15076000,0
RES02650,COL1444,Surgery,17,147,3,3,8765000,3
RES02651,COL0471,Botany,26,108,0,2,1083000,3
RES02652,COL0097,Mathematics,21,176,3,7,4531000,2
RES02653,COL0995,Mathematics,0,0,1,0,224000,2
RES02654,COL1832,English,56,428,5,14,7354000,1
RES02655,COL0825,Mechanical Engineering,1,9,5,3,2831000,0
RES02656,COL0439,Physics,6,37,2,0,391000,1
RES02657,COL0820,Marathi,1,9,2,4,7917000,1
RES02658,COL1759,Computer Engineering,9,36,3,5,2868000,1
RES02659,COL0415,Zoology,1,6,0,1,359000,2
RES02660,COL0255,Business Administration,1,4,4,1,1857000,1
RES02661,COL1342,Architectural Design,1,11,1,1,3329000,1
RES02662,COL0728,Chemistry,0,0,0,0,0,0
RES02663,COL0919,Mathematics,61,597,2,10,31982000,3
RES02664,COL0723,Finance,0,0,0,1,1651000,1
RES02665,COL0483,Physics,0,0,0,0,0,1
RES02666,COL0579,Computer Science,1,6,0,1,1685000,1
RES02667,COL1689,Economics,1,4,1,0,142000,1
RES02668,COL1634,Computer Engineering,0,0,3,0,829000,1
RES02669,COL1779,Computer Engineering,1,5,1,1,1770000,2
RES02670,COL1738,Mathematics,0,0,0,0,0,0
RES02671,COL0919,Zoology,1,7,1,0,123000,1
RES02672,COL0935,Commerce,1,8,1,0,235000,1
RES02673,COL1369,Marathi,1,3,1,1,664000,0
RES02674,COL1019,Chemistry,17,110,4,7,15278000,1
RES02675,COL0602,Horticulture,1,6,2,1,3030000,2
RES02676,COL0137,Economics,0,0,0,0,0,2
RES02677,COL1952,Information Technology,1,5,0,1,1587000,2
RES02678,COL0165,Mathematics,152,1129,3,15,36483000,2
RES02679,COL0121,Information Technology,3,22,0,3,7205000,2
RES02680,COL0733,Physics,0,0,0,1,543000,1
RES02681,COL0989,Chemistry,8,49,8,8,6671000,0
RES02682,COL0966,English,4,20,0,4,4633000,0
RES02683,COL0471,Mathematics,1,6,0,0,0,2
RES02684,COL1283,Botany,0,0,0,1,2381000,5
RES02685,COL0498,English,43,304,1,6,21185000,2
RES02686,COL1704,Commerce,6,35,3,6,14327000,1
RES02687,COL0975,Chemistry,5,19,1,4,2189000,2
RES02688,COL0700,Civil Engineering,7,56,5,2,7390000,2
RES02689,COL1354,Sociology,0,0,1,2,4764000,1
RES02690,COL0750,Computer Engineering,3,25,2,2,7397000,2
RES02691,COL1740,Educational Psychology,3,18,0,2,2359000,0
RES02692,COL1513,Chemistry,4,29,1,0,163000,2
RES02693,COL0193,Electronics & Telecommunication,6,34,2,0,245000,1
RES02694,COL1490,Economics,20,159,4,10,30503000,2
RES02695,COL1687,Pharmacology,1,3,1,0,257000,2
RES02696,COL0225,Sociology,1,7,0,0,0,0
RES02697,COL1627,Electronics & Telecommunication,9,16,3,1,780000,1
RES02698,COL1832,Economics,35,255,5,11,29599000,1
RES02699,COL1233,Civil Engineering,11,47,4,7,12289000,1
RES02700,COL0625,Physics,2,8,1,0,92000,0
RES02701,COL1321,Economics,6,36,3,3,9693000,3
RES02702,COL1348,Commerce,2,10,1,1,947000,2
RES02703,COL1268,Electronics & Telecommunication,0,0,4,0,922000,1
RES02704,COL0120,Mathematics,12,99,1,5,17075000,1
RES02705,COL0607,Accountancy,1,6,3,0,166000,1
RES02706,COL1282,Mathematics,4,37,1,2,2391000,3
RES02707,COL1091,Economics,0,0,0,1,1885000,0
RES02708,COL1135,Operations Management,1,8,0,0,0,1
RES02709,COL0685,Civil Engineering,57,381,6,5,7380000,3
RES02710,COL1689,Computer Science,2,13,2,0,257000,0
RES02711,COL1634,Electrical Engineering,5,28,2,5,6576000,3
RES02712,COL0157,Marathi,62,358,2,10,7986000,2
RES02713,COL0446,Human Resources,0,0,1,0,225000,0
RES02714,COL1685,Computer Science,12,65,8,6,12685000,1
RES02715,COL1115,Mathematics,0,0,0,0,0,0
RES02716,COL1089,Economics,4,40,0,3,2744000,1
RES02717,COL1905,Computer Engineering,19,182,1,4,6531000,1
RES02718,COL1853,Community Health Nursing,3,19,0,3,8889000,3
RES02719,COL1622,Economics,7,63,1,1,3308000,1
RES02720,COL1432,Corporate Law,1,8,0,1,2737000,2
RES02721,COL1291,Mechanical Engineering,9,51,3,2,7886000,4
RES02722,COL0489,Marathi,4,24,0,3,8911000,2
RES02723,COL0938,Economics,13,89,0,0,0,2
RES02724,COL0440,Marathi,0,0,0,1,3914000,1
RES02725,COL0554,Constitutional Law,0,0,0,0,0,1
RES02726,COL1396,Chemistry,1,3,2,0,231000,1
RES02727,COL1778,Mathematics,2,10,1,2,1630000,0
RES02728,COL1510,Physics,0,0,0,1,1220000,1
RES02729,COL0443,Mathematics,0,0,0,0,0,1
RES02730,COL1361,English,1,8,0,0,0,0
RES02731,COL1382,Marathi,21,185,0,6,4061000,3
RES02732,COL0465,Physics,10,86,4,5,18558000,2
RES02733,COL0667,Commerce,101,766,3,9,18356000,3
RES02734,COL0678,Zoology,7,35,6,2,2788000,2
RES02735,COL1802,Chemistry,9,71,3,3,9095000,1
RES02736,COL0865,Chemistry,6,50,6,4,7797000,3
RES02737,COL0447,Electrical Engineering,4,25,6,8,15561000,2
RES02738,COL1231,Electrical Engineering,7,59,2,4,4219000,1
RES02739,COL1596,Medical Surgical Nursing,1,3,1,2,3599000,0
RES02740,COL0686,Electrical Engineering,36,256,8,6,18758000,3
RES02741,COL0939,Computer Science,1,4,5,0,498000,2
RES02742,COL0412,Marketing,10,74,0,2,5584000,0
RES02743,COL1263,History,1,5,1,3,7564000,1
RES02744,COL0555,Marathi,2,19,4,3,8841000,1
RES02745,COL0512,Electrical Engineering,5,30,3,3,9885000,2
RES02746,COL0111,Economics,9,36,0,2,1505000,2
RES02747,COL1165,Computer Engineering,4,26,8,3,2916000,2
RES02748,COL1328,Pharmacology,3,13,0,2,2650000,2
RES02749,COL0708,English,0,0,0,0,0,2
RES02750,COL1184,Accountancy,3,19,0,4,9472000,0
RES02751,COL0395,Economics,7,38,6,8,9635000,2
RES02752,COL1438,Physics,31,271,1,4,11342000,2
RES02753,COL1919,Mathematics,1,7,0,3,4680000,0
RES02754,COL0887,Mechanical Engineering,33,288,3,2,7061000,2
RES02755,COL1289,Zoology,18,90,1,4,8600000,3
RES02756,COL0393,English,1,4,1,4,7090000,1
RES02757,COL0087,Commerce,2,8,0,1,716000,1
RES02758,COL0142,Mathematics,13,93,1,5,6349000,1
RES02759,COL1895,Chemistry,1,9,1,0,298000,2
RES02760,COL1116,Architectural Design,8,25,0,7,2503000,1
RES02761,COL1879,Curriculum & Pedagogy,1,4,0,0,0,0
RES02762,COL0567,Business Analytics,1,4,0,0,0,1
RES02763,COL0452,Mathematics,4,25,3,1,3093000,2
RES02764,COL0094,Operations Management,0,0,0,1,464000,4
RES02765,COL1478,Computer Engineering,1,6,1,2,1114000,0
RES02766,COL0430,Mechanical Engineering,24,184,5,7,5752000,3
RES02767,COL1545,Chemistry,86,932,9,12,24903000,2
RES02768,COL1958,Electrical Engineering,20,165,5,5,12173000,3
RES02769,COL0793,Electrical Engineering,13,64,5,6,18502000,1
RES02770,COL1991,Information Technology,1,5,3,2,3248000,2
RES02771,COL1533,Commerce,6,31,0,5,7254000,0
RES02772,COL0423,Commerce,8,63,0,1,3128000,3
RES02773,COL1926,Curriculum & Pedagogy,13,37,0,4,1692000,0
RES02774,COL1600,Medicine,1,9,2,1,1427000,2
RES02775,COL1065,Chemistry,4,39,1,0,71000,0
RES02776,COL0969,Computer Engineering,28,183,3,11,27307000,1
RES02777,COL1776,Constitutional Law,5,44,0,4,2226000,0
RES02778,COL0641,Commerce,0,0,0,0,0,1
RES02779,COL1887,Mathematics,1,9,1,5,9728000,2
RES02780,COL0703,Mechanical Engineering,1,8,4,0,1049000,0
RES02781,COL1986,Computer Science,1,6,0,1,2710000,2
RES02782,COL1465,Marathi,1,8,1,0,171000,2
RES02783,COL1553,Computer Engineering,1,3,3,1,2376000,1
RES02784,COL0023,Pharmaceutics,9,37,4,7,7511000,1
RES02785,COL0328,Information Technology,4,23,5,2,1680000,2
RES02786,COL1477,Marathi,17,143,4,3,2191000,1
RES02787,COL0208,Chemistry,1,7,1,0,83000,0
RES02788,COL1674,Economics,17,168,1,6,23405000,0
RES02789,COL1545,Marathi,1,7,1,1,2900000,1
RES02790,COL1010,Criminal Law,1,6,1,2,7313000,1
RES02791,COL1093,Computer Science,37,257,4,2,7021000,3
RES02792,COL1399,Obstetrics & Gynaecological Nursing,18,128,3,2,3683000,0
RES02793,COL1452,Computer Science,1,6,1,1,1430000,4
RES02794,COL0933,English,1,8,0,1,2831000,0
RES02795,COL1824,Child Health Nursing,7,26,5,6,7372000,2
RES02796,COL1815,Computer Science,1,3,5,5,4345000,1
RES02797,COL0633,Electronics & Telecommunication,32,249,7,4,6538000,0
RES02798,COL0074,Mechanical Engineering,1,8,0,1,647000,1
RES02799,COL0761,Electrical Engineering,3,24,3,2,6974000,1
RES02800,COL0764,Computer Science,3,21,0,3,6003000,2
RES02801,COL1079,Economics,1,7,0,2,1530000,0
RES02802,COL0428,Mechanical Engineering,5,20,1,2,1260000,0
RES02803,COL1264,Criminal Law,0,0,1,0,241000,0
RES02804,COL1311,Commerce,0,0,1,1,3085000,0
RES02805,COL0994,Mathematics,1,8,0,0,0,0
RES02806,COL1800,Computer Science,1,5,3,1,824000,1
RES02807,COL0261,Human Resources,0,0,0,2,2438000,1
RES02808,COL0776,Soil Science,2,12,0,1,431000,2
RES02809,COL0036,Economics,0,0,0,0,0,2
RES02810,COL0292,Curriculum & Pedagogy,14,108,4,5,12213000,1
RES02811,COL0130,Information Technology,0,0,0,1,685000,2
RES02812,COL0164,Zoology,103,711,6,6,9753000,2
RES02813,COL1272,Pharmaceutics,5,31,2,2,3565000,1
RES02814,COL0449,Commerce,0,0,0,0,0,1
RES02815,COL0222,Mathematics,5,28,6,3,1454000,2
RES02816,COL0978,Economics,11,54,3,5,11242000,0
RES02817,COL1388,Economics,1,6,1,1,2422000,1
RES02818,COL0100,Electrical Engineering,0,0,1,0,83000,4
RES02819,COL0442,Building Construction & Materials,9,59,0,1,1533000,2
RES02820,COL0625,Computer Science,21,82,5,7,14597000,0
RES02821,COL0667,Marathi,45,387,2,8,13743000,1
RES02822,COL0081,Physics,0,0,0,0,0,0
RES02823,COL0460,Civil Engineering,1,8,0,1,1319000,0
RES02824,COL0533,Electronics & Telecommunication,87,587,12,12,21406000,1
RES02825,COL0470,Physics,53,242,7,11,16326000,4
RES02826,COL0624,Mechanical Engineering,14,54,8,4,5812000,0
RES02827,COL1835,Marathi,1,8,0,0,0,0
RES02828,COL0271,Information Technology,2,16,2,2,3739000,2
