college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL1065,"Loknete Gopinathji Munde Arts, Science and Commerce College, Gangakhed","Arts, Science & Commerce",Private,Parbhani,Gangakhed,Maharashtra,Swami Ramanand Teerth Marathwada University,2005,A,,No,3.46,3548,184,40.7,MA; BCom; MCom; MSc; BA,No,www.loknetegopinathjimundeartssc.ac.in,Active
COL1066,"New Model College of Architecture, Mangrulpir",Architecture,Private,Washim,Mangrulpir,Maharashtra,Sant Gadge Baba Amravati University,1981,B+,,No,2.79,445,20,13.0,M.Arch; B.Arch,No,www.newmodelcollegeofarchitectur.edu.in,Active
COL1067,Satara College of Pharmacy,Pharmacy,Autonomous,Satara,Satara,Maharashtra,"Shivaji University, Kolhapur",1953,A+,,Yes,3.57,688,39,11.7,B.Pharm; D.Pharm,No,www.sataracollegeofpharmacy.edu.in,Active
COL1068,"Baburao Kale College of Commerce, Chakan",Commerce,Deemed,Pune,Chakan,Maharashtra,Baburao Kale College of Commerce (Deemed to be University),2003,A++,,Yes,3.84,2395,124,10.8,MCom; BCom; BCom (Banking & Insurance),No,www.baburaokalecollegeofcommerce.ac.in,Active
COL1069,"Government Mahavidyalaya, Bhokar","Arts, Science & Commerce",Government,Nanded,Bhokar,Maharashtra,Swami Ramanand Teerth Marathwada University,1943,A+,,No,3.65,4087,192,8.5,MSc; MA; BCom; BA; BSc; MCom,Yes,www.governmentmahavidyalayabhoka.edu.in,Active
COL1070,"Sanjivani Rural Education Society's Chhatrapati Shivaji Institute of Pharmaceutical Sciences, Ambajogai",Pharmacy,Autonomous,Beed,Ambajogai,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2005,B++,,Yes,3.19,669,34,14.6,B.Pharm; D.Pharm; M.Pharm,No,www.sanjivaniruraleducationsocie.org.in,Active
COL1071,"Adarsh Shikshan Prasarak Mandal's Shri Sant Savata Mali Institute of Management Studies, Georai",Management (MBA/BBA),Private,Beed,Georai,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1987,B++,,No,3.15,298,12,11.6,PGDM; MBA; MMS,Yes,www.adarshshikshanprasarakmandal.org.in,Active
COL1072,"Vinoba Bhave College of Pharmacy, Nagpur",Pharmacy,Private,Nagpur,Nagpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1998,C,,No,2.31,837,63,4.2,M.Pharm; D.Pharm; B.Pharm,Yes,www.vinobabhavecollegeofpharmacy.edu.in,Active
COL1073,"Punyashlok Ahilyadevi Holkar Arts, Science and Commerce College, Warora","Arts, Science & Commerce",Private,Chandrapur,Warora,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1989,B+,,No,2.85,1656,76,9.6,MCom; BCom; MSc; BA; MA,No,www.punyashlokahilyadeviholkarar.edu.in,Active
COL1074,"Chhatrapati Sambhaji Arts, Science and Commerce College, Kannad","Arts, Science & Commerce",Private,Chhatrapati Sambhajinagar,Kannad,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1990,B,,No,2.65,4222,259,18.0,MCom; MSc; BCom; BSc; MA,No,www.chhatrapatisambhajiartsscien.ac.in,Active
COL1075,Government Medical College Nanded,Medical,Government,Nanded,Nanded,Maharashtra,Swami Ramanand Teerth Marathwada University,1950,A,151,No,3.46,1602,71,61.9,MD; MS; MBBS,Yes,www.governmentmedicalcollegenand.edu.in,Active
COL1076,"Balasaheb Desai College of Engineering, Ambad",Engineering,Autonomous,Jalna,Ambad,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1952,A++,,Yes,3.82,2639,134,41.9,BE Civil Engineering; BE Electrical Engineering,Yes,www.balasahebdesaicollegeofengin.ac.in,Active
COL1077,"Anjuman-I-Islam's Annasaheb Magar Institute of Management Studies, Borivali",Management (MBA/BBA),Government,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,1945,A,,No,3.34,439,19,10.6,MBA; BBA; PGDM; MMS,No,www.anjuman-i-islamsannasahebmag.ac.in,Active
COL1078,"Annasaheb Magar College of Education, Manmad",Education (B.Ed/D.Ed),Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2015,B,,No,2.68,386,22,7.3,M.Ed; D.Ed; B.Ed,Yes,www.annasahebmagarcollegeofeduca.ac.in,Active
COL1079,"Rayat Shikshan Sanstha's Balasaheb Thackeray Mahavidyalaya, Nagpur","Arts, Science & Commerce",Private,Nagpur,Nagpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2015,B++,,No,3.19,2360,116,38.9,MSc; BCom; BSc; MA,No,www.rayatshikshansansthasbalasah.org.in,Active
COL1080,"Balasaheb Desai Mahavidyalaya, Kamptee","Arts, Science & Commerce",Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2015,A,,No,3.47,3645,217,10.0,BSc; MA; BA; MCom; BCom,Yes,www.balasahebdesaimahavidyalayak.org.in,Active
COL1081,"Government Mahavidyalaya, Kandhar","Arts, Science & Commerce",Government,Nanded,Kandhar,Maharashtra,Swami Ramanand Teerth Marathwada University,1995,A,,No,3.44,3316,156,29.5,MSc; MCom; MA; BA,No,www.governmentmahavidyalayakandh.org.in,Active
COL1082,"Rayat Shikshan Sanstha's Punyashlok Ahilyadevi Holkar Arts, Science and Commerce College, Chakan","Arts, Science & Commerce",Government,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1904,B++,,Yes,3.23,5177,266,15.7,BA; BSc; MSc,Yes,www.rayatshikshansansthaspunyash.ac.in,Active
COL1083,"Government College of Engineering, Palghar",Engineering,Autonomous,Palghar,Palghar,Maharashtra,University of Mumbai,1973,A+,,Yes,3.72,3230,139,55.7,BE Computer Engineering; ME; BE Electronics & Telecommunication; BE Mechanical Engineering,Yes,www.governmentcollegeofengineeri.org.in,Active
COL1084,"Deccan Education Society's Annasaheb Magar Arts, Science and Commerce College, Boisar","Arts, Science & Commerce",Autonomous,Palghar,Boisar,Maharashtra,University of Mumbai,1958,A+,,Yes,3.54,3050,244,19.1,MCom; BCom,Yes,www.deccaneducationsocietysannas.ac.in,Active
COL1085,"Sinhgad Technical Education Society's Loknete Gopinathji Munde College of Engineering, Sinnar",Engineering,Government,Nashik,Sinnar,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1892,A,,No,3.4,4151,265,25.6,BE Electronics & Telecommunication; ME; BE Civil Engineering; BE Computer Engineering; BE Mechanical Engineering,Yes,www.sinhgadtechnicaleducationsoc.edu.in,Active
COL1086,"Progressive Education Society's Yashwantrao Chavan College of Architecture, Amalner",Architecture,Autonomous,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1977,B++,,Yes,3.01,171,8,13.4,B.Arch; M.Arch,Yes,www.progressiveeducationsocietys.ac.in,Active
COL1087,"Ramabai Ranade College of Nursing, Ulhasnagar",Nursing,Private,Thane,Ulhasnagar,Maharashtra,University of Mumbai,1998,A+,,No,3.62,434,19,3.4,GNM; B.Sc Nursing; M.Sc Nursing,Yes,www.ramabairanadecollegeofnursin.org.in,Active
COL1088,"Government Polytechnic, Pimpri-Chinchwad",Polytechnic,Private,Pune,Pimpri-Chinchwad,Maharashtra,Savitribai Phule Pune University,2017,B++,,No,3.1,972,74,29.8,Diploma in Mechanical Engineering; Diploma in Electrical Engineering; Diploma in Civil Engineering; Diploma in Computer Engineering,No,www.governmentpolytechnicpimpri-.org.in,Active
COL1089,"New Model Mahavidyalaya, Malkapur","Arts, Science & Commerce",Deemed,Buldhana,Malkapur,Maharashtra,New Model Mahavidyalaya (Deemed to be University),1986,A,,Yes,3.38,2585,155,27.4,MCom; BA; BSc,Yes,www.newmodelmahavidyalayamalkapu.ac.in,Active
COL1090,"Ramabai Ranade Institute of Management Studies, Dadar",Management (MBA/BBA),Deemed,Mumbai City,Dadar,Maharashtra,Ramabai Ranade Institute of Management Studies (Deemed to be University),1976,A,,Yes,3.27,425,21,16.1,MMS; PGDM,No,www.ramabairanadeinstituteofmana.ac.in,Active
COL1091,"Bharatiya Vidya Bhavan's Yashwantrao Chavan Mahavidyalaya, Parbhani","Arts, Science & Commerce",Private,Parbhani,Parbhani,Maharashtra,Swami Ramanand Teerth Marathwada University,1978,Not Accredited,,No,0.0,4996,300,10.0,MA; MCom; BA; BSc; BCom,Yes,www.bharatiyavidyabhavansyashwan.org.in,Active
COL1092,"Shri Shivaji Education Society's Vasantrao Naik Institute of Management Studies, Umred",Management (MBA/BBA),Autonomous,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1958,A+,,Yes,3.65,282,20,4.3,PGDM; MBA,No,www.shrishivajieducationsocietys.edu.in,Active
COL1093,"Kai. Shankarrao Patil Education Society's Baburao Kale Science College, Baramati",Science,Deemed,Pune,Baramati,Maharashtra,Kai. Shankarrao Patil Education Society's Baburao Kale Science College (Deemed to be University),2009,A+,,Yes,3.57,3173,173,19.8,MSc; BSc Mathematics; BSc Chemistry; BSc Physics,Yes,www.kaishankarraopatileducations.ac.in,Active
COL1094,"Dnyaneshwar Commerce College, Mumbai",Commerce,Private,Mumbai City,Mumbai,Maharashtra,University of Mumbai,2010,B++,,No,3.16,2161,141,11.5,BCom; BCom (Banking & Insurance); BCom (Accounting & Finance),Yes,www.dnyaneshwarcommercecollegemu.org.in,Active
COL1095,"Deccan Education Society's Adarsh Arts, Science and Commerce College, Pandharpur","Arts, Science & Commerce",Deemed,Solapur,Pandharpur,Maharashtra,Deccan Education Society's Adarsh Arts (Deemed to be University),1968,A,,Yes,3.29,7435,332,24.4,BCom; MSc; BSc; MA; BA; MCom,No,www.deccaneducationsocietysadars.ac.in,Active
COL1096,"Bharatiya Vidya Bhavan's Balasaheb Thackeray Institute of Polytechnic, Tirora",Polytechnic,Deemed,Gondia,Tirora,Maharashtra,Bharatiya Vidya Bhavan's Balasaheb Thackeray Institute of Polytechnic (Deemed to be University),1993,A,214,Yes,3.38,535,28,22.3,Diploma in Computer Engineering; Diploma in Mechanical Engineering,No,www.bharatiyavidyabhavansbalasah.ac.in,Active
COL1097,Ramnarain Ruia Autonomous College,"Arts, Science & Commerce",Autonomous,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1887,B,117,Yes,2.72,5907,268,9.8,MCom; BA; BSc; BCom,Yes,www.ramnarainruiaautonomouscolle.org.in,Active
COL1098,"Sanjivani Rural Education Society's Lokmanya Tilak Institute of Engineering and Technology, Gadhinglaj",Engineering,Private,Kolhapur,Gadhinglaj,Maharashtra,"Shivaji University, Kolhapur",1977,A+,,No,3.7,1408,60,19.4,ME; BE Civil Engineering; BE Mechanical Engineering,Yes,www.sanjivaniruraleducationsocie.edu.in,Active
COL1099,"Krantiveer Vasudeo Balwant Phadke College of Engineering, Umred",Engineering,Autonomous,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1975,A++,,Yes,3.98,4291,194,77.3,ME; BE Computer Engineering; BE Electrical Engineering; BE Civil Engineering,Yes,www.krantiveervasudeobalwantphad.ac.in,Active
COL1100,"Shikshan Prasarak Mandal's Yashwantrao Chavan College of Engineering, Chhatrapati Sambhajinagar",Engineering,Government,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1917,A++,,No,3.79,2709,220,53.3,BE Mechanical Engineering; BE Electronics & Telecommunication; BE Computer Engineering,Yes,www.shikshanprasarakmandalsyashw.edu.in,Active
COL1101,"Jyotirao Phule College of Pharmacy, Pen",Pharmacy,Private,Raigad,Pen,Maharashtra,University of Mumbai,1997,B++,,No,3.03,640,31,17.0,D.Pharm; B.Pharm; M.Pharm,Yes,www.jyotiraophulecollegeofpharma.edu.in,Active
COL1102,"Krantiveer Vasudeo Balwant Phadke Science College, Vasai",Science,Private,Palghar,Vasai,Maharashtra,University of Mumbai,1998,B+,,No,2.77,2337,191,7.9,BSc Mathematics; BSc Chemistry,No,www.krantiveervasudeobalwantphad.edu.in,Active
COL1103,"Dnyaneshwar Mahavidyalaya, Gadhinglaj","Arts, Science & Commerce",Deemed,Kolhapur,Gadhinglaj,Maharashtra,Dnyaneshwar Mahavidyalaya (Deemed to be University),1972,A+,,Yes,3.59,6795,333,25.6,BCom; BSc; BA; MSc,Yes,www.dnyaneshwarmahavidyalayagadh.ac.in,Active
COL1104,"Vasantrao Naik Institute of Management Studies, Latur",Management (MBA/BBA),Private,Latur,Latur,Maharashtra,Swami Ramanand Teerth Marathwada University,2009,C,,Yes,2.13,325,15,11.2,MBA; BBA; MMS,Yes,www.vasantraonaikinstituteofmana.org.in,Active
COL1105,"Bharatiya Vidya Bhavan's Lokmanya Tilak Commerce College, Fort",Commerce,Private,Mumbai City,Fort,Maharashtra,University of Mumbai,2007,B+,,No,3.0,953,43,10.6,MCom; BCom (Accounting & Finance),Yes,www.bharatiyavidyabhavanslokmany.ac.in,Under NAAC Reassessment
COL1106,"Anjuman-I-Islam's Dnyaneshwar Institute of Pharmaceutical Sciences, Mumbai",Pharmacy,Private,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1981,B,,No,2.68,525,35,7.7,D.Pharm; M.Pharm,Yes,www.anjuman-i-islamsdnyaneshwari.ac.in,Active
COL1107,"Shri Sant Savata Mali Arts, Science and Commerce College, Chandur","Arts, Science & Commerce",Government,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,1864,B,,No,2.64,5987,383,25.3,BCom; MSc; MCom,Yes,www.shrisantsavatamaliartsscienc.ac.in,Active
COL1108,"Dr. Babasaheb Ambedkar Mahavidyalaya, Taloda","Arts, Science & Commerce",Autonomous,Nandurbar,Taloda,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2000,B++,,Yes,3.21,1461,64,44.8,MA; MCom; MSc; BSc; BA,Yes,www.drbabasahebambedkarmahavidya.org.in,Active
COL1109,"Government Medical College and Hospital, Rajura",Medical,Private,Chandrapur,Rajura,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2006,B+,,No,2.95,850,53,40.9,MD; MS,Yes,www.governmentmedicalcollegeandh.ac.in,Active
COL1110,"Yashwantrao Chavan Mahavidyalaya, Kannad","Arts, Science & Commerce",Private,Chhatrapati Sambhajinagar,Kannad,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2012,B++,,No,3.09,2215,172,18.3,MSc; BSc; MA; BA; MCom,Yes,www.yashwantraochavanmahavidyala.org.in,Active
COL1111,"Government College of Commerce, Thane",Commerce,Government,Thane,Thane,Maharashtra,University of Mumbai,1900,B+,,No,2.81,904,73,8.1,BCom (Accounting & Finance); BCom; BCom (Banking & Insurance); MCom,Yes,www.governmentcollegeofcommercet.edu.in,Active
COL1112,"Government Institute of Engineering and Technology, Kamptee",Engineering,Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2011,C,,No,2.43,1492,105,59.3,BE Computer Engineering; BE Mechanical Engineering; BE Electrical Engineering,Yes,www.governmentinstituteofenginee.edu.in,Active
COL1113,"Adarsh Shikshan Prasarak Mandal's Chhatrapati Sambhaji Institute of Medical Sciences, Borivali",Medical,Autonomous,Mumbai Suburban,Borivali,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1957,A+,121,Yes,3.71,1501,75,62.6,MD; MBBS; MS,Yes,www.adarshshikshanprasarakmandal.ac.in,Active
COL1114,"New Model College of Pharmacy, Malegaon",Pharmacy,Government,Nashik,Malegaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1899,B+,,No,2.82,253,11,11.2,D.Pharm; B.Pharm; M.Pharm,Yes,www.newmodelcollegeofpharmacymal.org.in,Active
COL1115,"Terna Public Charitable Trust's Dr. Babasaheb Ambedkar Arts, Science and Commerce College, Nagpur","Arts, Science & Commerce",Private,Nagpur,Nagpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2011,Not Accredited,,No,0.0,3973,168,16.9,BSc; MSc; MCom; MA,No,www.ternapubliccharitabletrustsd.ac.in,Active
COL1116,"Marathwada Shikshan Prasarak Mandal's Karmaveer Bhaurao Patil College of Architecture, Jintur",Architecture,Private,Parbhani,Jintur,Maharashtra,Swami Ramanand Teerth Marathwada University,1977,B,,No,2.65,266,14,4.2,M.Arch; B.Arch,Yes,www.marathwadashikshanprasarakma.ac.in,Active
COL1117,"Loknete Gopinathji Munde School of Business Management, Baramati",Management (MBA/BBA),Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,2017,B+,,No,2.81,789,43,14.1,MBA; MMS; PGDM; BBA,Yes,www.loknetegopinathjimundeschool.ac.in,Active
COL1118,"Adarsh Medical College and Hospital, Dhule",Medical,Autonomous,Dhule,Dhule,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1978,A,,Yes,3.34,1024,54,71.1,MS; MBBS,Yes,www.adarshmedicalcollegeandhospi.edu.in,Active
COL1119,"Terna Public Charitable Trust's Chhatrapati Shivaji Institute of Polytechnic, Mumbai",Polytechnic,Autonomous,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1971,B+,,Yes,2.92,1327,83,23.0,Diploma in Computer Engineering; Diploma in Mechanical Engineering,Yes,www.ternapubliccharitabletrustsc.org.in,Active
COL1120,"Sanjivani Rural Education Society's Ramabai Ranade Polytechnic, Kalyan",Polytechnic,Private,Thane,Kalyan,Maharashtra,University of Mumbai,1979,B++,,No,3.02,809,39,10.6,Diploma in Computer Engineering; Diploma in Mechanical Engineering; Diploma in Civil Engineering; Diploma in Electrical Engineering,No,www.sanjivaniruraleducationsocie.edu.in,Active
COL1121,"Lokmanya Tilak College of Nursing, Akola",Nursing,Private,Akola,Akola,Maharashtra,"Maharashtra University of Health Sciences, Nashik",2003,B+,,No,2.82,478,33,18.9,M.Sc Nursing; ANM,No,www.lokmanyatilakcollegeofnursin.org.in,Active
COL1122,"Deccan Education Society's Tukaram Institute of Engineering and Technology, Parbhani",Engineering,Private,Parbhani,Parbhani,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1978,B,,No,2.73,2112,105,44.2,BE Electronics & Telecommunication; BE Civil Engineering; BE Electrical Engineering; BE Mechanical Engineering,Yes,www.deccaneducationsocietystukar.ac.in,Active
COL1123,"Yashwantrao Chavan Institute of Nursing Sciences, Dondaicha",Nursing,Private,Dhule,Dondaicha,Maharashtra,"Maharashtra University of Health Sciences, Nashik",2013,B,,No,2.67,418,18,9.0,GNM; ANM,Yes,www.yashwantraochavaninstituteof.ac.in,Active
COL1124,Deogiri College,"Arts, Science & Commerce",Autonomous,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1990,A,113,Yes,3.47,3491,245,5.2,BA; MA,No,www.deogiricollege.edu.in,Active
COL1125,"Government Mahavidyalaya, Karad","Arts, Science & Commerce",Government,Satara,Karad,Maharashtra,"Shivaji University, Kolhapur",1983,B+,,No,2.86,5947,322,28.9,BSc; MSc; BCom,Yes,www.governmentmahavidyalayakarad.edu.in,Active
COL1126,"Kisan Veer Mahavidyalaya, Boisar","Arts, Science & Commerce",Private,Palghar,Boisar,Maharashtra,University of Mumbai,2004,B+,,No,2.92,5339,227,22.9,BSc; BA; MCom; MSc; MA,Yes,www.kisanveermahavidyalayaboisar.edu.in,Active
COL1127,"Nutan Vidya Prasarak Sanstha's Adarsh Commerce College, Pen",Commerce,Private,Raigad,Pen,Maharashtra,University of Mumbai,2017,B+,,No,2.82,1439,69,3.8,MCom; BCom; BCom (Banking & Insurance),No,www.nutanvidyaprasaraksansthasad.org.in,Active
COL1128,Symbiosis Institute of Technology,Engineering,Private,Pune,Pune,Maharashtra,Symbiosis International (Deemed University),1991,A+,34,No,3.52,1972,141,39.8,BE Computer Engineering; ME,No,www.symbiosisinstituteoftechnolo.org.in,Active
COL1129,"Shri Shivaji Education Society's Chhatrapati Sambhaji Arts, Science and Commerce College, Thane","Arts, Science & Commerce",Private,Thane,Thane,Maharashtra,University of Mumbai,1997,A,,No,3.48,1866,133,12.3,BA; MSc; MA; BCom; MCom; BSc,No,www.shrishivajieducationsocietys.ac.in,Active
COL1130,"Balasaheb Desai Mahavidyalaya, Islampur","Arts, Science & Commerce",Government,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1927,A+,,No,3.54,4089,186,39.7,MA; BSc,No,www.balasahebdesaimahavidyalayai.org.in,Active
COL1131,"Vinoba Bhave Mahavidyalaya, Ulhasnagar","Arts, Science & Commerce",Autonomous,Thane,Ulhasnagar,Maharashtra,University of Mumbai,1981,A,,Yes,3.3,981,51,16.0,MA; BSc; MCom; MSc; BCom; BA,No,www.vinobabhavemahavidyalayaulha.ac.in,Active
COL1132,"Shikshan Prasarak Mandal's Vitthalrao Vikhe Patil Institute of Nursing Sciences, Pune",Nursing,Private,Pune,Pune,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1979,A,,No,3.31,205,9,6.2,ANM; B.Sc Nursing; M.Sc Nursing; GNM,Yes,www.shikshanprasarakmandalsvitth.edu.in,Active
COL1133,"Padmashri Vikhe Patil Arts, Science and Commerce College, Pandharpur","Arts, Science & Commerce",Private,Solapur,Pandharpur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,2004,B++,,No,3.19,3117,161,36.2,MSc; BSc; BA; MCom; BCom; MA,No,www.padmashrivikhepatilartsscien.org.in,Active
COL1134,"Terna Public Charitable Trust's Sane Guruji Institute of Nursing Sciences, Manmad",Nursing,Autonomous,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1952,A+,,Yes,3.7,326,20,10.9,B.Sc Nursing; GNM; ANM,Yes,www.ternapubliccharitabletrustss.ac.in,Active
COL1135,"Shankarrao Chavan Institute of Management Studies, Latur",Management (MBA/BBA),Government,Latur,Latur,Maharashtra,Swami Ramanand Teerth Marathwada University,1931,A,265,No,3.43,647,33,17.9,MMS; PGDM,No,www.shankarraochavaninstituteofm.org.in,Active
COL1136,"Nutan Vidya Prasarak Sanstha's Bhausaheb Hire Arts, Science and Commerce College, Gadchiroli","Arts, Science & Commerce",Private,Gadchiroli,Gadchiroli,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2005,B+,,No,2.91,4615,382,18.2,MA; BSc; MSc; MCom,Yes,www.nutanvidyaprasaraksansthasbh.org.in,Active
COL1137,"Vasantrao Naik Arts, Science and Commerce College, Phaltan","Arts, Science & Commerce",Private,Satara,Phaltan,Maharashtra,"Shivaji University, Kolhapur",2014,B+,,No,2.82,2209,109,39.1,BA; BCom; MSc,No,www.vasantraonaikartsscienceandc.ac.in,Active
COL1138,Girgaon College of Pharmacy,Pharmacy,Private,Mumbai City,Girgaon,Maharashtra,University of Mumbai,2003,B++,,No,3.22,451,24,9.1,B.Pharm; D.Pharm,No,www.girgaoncollegeofpharmacy.org.in,Active
COL1139,"Government Medical College and Hospital, Gangakhed",Medical,Private,Parbhani,Gangakhed,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1978,B+,,No,2.78,720,31,86.3,MBBS; MS; MD,Yes,www.governmentmedicalcollegeandh.org.in,Active
COL1140,Ramtek College of Commerce,Commerce,Deemed,Nagpur,Ramtek,Maharashtra,Ramtek College of Commerce (Deemed to be University),1985,A,266,Yes,3.45,2535,175,9.8,BCom (Accounting & Finance); BCom (Banking & Insurance); BCom,Yes,www.ramtekcollegeofcommerce.ac.in,Active
COL1141,"Jyotirao Phule Institute of Engineering and Technology, Chandur",Engineering,Private,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,2010,B+,,No,2.81,2960,171,27.7,BE Electronics & Telecommunication; BE Computer Engineering; ME; BE Civil Engineering; BE Mechanical Engineering; BE Electrical Engineering,Yes,www.jyotiraophuleinstituteofengi.org.in,Active
COL1142,"Government Medical College and Hospital, Pune",Medical,Private,Pune,Pune,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1977,Not Accredited,,No,0.0,1614,113,93.6,MD; MS,No,www.governmentmedicalcollegeandh.ac.in,Active
COL1143,"Jain Education Society's Mahatma Gandhi B.Ed. College, Kurla",Education (B.Ed/D.Ed),Autonomous,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,1965,A+,,Yes,3.61,115,8,2.7,M.Ed; B.Ed; D.Ed,Yes,www.jaineducationsocietysmahatma.org.in,Active
COL1144,"Bhausaheb Hire Polytechnic, Baramati",Polytechnic,Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,2008,C,,Yes,2.1,977,53,15.2,Diploma in Mechanical Engineering; Diploma in Computer Engineering; Diploma in Electrical Engineering; Diploma in Civil Engineering,Yes,www.bhausahebhirepolytechnicbara.org.in,Active
COL1145,"Vinoba Bhave Mahavidyalaya, Gadchiroli","Arts, Science & Commerce",Private,Gadchiroli,Gadchiroli,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2018,A,,No,3.37,3648,211,25.0,MA; MSc; BA,No,www.vinobabhavemahavidyalayagadc.ac.in,Active
COL1146,"Terna Public Charitable Trust's Balasaheb Desai Science College, Kudal",Science,Private,Sindhudurg,Kudal,Maharashtra,University of Mumbai,2003,B,,No,2.52,578,33,3.7,BSc Chemistry; MSc; BSc Computer Science; BSc Physics,Yes,www.ternapubliccharitabletrustsb.edu.in,Active
COL1147,"Government College of Commerce, Kamptee",Commerce,Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1984,C,,No,2.33,2495,144,4.1,BCom (Banking & Insurance); MCom; BCom,Yes,www.governmentcollegeofcommercek.ac.in,Temporarily Closed
COL1148,"New Model Arts, Science and Commerce College, Baramati","Arts, Science & Commerce",Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,1999,B++,,No,3.04,1146,91,6.0,MCom; MA,Yes,www.newmodelartsscienceandcommer.org.in,Active
COL1149,"Government College of Engineering, Akola",Engineering,Private,Akola,Akola,Maharashtra,Sant Gadge Baba Amravati University,2010,A,,Yes,3.5,1819,82,78.8,BE Computer Engineering; BE Civil Engineering; BE Mechanical Engineering,Yes,www.governmentcollegeofengineeri.org.in,Active
COL1150,"Lok Shikshan Sanstha's Sant Gadge Baba College of Commerce, Sawantwadi",Commerce,Autonomous,Sindhudurg,Sawantwadi,Maharashtra,University of Mumbai,1983,A+,,Yes,3.71,1646,72,2.8,BCom (Banking & Insurance); MCom; BCom (Accounting & Finance); BCom,Yes,www.lokshikshansansthassantgadge.ac.in,Active
COL1151,"Kisan Veer Institute of Polytechnic, Pimpri-Chinchwad",Polytechnic,Private,Pune,Pimpri-Chinchwad,Maharashtra,Savitribai Phule Pune University,2004,B++,,No,3.17,419,25,9.8,Diploma in Electrical Engineering; Diploma in Computer Engineering; Diploma in Civil Engineering; Diploma in Mechanical Engineering,Yes,www.kisanveerinstituteofpolytech.org.in,Active
COL1152,"Karmaveer Bhaurao Patil Mahavidyalaya, Amalner","Arts, Science & Commerce",Private,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2006,A,,No,3.29,3008,184,28.9,BSc; MCom; MA; BCom; MSc; BA,Yes,www.karmaveerbhauraopatilmahavid.ac.in,Active
COL1153,"Baburao Kale Mahavidyalaya, Vengurla","Arts, Science & Commerce",Private,Sindhudurg,Vengurla,Maharashtra,University of Mumbai,2020,Not Accredited,,No,0.0,2348,182,38.3,MSc; BCom; BA; MA; BSc,No,www.baburaokalemahavidyalayaveng.edu.in,Active
