placement_id,college_id,student_id,branch,graduation_year,company,package_lpa,internship_company,internship_stipend,placement_status,job_role,location
PLC013340,COL0336,STU017543,LLM,2027,Cyril Amarchand Mangaldas,6.4,,,Placed,Associate,Mumbai
PLC013341,COL0797,STU039913,M.Pharm,2027,,,,,Not Placed,,
PLC013342,COL1291,STU064486,BE Electrical Engineering,2027,Zensar Technologies,5.7,Dr. Reddy's Laboratories,8000,Placed,Associate Software Engineer,Mumbai
PLC013343,COL0706,STU035290,ME,2027,LTIMindtree,6.0,Dr. Reddy's Laboratories,15500,Placed,IT Analyst,Pune
PLC013344,COL0621,STU031160,MSc,2027,HDFC Life,7.3,Lupin,10000,Placed,Financial Analyst,Bengaluru
PLC013345,COL1837,STU091561,LLM,2027,,,,,Not Placed,,
PLC013346,COL0647,STU032398,BSc,2027,,,Cadila Healthcare,15500,Not Placed,,
PLC013347,COL0086,STU004450,D.Pharm,2027,Sun Pharmaceutical,6.3,,,Placed,Quality Control Analyst,Nagpur
PLC013348,COL0935,STU046833,BA,2027,,,Max Healthcare,9500,Not Placed,,
PLC013349,COL0517,STU026500,D.Pharm,2027,Cipla,3.7,Wipro,15000,Placed,Regulatory Affairs Executive,Nagpur
PLC013350,COL0989,STU049261,MCom,2027,EY,13.8,Cummins India,12500,Placed,Audit Associate,Chennai
PLC013351,COL1162,STU058276,MA,2027,,,,,Not Placed,,
PLC013352,COL1165,STU058596,ME,2027,Mphasis,4.2,Concentrix,7500,Placed,Software Trainee,Chennai
PLC013353,COL1911,STU095660,MBA,2027,,,Fortis Healthcare,14000,Not Placed,,
PLC013354,COL0865,STU043497,MSc,2027,,,,,Not Placed,,
PLC013355,COL0020,STU001088,BA,2027,Cognizant,7.9,Max Healthcare,14500,Placed,Associate Software Engineer,Mumbai
PLC013356,COL0643,STU032175,MSc,2027,,,,,Not Placed,,
PLC013357,COL1512,STU076694,MCom,2027,,,,,Not Placed,,
PLC013358,COL1089,STU054389,MCom,2027,,,Kotak Mahindra Bank,22000,Not Placed,,
PLC013359,COL1786,STU089282,BE Computer Engineering,2027,,,Lupin,15000,Not Eligible,,
PLC013360,COL1266,STU063079,BE Mechanical Engineering,2027,Mahindra & Mahindra,7.1,,,Placed,Site Engineer,Nagpur
PLC013361,COL0961,STU047999,BSc Chemistry,2027,Godrej Consumer Products,11.6,Tata Motors,19500,Placed,Sales Executive,Hyderabad
PLC013362,COL0210,STU011286,ME,2027,,,Cipla,11000,Not Placed,,
PLC013363,COL0239,STU012599,MA,2027,Byju's,5.4,,,Placed,Customer Support Executive,Kolhapur
PLC013364,COL0870,STU043801,MSc,2027,Godrej Consumer Products,11.2,,,Placed,Brand Associate,Bengaluru
PLC013365,COL1631,STU081642,MA,2027,,,,,Not Eligible,,
PLC013366,COL1801,STU089928,MCom,2027,Genpact,4.9,NVIDIA,40500,Placed,Process Associate,Amravati
PLC013367,COL1840,STU091657,ME,2027,Tata Steel,9.7,,,Placed,Quality Engineer,Pune
PLC013368,COL0369,STU019185,ME,2027,,,Axis Bank,20500,Not Placed,,
PLC013369,COL1916,STU095929,ME,2027,HCLTech,4.0,Teleperformance,9000,Placed,Software Trainee,Pune
PLC013370,COL1726,STU086036,MBA,2027,,,Wipro BPO,8000,Not Eligible,,
PLC013371,COL0520,STU026567,MSc,2027,Godrej Consumer Products,8.7,,,Placed,Management Trainee,Mumbai
PLC013372,COL0409,STU020760,MSc,2027,Cognizant,9.1,Thermax,16000,Placed,Software Trainee,Pune
PLC013373,COL0890,STU044919,MCom,2027,,,,,Not Placed,,
PLC013374,COL1231,STU061628,BE Electronics & Telecommunication,2027,Cummins India,6.5,Sun Pharmaceutical,12000,Placed,Quality Engineer,Thane
PLC013375,COL1936,STU096778,MA,2027,,,Fortis Healthcare,9500,Not Placed,,
PLC013376,COL1292,STU064561,MCom,2027,Godrej Consumer Products,8.3,Mphasis,23000,Placed,Sales Executive,Pune
PLC013377,COL1576,STU079310,MCom,2027,Deloitte,11.1,Mphasis,21500,Placed,Management Trainee,Noida
PLC013378,COL1978,STU099111,MCom,2027,,,Wipro,14000,Not Placed,,
PLC013379,COL0751,STU037453,BSc Computer Science,2027,,,Bharat Forge,18500,Not Eligible,,
PLC013380,COL0460,STU023423,BE Electrical Engineering,2027,Wipro,4.0,Godrej & Boyce,14000,Placed,Technical Consultant,Bengaluru
PLC013381,COL0325,STU016929,MSc,2027,,,Max Healthcare,10000,Not Placed,,
PLC013382,COL0530,STU027117,MS,2027,Max Healthcare,4.1,Dr. Reddy's Laboratories,11500,Placed,Staff Nurse,Nashik
PLC013383,COL1578,STU079538,BCom,2027,,,Glenmark Pharmaceuticals,13000,Not Eligible,,
PLC013384,COL1545,STU078100,MCom,2027,,,Tata Steel,16500,Not Placed,,
PLC013385,COL0273,STU014401,B.Pharm,2027,,,EY,20500,Not Placed,,
PLC013386,COL1163,STU058448,MCom,2027,,,,,Not Eligible,,
PLC013387,COL1262,STU062940,MCom,2027,,,Apollo Hospitals,14500,Not Placed,,
PLC013388,COL0081,STU004291,BA,2027,Teleperformance,3.8,Genpact,11500,Placed,Content Associate,Pune
PLC013389,COL0267,STU013973,MA,2027,,,,,Not Placed,,
PLC013390,COL1635,STU081861,BE Electrical Engineering,2027,LTIMindtree,6.4,EY,21000,Placed,Associate Software Engineer,Gurugram
PLC013391,COL1917,STU095944,MCom,2027,,,,,Not Eligible,,
PLC013392,COL1719,STU085809,MCom,2027,,,,,Not Placed,,
PLC013393,COL0545,STU027754,BA,2027,KPMG,10.7,,,Placed,Audit Associate,Hyderabad
PLC013394,COL1381,STU069951,M.Arch,2027,Architect Hafeez Contractor Studio,4.0,Glenmark Pharmaceuticals,16500,Placed,Design Associate,Mumbai
PLC013395,COL0696,STU034851,BE Computer Engineering,2027,Mahindra & Mahindra,8.0,ABB India,11000,Placed,Production Engineer,Pune
PLC013396,COL1273,STU063488,MA,2027,Teleperformance,4.8,,,Placed,Content Associate,Aurangabad
PLC013397,COL0044,STU002396,MSc,2027,,,Walmart Global Tech,81000,Not Eligible,,
PLC013398,COL1189,STU059741,BCom (Accounting & Finance),2027,,,Wipro BPO,7000,Not Placed,,
PLC013399,COL0389,STU019999,MCom,2027,,,,,Not Eligible,,
PLC013400,COL1581,STU079690,LLM,2027,Trilegal,5.5,,,Placed,Associate,Aurangabad
PLC013401,COL0062,STU003216,MCom,2027,,,Larsen & Toubro,18500,Not Eligible,,
PLC013402,COL1728,STU086162,ME,2027,,,Max Healthcare,14500,Not Placed,,
PLC013403,COL1600,STU080461,MD,2027,Ruby Hall Clinic,6.7,Fortis Healthcare,8500,Placed,Resident Doctor,Pune
PLC013404,COL0728,STU036478,MA,2027,,,Tata Motors,12500,Not Placed,,
PLC013405,COL0381,STU019667,Diploma in Mechanical Engineering,2027,,,Bharat Forge,20000,Not Placed,,
PLC013406,COL0989,STU049338,MSc,2027,EY,5.5,Max Healthcare,14500,Placed,Financial Analyst,Hyderabad
PLC013407,COL0644,STU032276,MA,2027,,,,,Not Placed,,
PLC013408,COL0019,STU001010,MA,2027,PwC,6.3,,,Placed,Financial Analyst,Bengaluru
PLC013409,COL1300,STU065013,MSc,2027,,,Fortis Healthcare,14500,Not Placed,,
PLC013410,COL1438,STU073087,BSc,2027,Persistent Systems,11.8,Google,76500,Placed,Technical Consultant,Hyderabad
PLC013411,COL0468,STU023806,MSc,2027,HDFC Life,6.4,,,Placed,Business Analyst,Pune
PLC013412,COL0440,STU022362,BCom,2027,,,Accenture,15000,Not Placed,,
PLC013413,COL1060,STU052848,MA,2027,,,Ruby Hall Clinic,12000,Not Placed,,
PLC013414,COL1569,STU078984,B.Ed,2027,Godrej Consumer Products,11.0,,,Placed,Brand Associate,Gurugram
PLC013415,COL0528,STU027036,BE Electrical Engineering,2027,Tata Steel,5.4,Intel,56000,Placed,Quality Engineer,Nashik
PLC013416,COL1093,STU054559,BSc Computer Science,2027,HCLTech,7.9,Thermax,10500,Placed,Systems Engineer,Bengaluru
PLC013417,COL0672,STU033685,MSc,2027,,,,,Not Placed,,
PLC013418,COL1457,STU074082,MCom,2027,HDFC Bank,11.3,,,Placed,Relationship Manager,Mumbai
PLC013419,COL0414,STU020951,MSc,2027,,,Apollo Hospitals,13500,Not Placed,,
PLC013420,COL1008,STU050600,MA,2027,,,Max Healthcare,9500,Not Placed,,
PLC013421,COL1582,STU079705,MBA,2027,,,Amazon (Operations),9500,Not Placed,,
PLC013422,COL0610,STU030601,MSc,2027,,,Concentrix,9500,Not Placed,,
PLC013423,COL1897,STU094701,BSc,2027,,,Amazon (Operations),8000,Not Placed,,
PLC013424,COL0398,STU020355,BSc,2027,,,,,Not Placed,,
PLC013425,COL1398,STU071060,BCom,2027,,,,,Not Eligible,,
PLC013426,COL1028,STU051617,MCom,2027,Reliance Industries,8.4,,,Placed,Sales Executive,Chennai
PLC013427,COL1286,STU064122,MSc,2027,,,ABB India,18000,Not Placed,,
PLC013428,COL0513,STU026389,BA,2027,Hindustan Unilever,16.2,,,Placed,Supply Chain Analyst,Bengaluru
PLC013429,COL1257,STU062783,MSc,2027,Concentrix,5.7,,,Placed,Operations Executive,Solapur
PLC013430,COL0764,STU038329,MCom,2027,,,,,Not Placed,,
PLC013431,COL1532,STU077466,MSc,2027,Concentrix,4.4,Sun Pharmaceutical,12500,Placed,Process Associate,Kolhapur
PLC013432,COL1332,STU067129,MCom,2027,,,Ruby Hall Clinic,12500,Not Placed,,
PLC013433,COL0932,STU046722,BE Electrical Engineering,2027,Mahindra & Mahindra,6.6,Ruby Hall Clinic,8500,Placed,Graduate Engineer Trainee,Chakan
PLC013434,COL0835,STU041955,MSc,2027,Reliance Industries,8.5,,,Placed,Brand Associate,Pune
PLC013435,COL1429,STU072647,M.Ed,2027,,,,,Not Placed,,
PLC013436,COL0547,STU027934,MCom,2027,EY,8.0,Byju's,7500,Placed,Business Analyst,Chennai
PLC013437,COL1967,STU098473,MA,2027,Genpact,3.5,Glenmark Pharmaceuticals,9500,Placed,Process Associate,Nagpur
PLC013438,COL0787,STU039494,MSc,2027,Teleperformance,3.8,Amazon (Operations),6000,Placed,Operations Executive,Nashik
PLC013439,COL1800,STU089827,MCom,2027,,,,,Not Eligible,,
PLC013440,COL0752,STU037525,BSc Chemistry,2027,Wipro BPO,3.2,,,Placed,Customer Support Executive,Pune
PLC013441,COL1847,STU092014,BA,2027,,,,,Not Placed,,
PLC013442,COL1396,STU070883,MSc,2027,,,,,Not Placed,,
PLC013443,COL0012,STU000540,MCom,2027,,,NVIDIA,38500,Not Placed,,
PLC013444,COL0076,STU004006,MA,2027,Byju's,5.8,Apollo Hospitals,14000,Placed,Process Associate,Pune
PLC013445,COL1704,STU085189,MCom,2027,,,HCLTech,12500,Not Placed,,
PLC013446,COL0840,STU042255,MCom,2027,,,,,Not Placed,,
PLC013447,COL0885,STU044502,MA,2027,,,Amazon,41000,Not Placed,,
PLC013448,COL0307,STU016162,MCom,2027,,,Glenmark Pharmaceuticals,15500,Not Eligible,,
PLC013449,COL0994,STU049681,BSc,2027,Amazon (Operations),6.2,,,Placed,Customer Support Executive,Amravati
PLC013450,COL0882,STU044360,BSc Mathematics,2027,,,Wipro,24000,Not Placed,,
PLC013451,COL0287,STU015195,BA,2027,Godrej Consumer Products,9.6,Uber,46000,Placed,Supply Chain Analyst,Chennai
PLC013452,COL1455,STU073934,BCom,2027,,,Infosys,23500,Not Placed,,
PLC013453,COL1391,STU070527,MSc,2027,,,,,Not Placed,,
PLC013454,COL1819,STU090613,MCom,2027,,,,,Not Eligible,,
PLC013455,COL1576,STU079335,BA,2027,,,,,Not Placed,,
PLC013456,COL0671,STU033620,MCom,2027,,,,,Not Placed,,
PLC013457,COL1939,STU096990,MA,2027,Reliance Industries,14.3,Cadila Healthcare,17500,Placed,Management Trainee,Gurugram
PLC013458,COL0186,STU009797,BA History,2027,,,,,Not Placed,,
PLC013459,COL1256,STU062652,LLM,2027,,,,,Not Placed,,
PLC013460,COL0747,STU037238,MCom,2027,,,,,Not Placed,,
PLC013461,COL1566,STU078900,BA,2027,HDFC Life,7.6,PwC,18000,Placed,Business Analyst,Chennai
PLC013462,COL0706,STU035272,BE Civil Engineering,2027,Accenture,7.4,,,Placed,Technical Consultant,Noida
PLC013463,COL0666,STU033408,MSc,2027,,,Accenture,23000,Not Placed,,
PLC013464,COL1129,STU056704,BSc,2027,KPMG,8.6,,,Placed,Financial Analyst,Pune
PLC013465,COL1997,STU099941,MCom,2027,Amazon (Operations),6.0,,,Placed,Content Associate,Aurangabad
PLC013466,COL0960,STU047940,BE Mechanical Engineering,2027,Walmart Global Tech,23.6,Salesforce,60000,Placed,Cloud Engineer,Noida
PLC013467,COL1225,STU061378,MBA,2027,Deloitte,8.7,Fortis Healthcare,13000,Placed,Relationship Manager,Pune
PLC013468,COL0617,STU030788,BSc,2027,ITC Limited,7.7,,,Placed,Management Trainee,Noida
PLC013469,COL1704,STU085074,BA,2027,,,,,Not Placed,,
PLC013470,COL0032,STU001696,MA,2027,,,Axis Bank,25000,Not Placed,,
PLC013471,COL0355,STU018523,ME,2027,,,Sun Pharmaceutical,15500,Not Eligible,,
PLC013472,COL0383,STU019732,BA,2027,Byju's,5.2,Tata Steel,20000,Placed,Process Associate,Pune
PLC013473,COL0663,STU033247,ME,2027,Accenture,9.6,,,Placed,IT Analyst,Hyderabad
PLC013474,COL1535,STU077674,MCom,2027,,,Tata Memorial Hospital,11000,Not Placed,,
PLC013475,COL1136,STU057013,MA,2027,,,,,Not Eligible,,
PLC013476,COL1664,STU083073,BE Civil Engineering,2027,Uber,19.4,,,Placed,Data Scientist,Mumbai
PLC013477,COL1005,STU050485,MCom,2027,Genpact,5.2,Thermax,13000,Placed,Customer Support Executive,Nashik
PLC013478,COL1554,STU078536,MCom,2027,Genpact,6.4,Cummins India,14500,Placed,Process Associate,Nashik
PLC013479,COL0840,STU042317,MSc,2027,,,Uber,79500,Not Placed,,
PLC013480,COL1441,STU073322,BSc,2027,PwC,11.8,Cummins India,15500,Placed,Business Analyst,Bengaluru
PLC013481,COL1623,STU081370,D.Pharm,2027,,,,,Not Placed,,
PLC013482,COL0506,STU025925,BE Electronics & Telecommunication,2027,Salesforce,22.4,,,Placed,Software Development Engineer,Bengaluru
PLC013483,COL0062,STU003223,MA,2027,Hindustan Unilever,12.9,,,Placed,Sales Executive,Chennai
PLC013484,COL1510,STU076614,BSc Computer Science,2027,,,Microsoft,38500,Not Placed,,
PLC013485,COL0503,STU025743,MSc,2027,Godrej Consumer Products,10.1,Tech Mahindra,16500,Placed,Sales Executive,Pune
PLC013486,COL0953,STU047586,BCom (Accounting & Finance),2027,,,Amazon (Operations),9000,Not Eligible,,
PLC013487,COL1961,STU098108,LLM,2027,,,Bharat Forge,12000,Not Placed,,
PLC013488,COL1884,STU093780,MA,2027,,,,,Not Placed,,
PLC013489,COL0838,STU042039,MA,2027,,,Infosys,21500,Not Placed,,
PLC013490,COL0335,STU017530,Diploma in Electrical Engineering,2027,,,,,Not Eligible,,
PLC013491,COL0546,STU027847,BCom (Accounting & Finance),2027,,,,,Not Placed,,
PLC013492,COL1133,STU056857,MSc,2027,,,Larsen & Toubro,14500,Not Placed,,
PLC013493,COL0132,STU006761,MSc,2027,,,,,Not Placed,,
PLC013494,COL1021,STU051256,MSc,2027,Wipro BPO,4.5,,,Placed,Process Associate,Pune
PLC013495,COL1818,STU090585,BA History,2027,,,,,Not Placed,,
PLC013496,COL0835,STU041923,MCom,2027,,,Deloitte,17000,Not Placed,,
PLC013497,COL0702,STU035109,D.Pharm,2027,Cadila Healthcare,4.9,Tata Motors,13500,Placed,Production Chemist,Mumbai
PLC013498,COL0150,STU008003,BE Electrical Engineering,2027,Siemens,5.1,Apollo Hospitals,8500,Placed,Design Engineer,Aurangabad
PLC013499,COL0757,STU037756,BA,2027,,,,,Not Placed,,
PLC013500,COL1920,STU096182,Diploma in Computer Engineering,2027,Godrej & Boyce,9.4,Byju's,11500,Placed,Graduate Engineer Trainee,Pune
PLC013501,COL0596,STU030204,MCom,2027,ICICI Bank,10.1,,,Placed,Relationship Manager,Hyderabad
PLC013502,COL1896,STU094666,ME,2027,Tata Steel,11.0,Bharat Forge,11500,Placed,Graduate Engineer Trainee,Thane
PLC013503,COL0623,STU031292,BSc Physics,2027,Capgemini,6.0,,,Placed,Systems Engineer,Noida
PLC013504,COL1169,STU058795,MSc,2027,Amazon (Operations),3.8,HDFC Life,22500,Placed,Process Associate,Nashik
PLC013505,COL1838,STU091577,MBA,2027,PwC,8.2,Microsoft,38000,Placed,Audit Associate,Hyderabad
PLC013506,COL1800,STU089831,MSc,2027,Asian Paints,8.8,Cadila Healthcare,11500,Placed,Management Trainee,Pune
PLC013507,COL1136,STU057006,MA,2027,,,,,Not Placed,,
PLC013508,COL1534,STU077607,MCom,2027,,,,,Not Placed,,
PLC013509,COL0063,STU003292,M.Sc Agriculture,2027,ICICI Bank,11.8,,,Placed,Management Trainee,Mumbai
PLC013510,COL0239,STU012632,MCom,2027,Axis Bank,6.3,,,Placed,Relationship Manager,Noida
PLC013511,COL1003,STU050308,MA,2027,Wipro BPO,5.3,,,Placed,Content Associate,Aurangabad
PLC013512,COL0818,STU041025,MA,2027,,,Glenmark Pharmaceuticals,15000,Not Placed,,
PLC013513,COL1302,STU065161,MCom,2027,,,Concentrix,8000,Not Placed,,
PLC013514,COL0033,STU001811,BE Mechanical Engineering,2027,,,Adobe,42000,Not Placed,,
PLC013515,COL0324,STU016847,MA,2027,,,,,Not Placed,,
PLC013516,COL1919,STU096125,MSc,2027,,,,,Not Placed,,
PLC013517,COL0513,STU026276,BSc,2027,Cognizant,5.6,Amazon,77000,Placed,Software Trainee,Gurugram
PLC013518,COL0644,STU032267,BA Economics,2027,,,,,Not Placed,,
PLC013519,COL1658,STU082806,LLB,2027,,,,,Not Eligible,,
PLC013520,COL0271,STU014303,BE Civil Engineering,2027,Tech Mahindra,4.6,,,Placed,Technical Consultant,Chennai
PLC013521,COL0750,STU037412,ME,2027,,,,,Not Eligible,,
PLC013522,COL1835,STU091434,BCom,2027,Concentrix,4.2,NVIDIA,43500,Placed,Customer Support Executive,Mumbai
PLC013523,COL1623,STU081362,D.Pharm,2027,Cipla,6.8,Glenmark Pharmaceuticals,17500,Placed,Regulatory Affairs Executive,Kolhapur
PLC013524,COL1699,STU084754,MCom,2027,PwC,7.9,,,Placed,Management Trainee,Gurugram
PLC013525,COL1502,STU076237,MCom,2027,,,Accenture,19000,Not Eligible,,
PLC013526,COL1208,STU060599,Diploma in Mechanical Engineering,2027,,,,,Not Placed,,
PLC013527,COL0525,STU026923,BCom (Accounting & Finance),2027,Kotak Mahindra Bank,4.9,,,Placed,Business Analyst,Hyderabad
PLC013528,COL1704,STU085101,BCom,2027,,,,,Not Placed,,
PLC013529,COL1366,STU069019,MSc,2027,,,Sun Pharmaceutical,9500,Not Placed,,
PLC013530,COL0751,STU037447,BSc Physics,2027,,,PwC,15500,Not Placed,,
PLC013531,COL1221,STU061113,MA,2027,Deloitte,5.1,,,Placed,Financial Analyst,Mumbai
PLC013532,COL0591,STU029771,MCom,2027,,,,,Not Placed,,
PLC013533,COL0445,STU022585,BE Civil Engineering,2027,Larsen & Toubro,5.1,Concentrix,11000,Placed,Site Engineer,Chakan
PLC013534,COL0260,STU013542,MSc,2027,,,Ruby Hall Clinic,11500,Not Placed,,
PLC013535,COL1453,STU073804,BE Mechanical Engineering,2027,LTIMindtree,5.7,KPMG,28000,Placed,Systems Engineer,Pune
PLC013536,COL1533,STU077513,BCom,2027,,,Cognizant,13000,Not Placed,,
PLC013537,COL0904,STU045545,BSc,2027,,,,,Not Placed,,
PLC013538,COL0652,STU032829,MSc,2027,Hindustan Unilever,9.0,,,Placed,Supply Chain Analyst,Mumbai
PLC013539,COL0616,STU030769,D.Pharm,2027,Tata Memorial Hospital,8.8,,,Placed,Resident Doctor,Mumbai
PLC013540,COL0810,STU040515,MA,2027,PwC,15.1,,,Placed,Financial Analyst,Mumbai
PLC013541,COL1539,STU077761,BSc Computer Science,2027,,,Capgemini,17000,Not Placed,,
PLC013542,COL1774,STU088376,MA,2027,,,,,Not Placed,,
PLC013543,COL0108,STU005495,PGDM,2027,EY,14.3,Oracle,88500,Placed,Audit Associate,Hyderabad
PLC013544,COL1181,STU059293,M.Pharm,2027,Kotak Mahindra Bank,7.2,Fortis Healthcare,14500,Placed,Relationship Manager,Pune
PLC013545,COL0426,STU021755,BA,2027,,,Fortis Healthcare,12000,Not Placed,,
PLC013546,COL0336,STU017540,LLB,2027,,,,,Not Placed,,
PLC013547,COL0863,STU043382,MA,2027,,,,,Not Placed,,
PLC013548,COL0678,STU033903,MSc,2027,Genpact,4.5,,,Placed,Operations Executive,Nagpur
PLC013549,COL1888,STU094166,BCom,2027,TCS,7.1,,,Placed,Software Trainee,Bengaluru
PLC013550,COL0139,STU007254,MA,2027,,,Larsen & Toubro,14000,Not Eligible,,
PLC013551,COL1795,STU089705,MCom,2027,Concentrix,3.3,,,Placed,Operations Executive,Nagpur
PLC013552,COL1391,STU070580,MSc,2027,,,,,Not Placed,,
PLC013553,COL0985,STU049126,BCom,2027,,,,,Not Placed,,
PLC013554,COL0295,STU015540,M.Ed,2027,,,,,Not Eligible,,
PLC013555,COL1883,STU093767,BSc,2027,Genpact,3.3,Mphasis,23500,Placed,Content Associate,Aurangabad
PLC013556,COL1719,STU085828,BA,2027,ITC Limited,14.8,,,Placed,Supply Chain Analyst,Gurugram
PLC013557,COL1669,STU083388,BCom,2027,,,,,Not Placed,,
PLC013558,COL0165,STU008680,MCom,2027,Amazon (Operations),3.8,ABB India,17500,Placed,Process Associate,Kolhapur
PLC013559,COL0281,STU014885,MCom,2027,KPMG,7.4,,,Placed,Audit Associate,Gurugram
PLC013560,COL1490,STU075592,MCom,2027,,,Amazon (Operations),7500,Not Placed,,
PLC013561,COL0372,STU019308,MSc,2027,,,,,Not Placed,,
PLC013562,COL1239,STU062012,MA,2027,,,,,Not Placed,,
PLC013563,COL0286,STU015158,PGDM,2027,Zensar Technologies,6.8,Intel,85500,Placed,Software Trainee,Hyderabad
PLC013564,COL0730,STU036601,BCom,2027,Genpact,3.0,Teleperformance,6500,Placed,Operations Executive,Nashik
PLC013565,COL0763,STU038249,MSc,2027,Amazon (Operations),4.7,,,Placed,Operations Executive,Nashik
PLC013566,COL0165,STU008622,BA,2027,,,,,Not Placed,,
PLC013567,COL1726,STU086049,PGDM,2027,,,Microsoft,41000,Not Eligible,,
PLC013568,COL0377,STU019485,BCom (Banking & Insurance),2027,,,,,Not Placed,,
PLC013569,COL1790,STU089463,BSc Physics,2027,,,,,Not Placed,,
PLC013570,COL1282,STU063899,MCom,2027,Genpact,6.2,,,Placed,Operations Executive,Amravati
PLC013571,COL1983,STU099262,BSc,2027,Deloitte,5.6,,,Placed,Management Trainee,Pune
PLC013572,COL0009,STU000402,ME,2027,,,Max Healthcare,9000,Not Eligible,,
PLC013573,COL1916,STU095897,BE Computer Engineering,2027,Adobe,36.8,HDFC Life,24500,Placed,Product Analyst,Chennai
PLC013574,COL0939,STU047003,MSc,2027,,,Cipla,15500,Not Placed,,
PLC013575,COL0800,STU040015,MCom,2027,Wipro BPO,3.5,ICICI Bank,30000,Placed,Content Associate,Kolhapur
PLC013576,COL1563,STU078751,BE Electrical Engineering,2027,,,Godrej & Boyce,14500,Not Placed,,
PLC013577,COL1103,STU055368,MCom,2027,Hindustan Unilever,12.6,Wipro,23500,Placed,Supply Chain Analyst,Bengaluru
PLC013578,COL1342,STU067521,M.Arch,2027,CP Kukreja Architects,6.1,,,Placed,Site Architect,Aurangabad
PLC013579,COL1439,STU073144,MA,2027,Concentrix,3.4,,,Placed,Content Associate,Mumbai
PLC013580,COL1103,STU055356,MSc,2027,,,Bharat Forge,12000,Not Placed,,
PLC013581,COL1996,STU099789,BSc,2027,ICICI Bank,11.5,Tata Steel,15000,Placed,Management Trainee,Chennai
PLC013582,COL0400,STU020458,MMS,2027,Zensar Technologies,4.7,Accenture,25000,Placed,Associate Software Engineer,Pune
PLC013583,COL1599,STU080369,MCom,2027,,,,,Not Placed,,
PLC013584,COL1313,STU066187,MSc,2027,TCS,3.8,,,Placed,Associate Software Engineer,Chennai
PLC013585,COL0845,STU042525,MCom,2027,,,Axis Bank,23500,Not Placed,,
PLC013586,COL0757,STU037692,BCom,2027,Axis Bank,8.4,Kotak Mahindra Bank,24000,Placed,Business Analyst,Hyderabad
PLC013587,COL0979,STU048729,MA,2027,Asian Paints,9.4,Dr. Reddy's Laboratories,17000,Placed,Brand Associate,Bengaluru
PLC013588,COL0203,STU010771,MA,2027,,,,,Not Placed,,
PLC013589,COL0333,STU017445,MCom,2027,ITC Limited,6.4,,,Placed,Brand Associate,Bengaluru
PLC013590,COL0995,STU049762,MCom,2027,,,,,Not Placed,,
PLC013591,COL1445,STU073496,BCom,2027,,,Lupin,16500,Not Placed,,
PLC013592,COL1019,STU051186,MCom,2027,,,Larsen & Toubro,11000,Not Eligible,,
PLC013593,COL1884,STU093833,MCom,2027,,,Cipla,14000,Not Placed,,
PLC013594,COL1045,STU052344,BCom (Accounting & Finance),2027,ITC Limited,7.3,Glenmark Pharmaceuticals,17000,Placed,Brand Associate,Mumbai
PLC013595,COL1919,STU096046,MA,2027,,,Capgemini,14500,Not Placed,,
PLC013596,COL1184,STU059388,BCom,2027,Concentrix,3.9,,,Placed,Process Associate,Nashik
PLC013597,COL0559,STU028565,MS,2027,Tata Memorial Hospital,3.7,,,Placed,Staff Nurse,Aurangabad
PLC013598,COL0552,STU028284,MCom,2027,,,,,Not Placed,,
PLC013599,COL1952,STU097615,BE Electronics & Telecommunication,2027,Salesforce,27.4,,,Placed,Machine Learning Engineer,Hyderabad
PLC013600,COL0966,STU048196,MCom,2027,,,Glenmark Pharmaceuticals,16500,Not Placed,,
PLC013601,COL1012,STU050768,B.Ed,2027,,,,,Not Placed,,
PLC013602,COL1913,STU095828,MSc,2027,KPMG,7.1,ICICI Bank,19000,Placed,Business Analyst,Chennai
PLC013603,COL1523,STU077161,MA,2027,,,,,Not Placed,,
PLC013604,COL0166,STU008729,B.Pharm,2027,Lupin,6.4,Axis Bank,26500,Placed,R&D Associate,Nagpur
PLC013605,COL1154,STU057828,MA,2027,,,HDFC Life,17500,Not Eligible,,
PLC013606,COL0814,STU040784,MSc,2027,,,,,Not Placed,,
PLC013607,COL0087,STU004463,MCom,2027,,,,,Not Placed,,
PLC013608,COL0353,STU018351,BCom,2027,Asian Paints,5.5,Google,86000,Placed,Brand Associate,Pune
PLC013609,COL0805,STU040143,MCom,2027,,,Mphasis,15000,Not Placed,,
PLC013610,COL0802,STU040071,D.Ed,2027,Wipro BPO,4.5,EY,27000,Placed,Content Associate,Nagpur
PLC013611,COL1576,STU079284,BA,2027,,,Mahindra & Mahindra,19500,Not Placed,,
PLC013612,COL0987,STU049223,MBA,2027,,,Wipro BPO,6500,Not Placed,,
PLC013613,COL0600,STU030342,MCom,2027,Tech Mahindra,4.7,Amazon,73000,Placed,Associate Software Engineer,Noida
PLC013614,COL0167,STU008794,ME,2027,Mahindra & Mahindra,6.2,Infosys,12500,Placed,Graduate Engineer Trainee,Thane
PLC013615,COL1547,STU078314,M.Pharm,2027,EY,12.7,Accenture,18000,Placed,Financial Analyst,Hyderabad
PLC013616,COL0535,STU027335,MCom,2027,,,Walmart Global Tech,84000,Not Placed,,
PLC013617,COL1364,STU068932,MCom,2027,Concentrix,4.9,Intel,37500,Placed,Content Associate,Nagpur
PLC013618,COL1923,STU096362,Diploma in Electrical Engineering,2027,Zensar Technologies,7.2,Capgemini,21500,Placed,IT Analyst,Chennai
