complaint_id,college_id,category,priority,status,days_to_resolve,reported_date,resolved_date
CMP02754,COL1187,Internet,Low,Resolved,4,2021-11-23,2021-11-27
CMP02755,COL1584,Transport,Low,Resolved,7,2025-11-29,2025-12-06
CMP02756,COL0594,Hostel,Medium,Resolved,14,2025-07-30,2025-08-13
CMP02757,COL1809,Internet,Medium,Resolved,1,2024-03-09,2024-03-10
CMP02758,COL0754,Exam,Medium,Resolved,6,2021-10-29,2021-11-04
CMP02759,COL0745,Library,Medium,Resolved,4,2024-12-27,2024-12-31
CMP02760,COL1669,Exam,Medium,Resolved,10,2026-06-25,2026-07-05
CMP02761,COL0999,Library,Low,Resolved,9,2025-07-22,2025-07-31
CMP02762,COL0435,Infrastructure,Medium,Resolved,9,2021-07-03,2021-07-12
CMP02763,COL0307,Scholarship,High,Resolved,19,2023-11-15,2023-12-04
CMP02764,COL0111,Internet,Medium,Resolved,3,2022-10-31,2022-11-03
CMP02765,COL1655,Transport,Medium,Resolved,9,2025-02-27,2025-03-08
CMP02766,COL0686,Infrastructure,Medium,Resolved,12,2025-01-11,2025-01-23
CMP02767,COL1363,Transport,Low,Resolved,2,2023-09-12,2023-09-14
CMP02768,COL1302,Library,Low,Escalated,,2022-09-23,
CMP02769,COL1271,Scholarship,Low,Escalated,,2025-01-21,
CMP02770,COL1665,Library,Medium,Resolved,3,2022-08-24,2022-08-27
CMP02771,COL1238,Library,High,Resolved,2,2023-10-20,2023-10-22
CMP02772,COL1306,Internet,High,Resolved,3,2025-08-08,2025-08-11
CMP02773,COL1401,Faculty,Medium,Resolved,19,2026-06-12,2026-07-01
CMP02774,COL0759,Library,Low,Resolved,13,2023-11-27,2023-12-10
CMP02775,COL1572,Transport,Low,Resolved,10,2021-11-16,2021-11-26
CMP02776,COL0208,Library,Low,Resolved,7,2022-03-14,2022-03-21
CMP02777,COL0121,Hostel,Medium,Resolved,12,2025-11-05,2025-11-17
CMP02778,COL1958,Scholarship,Low,Resolved,16,2021-04-14,2021-04-30
CMP02779,COL1905,Exam,Medium,Resolved,3,2021-04-27,2021-04-30
CMP02780,COL1114,Infrastructure,Medium,Resolved,32,2023-04-28,2023-05-30
CMP02781,COL0680,Faculty,Medium,Resolved,18,2023-05-25,2023-06-12
CMP02782,COL1204,Faculty,Low,Resolved,23,2022-08-14,2022-09-06
CMP02783,COL1297,Exam,High,Resolved,6,2025-09-16,2025-09-22
CMP02784,COL0506,Faculty,Low,Resolved,38,2021-12-13,2022-01-20
CMP02785,COL0555,Scholarship,High,In Progress,,2022-08-16,
CMP02786,COL1759,Infrastructure,High,Resolved,15,2021-03-31,2021-04-15
CMP02787,COL0250,Library,Medium,Resolved,7,2022-03-31,2022-04-07
CMP02788,COL1139,Scholarship,High,Resolved,29,2023-10-26,2023-11-24
CMP02789,COL1613,Faculty,Low,In Progress,,2021-12-23,
CMP02790,COL1255,Infrastructure,High,Resolved,17,2023-12-05,2023-12-22
CMP02791,COL0667,Exam,Medium,Resolved,1,2026-01-25,2026-01-26
CMP02792,COL0078,Infrastructure,Low,Resolved,37,2026-04-24,2026-05-31
CMP02793,COL0423,Scholarship,High,Resolved,7,2026-04-17,2026-04-24
CMP02794,COL1347,Exam,High,Resolved,9,2023-10-27,2023-11-05
CMP02795,COL0299,Internet,Low,Resolved,7,2021-07-27,2021-08-03
CMP02796,COL0662,Faculty,Medium,Resolved,5,2024-06-02,2024-06-07
CMP02797,COL1516,Transport,Medium,Resolved,14,2022-03-27,2022-04-10
CMP02798,COL1452,Exam,Medium,Resolved,9,2024-07-17,2024-07-26
CMP02799,COL0998,Library,High,Resolved,4,2025-06-24,2025-06-28
CMP02800,COL1543,Scholarship,High,Resolved,36,2021-09-14,2021-10-20
CMP02801,COL0193,Internet,Medium,Resolved,3,2025-03-08,2025-03-11
CMP02802,COL0516,Hostel,Medium,Resolved,20,2023-10-24,2023-11-13
CMP02803,COL0075,Faculty,Medium,Resolved,13,2023-11-22,2023-12-05
CMP02804,COL1952,Library,Medium,Escalated,,2021-02-13,
CMP02805,COL1785,Exam,High,In Progress,,2026-05-04,
CMP02806,COL1783,Transport,High,Resolved,7,2023-09-25,2023-10-02
CMP02807,COL1523,Transport,Low,Resolved,14,2024-04-07,2024-04-21
CMP02808,COL1770,Scholarship,Medium,Resolved,38,2025-02-25,2025-04-04
CMP02809,COL0183,Internet,Medium,Pending,,2024-10-01,
CMP02810,COL1655,Transport,Low,Resolved,17,2026-03-27,2026-04-13
CMP02811,COL1582,Library,Low,Resolved,8,2021-02-01,2021-02-09
CMP02812,COL0888,Transport,High,Resolved,2,2026-02-12,2026-02-14
CMP02813,COL1862,Internet,Low,Resolved,3,2023-06-27,2023-06-30
CMP02814,COL1500,Transport,Low,Resolved,10,2023-04-04,2023-04-14
CMP02815,COL1495,Hostel,High,Resolved,6,2022-07-15,2022-07-21
CMP02816,COL0945,Internet,Low,Resolved,2,2021-01-16,2021-01-18
CMP02817,COL1859,Exam,High,Resolved,7,2024-11-12,2024-11-19
CMP02818,COL0339,Faculty,High,Resolved,7,2023-01-08,2023-01-15
CMP02819,COL0839,Transport,Medium,Resolved,11,2021-02-09,2021-02-20
CMP02820,COL0525,Faculty,Low,Resolved,23,2024-06-09,2024-07-02
CMP02821,COL1504,Library,Medium,Resolved,9,2024-06-05,2024-06-14
CMP02822,COL0325,Transport,Low,Resolved,15,2023-04-14,2023-04-29
CMP02823,COL1705,Scholarship,Medium,Resolved,58,2023-05-18,2023-07-15
CMP02824,COL1609,Library,Low,Resolved,10,2025-04-07,2025-04-17
CMP02825,COL0500,Library,Low,Resolved,11,2023-01-01,2023-01-12
CMP02826,COL0200,Hostel,High,Resolved,8,2021-06-29,2021-07-07
CMP02827,COL0066,Exam,Medium,Resolved,2,2022-12-25,2022-12-27
CMP02828,COL0169,Faculty,Medium,Resolved,7,2023-12-25,2024-01-01
CMP02829,COL0591,Scholarship,Medium,Resolved,48,2021-11-18,2022-01-05
CMP02830,COL1018,Internet,Medium,Resolved,7,2023-10-25,2023-11-01
CMP02831,COL0019,Faculty,Low,Resolved,36,2022-12-11,2023-01-16
CMP02832,COL1058,Internet,Low,Resolved,4,2021-04-01,2021-04-05
CMP02833,COL0489,Scholarship,High,Resolved,21,2022-01-22,2022-02-12
CMP02834,COL1404,Library,Medium,Resolved,4,2022-06-21,2022-06-25
CMP02835,COL0649,Scholarship,High,Resolved,13,2025-09-23,2025-10-06
CMP02836,COL0904,Hostel,Medium,Resolved,18,2022-02-08,2022-02-26
CMP02837,COL0886,Library,Low,Resolved,7,2025-05-11,2025-05-18
CMP02838,COL1170,Hostel,Medium,Pending,,2021-05-26,
CMP02839,COL1775,Library,Medium,Resolved,10,2021-01-11,2021-01-21
CMP02840,COL0343,Hostel,Medium,Resolved,13,2023-10-18,2023-10-31
CMP02841,COL0796,Transport,Medium,Resolved,5,2022-06-01,2022-06-06
CMP02842,COL1273,Exam,Medium,Resolved,8,2024-09-18,2024-09-26
CMP02843,COL0181,Library,Medium,Resolved,6,2024-06-04,2024-06-10
CMP02844,COL1198,Exam,Medium,Resolved,13,2022-05-09,2022-05-22
CMP02845,COL0014,Internet,Medium,Pending,,2025-02-02,
CMP02846,COL0180,Infrastructure,Medium,Escalated,,2026-06-13,
CMP02847,COL0164,Internet,Medium,Resolved,3,2026-04-07,2026-04-10
CMP02848,COL1302,Library,High,Resolved,5,2021-09-24,2021-09-29
CMP02849,COL1375,Infrastructure,Medium,Resolved,11,2022-03-28,2022-04-08
CMP02850,COL0099,Infrastructure,Low,Resolved,26,2024-06-19,2024-07-15
CMP02851,COL0268,Library,Low,Resolved,11,2024-04-08,2024-04-19
CMP02852,COL0985,Library,High,In Progress,,2022-11-24,
CMP02853,COL1786,Scholarship,High,Resolved,27,2022-04-07,2022-05-04
CMP02854,COL1616,Scholarship,Medium,Resolved,18,2025-02-18,2025-03-08
CMP02855,COL1233,Transport,Medium,Resolved,8,2026-05-22,2026-05-30
CMP02856,COL0814,Internet,Medium,Resolved,1,2026-07-05,2026-07-06
CMP02857,COL0784,Internet,High,Resolved,1,2022-09-10,2022-09-11
CMP02858,COL0452,Scholarship,High,Resolved,35,2022-05-29,2022-07-03
CMP02859,COL0284,Faculty,Low,Resolved,32,2022-05-01,2022-06-02
CMP02860,COL0873,Library,Low,Resolved,13,2024-03-27,2024-04-09
CMP02861,COL1852,Scholarship,Medium,Resolved,39,2024-07-05,2024-08-13
CMP02862,COL1549,Faculty,Medium,Resolved,30,2021-07-02,2021-08-01
CMP02863,COL0487,Exam,Medium,Resolved,12,2021-03-28,2021-04-09
CMP02864,COL0649,Library,Medium,Resolved,3,2026-07-16,2026-07-19
CMP02865,COL1848,Exam,Low,Resolved,4,2022-06-24,2022-06-28
CMP02866,COL0221,Hostel,High,Resolved,8,2021-02-17,2021-02-25
CMP02867,COL0818,Library,Low,Resolved,9,2021-04-06,2021-04-15
CMP02868,COL1455,Transport,High,Resolved,1,2024-09-11,2024-09-12
CMP02869,COL0603,Library,Low,Resolved,3,2021-02-02,2021-02-05
CMP02870,COL1131,Scholarship,Low,Resolved,58,2026-04-04,2026-06-01
CMP02871,COL1162,Scholarship,Low,Resolved,44,2026-01-02,2026-02-15
CMP02872,COL1427,Scholarship,Low,Resolved,41,2021-04-12,2021-05-23
CMP02873,COL1379,Internet,Low,Resolved,3,2025-09-14,2025-09-17
CMP02874,COL1154,Internet,Low,Resolved,4,2025-03-17,2025-03-21
CMP02875,COL0793,Library,Low,Resolved,13,2026-06-18,2026-07-01
CMP02876,COL1081,Transport,Medium,Resolved,4,2021-06-22,2021-06-26
CMP02877,COL0331,Exam,Medium,Resolved,5,2021-04-21,2021-04-26
CMP02878,COL0067,Internet,Low,Escalated,,2025-01-19,
CMP02879,COL1660,Scholarship,Medium,Escalated,,2025-03-22,
CMP02880,COL1773,Internet,Medium,Resolved,6,2025-02-15,2025-02-21
CMP02881,COL1714,Infrastructure,High,Resolved,22,2024-04-02,2024-04-24
CMP02882,COL1501,Infrastructure,Low,In Progress,,2026-07-05,
CMP02883,COL1081,Infrastructure,Low,Resolved,7,2025-12-04,2025-12-11
CMP02884,COL1184,Faculty,Medium,Resolved,22,2023-10-07,2023-10-29
CMP02885,COL1028,Exam,Medium,Resolved,14,2023-07-01,2023-07-15
CMP02886,COL1504,Hostel,High,Resolved,2,2025-01-22,2025-01-24
CMP02887,COL0246,Library,Low,Resolved,6,2023-08-20,2023-08-26
CMP02888,COL0965,Exam,Medium,Resolved,11,2021-01-03,2021-01-14
CMP02889,COL1311,Transport,Low,Escalated,,2022-04-05,
CMP02890,COL1371,Infrastructure,Medium,Pending,,2022-03-18,
CMP02891,COL0480,Scholarship,Medium,Resolved,8,2022-08-19,2022-08-27
CMP02892,COL0853,Transport,Low,In Progress,,2025-07-06,
CMP02893,COL1764,Library,Medium,Resolved,8,2026-04-01,2026-04-09
CMP02894,COL0994,Infrastructure,Medium,In Progress,,2024-02-18,
CMP02895,COL1888,Transport,Low,Resolved,12,2021-08-27,2021-09-08
CMP02896,COL1170,Internet,Medium,Resolved,4,2023-07-31,2023-08-04
CMP02897,COL1730,Exam,High,Resolved,6,2025-07-07,2025-07-13
CMP02898,COL0630,Internet,Medium,Resolved,4,2023-11-20,2023-11-24
CMP02899,COL0969,Infrastructure,Low,Resolved,27,2024-08-15,2024-09-11
CMP02900,COL0224,Internet,Medium,Resolved,2,2021-05-15,2021-05-17
CMP02901,COL0198,Library,Low,Resolved,13,2023-03-03,2023-03-16
CMP02902,COL0265,Faculty,High,Resolved,3,2024-03-30,2024-04-02
CMP02903,COL0714,Exam,High,Pending,,2023-07-31,
CMP02904,COL0503,Scholarship,High,Resolved,22,2021-03-12,2021-04-03
CMP02905,COL0862,Hostel,Medium,In Progress,,2024-02-20,
CMP02906,COL1317,Library,Medium,Resolved,10,2024-07-23,2024-08-02
CMP02907,COL0501,Hostel,High,Resolved,9,2026-02-08,2026-02-17
CMP02908,COL1069,Hostel,High,Resolved,7,2021-06-01,2021-06-08
CMP02909,COL0228,Scholarship,High,Resolved,16,2023-02-04,2023-02-20
CMP02910,COL0298,Internet,Low,In Progress,,2023-12-22,
CMP02911,COL1818,Infrastructure,Low,Resolved,33,2022-07-24,2022-08-26
CMP02912,COL0004,Transport,Medium,In Progress,,2023-01-09,
CMP02913,COL1370,Transport,Low,In Progress,,2026-02-11,
CMP02914,COL1101,Scholarship,Low,Resolved,21,2025-11-15,2025-12-06
CMP02915,COL0800,Internet,Low,Escalated,,2024-01-08,
CMP02916,COL1064,Faculty,Low,Resolved,22,2026-05-22,2026-06-13
CMP02917,COL0688,Infrastructure,Low,Resolved,12,2026-04-01,2026-04-13
CMP02918,COL0943,Infrastructure,Low,Escalated,,2023-04-29,
CMP02919,COL1546,Internet,High,Resolved,3,2025-09-07,2025-09-10
CMP02920,COL0323,Internet,Medium,Resolved,6,2023-10-26,2023-11-01
CMP02921,COL0216,Infrastructure,Low,Resolved,38,2025-02-26,2025-04-05
CMP02922,COL1185,Transport,High,Resolved,2,2024-01-30,2024-02-01
CMP02923,COL0874,Library,Medium,Resolved,1,2025-04-02,2025-04-03
CMP02924,COL1308,Transport,Medium,Resolved,3,2021-10-09,2021-10-12
CMP02925,COL1268,Exam,High,Resolved,8,2024-04-16,2024-04-24
CMP02926,COL1901,Scholarship,Medium,Resolved,7,2024-11-23,2024-11-30
CMP02927,COL0882,Exam,Medium,Resolved,14,2024-09-22,2024-10-06
CMP02928,COL0758,Infrastructure,High,Resolved,9,2025-08-28,2025-09-06
CMP02929,COL1624,Transport,High,Resolved,4,2022-05-29,2022-06-02
CMP02930,COL0504,Library,High,Resolved,6,2022-12-28,2023-01-03
CMP02931,COL0057,Hostel,Low,Resolved,26,2024-01-11,2024-02-06
CMP02932,COL0794,Library,Medium,Escalated,,2025-11-17,
CMP02933,COL0977,Scholarship,High,Resolved,33,2023-06-13,2023-07-16
CMP02934,COL0810,Transport,Medium,Resolved,12,2024-12-09,2024-12-21
CMP02935,COL1770,Scholarship,Medium,Resolved,27,2021-05-13,2021-06-09
CMP02936,COL0478,Transport,Medium,Pending,,2024-01-19,
CMP02937,COL1961,Scholarship,High,Resolved,13,2023-12-16,2023-12-29
CMP02938,COL1703,Transport,Medium,Escalated,,2022-03-15,
CMP02939,COL0818,Internet,Low,Resolved,4,2025-01-07,2025-01-11
CMP02940,COL1481,Infrastructure,High,Pending,,2025-05-19,
CMP02941,COL0431,Faculty,Low,Resolved,9,2023-04-16,2023-04-25
CMP02942,COL0013,Infrastructure,Medium,Resolved,25,2023-12-02,2023-12-27
CMP02943,COL0841,Exam,High,Resolved,8,2024-11-22,2024-11-30
CMP02944,COL0836,Internet,Medium,Resolved,6,2026-05-11,2026-05-17
CMP02945,COL0027,Infrastructure,Medium,Resolved,28,2021-01-08,2021-02-05
CMP02946,COL1915,Internet,Medium,Escalated,,2023-07-18,
CMP02947,COL0907,Library,Low,Resolved,6,2023-03-11,2023-03-17
CMP02948,COL1908,Internet,High,Resolved,1,2025-02-03,2025-02-04
CMP02949,COL1468,Library,Medium,Resolved,10,2021-12-20,2021-12-30
CMP02950,COL1822,Hostel,Medium,Resolved,3,2025-09-03,2025-09-06
CMP02951,COL0967,Faculty,Low,Resolved,11,2026-03-05,2026-03-16
CMP02952,COL0120,Library,High,Resolved,1,2026-01-24,2026-01-25
CMP02953,COL1578,Internet,Medium,Resolved,2,2023-11-03,2023-11-05
CMP02954,COL0887,Infrastructure,Low,Resolved,29,2021-10-09,2021-11-07
CMP02955,COL0782,Faculty,High,Resolved,3,2023-11-22,2023-11-25
CMP02956,COL1675,Faculty,Medium,Resolved,3,2025-03-24,2025-03-27
CMP02957,COL1835,Infrastructure,Low,Resolved,36,2024-07-25,2024-08-30
CMP02958,COL0902,Infrastructure,Medium,Resolved,27,2021-11-18,2021-12-15
CMP02959,COL1625,Infrastructure,High,Resolved,25,2024-06-13,2024-07-08
CMP02960,COL0796,Internet,Low,Resolved,2,2023-12-01,2023-12-03
CMP02961,COL0065,Library,Low,Resolved,3,2022-01-08,2022-01-11
CMP02962,COL1679,Internet,Low,Resolved,4,2025-08-07,2025-08-11
CMP02963,COL1130,Internet,Medium,Resolved,5,2023-01-24,2023-01-29
CMP02964,COL0164,Exam,Low,Resolved,18,2022-12-03,2022-12-21
CMP02965,COL1858,Internet,High,In Progress,,2025-11-03,
CMP02966,COL1325,Exam,High,Resolved,1,2022-04-26,2022-04-27
CMP02967,COL1461,Internet,Medium,Resolved,2,2025-01-24,2025-01-26
CMP02968,COL1298,Infrastructure,Low,Resolved,12,2023-08-12,2023-08-24
CMP02969,COL1292,Infrastructure,Low,Pending,,2024-11-10,
CMP02970,COL1782,Faculty,Medium,Resolved,13,2021-06-07,2021-06-20
CMP02971,COL0454,Transport,Low,Resolved,9,2022-01-09,2022-01-18
CMP02972,COL0552,Scholarship,High,Resolved,21,2026-05-24,2026-06-14
CMP02973,COL0809,Transport,Low,Resolved,18,2025-06-19,2025-07-07
CMP02974,COL0808,Scholarship,High,Resolved,18,2021-02-16,2021-03-06
CMP02975,COL0122,Scholarship,High,In Progress,,2022-01-24,
CMP02976,COL0261,Exam,High,Resolved,6,2021-03-05,2021-03-11
CMP02977,COL1372,Infrastructure,High,Resolved,9,2026-03-31,2026-04-09
CMP02978,COL1958,Hostel,Medium,Resolved,11,2022-08-19,2022-08-30
CMP02979,COL1260,Infrastructure,Medium,Resolved,10,2022-02-20,2022-03-02
CMP02980,COL1292,Library,Medium,Resolved,1,2023-05-01,2023-05-02
CMP02981,COL1266,Transport,Medium,Resolved,7,2025-11-18,2025-11-25
CMP02982,COL0548,Infrastructure,Low,Resolved,14,2023-05-01,2023-05-15
CMP02983,COL0667,Hostel,Low,Escalated,,2025-12-09,
CMP02984,COL0048,Infrastructure,High,Resolved,27,2022-11-24,2022-12-21
CMP02985,COL0149,Infrastructure,Medium,Pending,,2024-05-31,
CMP02986,COL1439,Infrastructure,Low,Pending,,2025-08-15,
CMP02987,COL0819,Infrastructure,Low,Resolved,20,2022-04-26,2022-05-16
CMP02988,COL1445,Transport,Medium,Resolved,10,2023-03-27,2023-04-06
CMP02989,COL1154,Library,Medium,Resolved,3,2021-10-23,2021-10-26
CMP02990,COL0577,Library,Medium,Resolved,8,2021-09-25,2021-10-03
CMP02991,COL0513,Library,Low,Resolved,12,2024-07-03,2024-07-15
CMP02992,COL0477,Infrastructure,Low,Resolved,49,2024-10-20,2024-12-08
CMP02993,COL1627,Faculty,High,Resolved,17,2024-03-30,2024-04-16
CMP02994,COL0154,Library,Low,Resolved,13,2025-05-31,2025-06-13
CMP02995,COL0719,Infrastructure,Medium,Pending,,2022-07-07,
CMP02996,COL1393,Internet,Low,Resolved,8,2021-04-16,2021-04-24
CMP02997,COL1744,Exam,Low,Resolved,2,2021-04-15,2021-04-17
CMP02998,COL1000,Scholarship,High,Resolved,19,2023-03-22,2023-04-10
CMP02999,COL1126,Infrastructure,Medium,Resolved,12,2023-03-05,2023-03-17
CMP03000,COL0981,Transport,High,Pending,,2022-04-07,
CMP03001,COL1707,Exam,High,Resolved,5,2023-01-25,2023-01-30
CMP03002,COL0775,Exam,Medium,Resolved,5,2022-11-26,2022-12-01
CMP03003,COL1223,Hostel,Low,Resolved,6,2025-11-14,2025-11-20
CMP03004,COL0787,Hostel,Medium,Resolved,13,2022-03-12,2022-03-25
CMP03005,COL0035,Library,Medium,Resolved,4,2024-06-05,2024-06-09
CMP03006,COL0613,Library,High,Resolved,4,2021-08-22,2021-08-26
CMP03007,COL0311,Infrastructure,Medium,Resolved,20,2024-06-15,2024-07-05
CMP03008,COL1509,Infrastructure,Medium,Resolved,23,2021-12-28,2022-01-20
CMP03009,COL1466,Hostel,Low,Resolved,20,2022-02-10,2022-03-02
CMP03010,COL1720,Library,Low,Pending,,2023-06-05,
CMP03011,COL1896,Library,Low,Resolved,10,2025-01-21,2025-01-31
CMP03012,COL0402,Exam,Medium,Resolved,1,2025-01-14,2025-01-15
CMP03013,COL0157,Internet,Medium,Resolved,2,2025-08-30,2025-09-01
CMP03014,COL1384,Scholarship,Medium,Resolved,39,2026-05-25,2026-07-03
CMP03015,COL1705,Exam,High,Resolved,2,2022-04-11,2022-04-13
CMP03016,COL1701,Scholarship,Low,Resolved,41,2025-12-26,2026-02-05
CMP03017,COL1795,Transport,Medium,Resolved,11,2024-08-22,2024-09-02
CMP03018,COL1416,Exam,Medium,In Progress,,2026-03-05,
CMP03019,COL1249,Exam,Medium,In Progress,,2025-11-08,
CMP03020,COL1423,Faculty,Medium,Resolved,6,2021-08-20,2021-08-26
CMP03021,COL1163,Transport,Medium,Resolved,1,2022-08-03,2022-08-04
CMP03022,COL1362,Infrastructure,Medium,Resolved,5,2025-04-16,2025-04-21
CMP03023,COL1633,Transport,High,In Progress,,2024-02-10,
CMP03024,COL1496,Exam,Medium,Resolved,14,2022-08-12,2022-08-26
CMP03025,COL0091,Faculty,Medium,Resolved,22,2022-03-15,2022-04-06
CMP03026,COL1545,Scholarship,Low,Resolved,38,2024-05-09,2024-06-16
CMP03027,COL1704,Scholarship,High,Resolved,31,2024-07-20,2024-08-20
CMP03028,COL0192,Transport,High,In Progress,,2026-01-21,
CMP03029,COL0400,Faculty,Medium,Resolved,5,2024-12-10,2024-12-15
CMP03030,COL0475,Transport,Medium,Resolved,12,2025-10-18,2025-10-30
CMP03031,COL0539,Hostel,High,Escalated,,2024-07-04,
CMP03032,COL0144,Transport,Medium,Resolved,13,2022-05-24,2022-06-06
CMP03033,COL1917,Faculty,Medium,Resolved,10,2022-05-18,2022-05-28
CMP03034,COL0762,Infrastructure,Low,Resolved,31,2022-03-16,2022-04-16
CMP03035,COL1843,Exam,High,In Progress,,2023-06-21,
CMP03036,COL0559,Faculty,Medium,Resolved,3,2021-12-16,2021-12-19
CMP03037,COL1784,Faculty,Low,Resolved,32,2025-08-01,2025-09-02
CMP03038,COL0344,Transport,Medium,Resolved,6,2026-05-29,2026-06-04
CMP03039,COL1801,Internet,Low,Resolved,7,2021-05-28,2021-06-04
CMP03040,COL0059,Internet,Medium,Resolved,3,2022-03-14,2022-03-17
CMP03041,COL0640,Transport,High,Resolved,4,2025-08-22,2025-08-26
CMP03042,COL1720,Transport,Low,Resolved,3,2022-10-24,2022-10-27
CMP03043,COL0888,Scholarship,High,Resolved,16,2022-03-30,2022-04-15
CMP03044,COL1248,Faculty,Low,Pending,,2026-06-28,
CMP03045,COL0032,Hostel,Low,Resolved,23,2026-03-25,2026-04-17
CMP03046,COL0364,Faculty,Medium,Resolved,20,2024-05-11,2024-05-31
CMP03047,COL1848,Infrastructure,Medium,Resolved,38,2022-01-15,2022-02-22
CMP03048,COL1127,Exam,High,Escalated,,2021-11-03,
CMP03049,COL0442,Infrastructure,High,Resolved,16,2023-07-18,2023-08-03
CMP03050,COL0205,Internet,High,Resolved,3,2023-11-07,2023-11-10
CMP03051,COL0887,Library,Medium,Resolved,8,2025-12-06,2025-12-14
CMP03052,COL0797,Internet,Medium,Resolved,4,2023-04-28,2023-05-02
CMP03053,COL0236,Internet,Low,Resolved,4,2021-10-11,2021-10-15
CMP03054,COL0299,Internet,Low,Resolved,6,2022-04-17,2022-04-23
CMP03055,COL0555,Transport,Medium,In Progress,,2026-03-18,
CMP03056,COL0008,Transport,High,Resolved,5,2023-12-28,2024-01-02
CMP03057,COL1025,Library,Medium,Resolved,6,2026-05-10,2026-05-16
CMP03058,COL0467,Exam,Low,In Progress,,2022-07-26,
CMP03059,COL0681,Exam,High,Resolved,2,2026-02-06,2026-02-08
CMP03060,COL1377,Hostel,High,Resolved,8,2024-01-06,2024-01-14
CMP03061,COL1950,Transport,Medium,Pending,,2022-12-08,
CMP03062,COL0159,Transport,High,Resolved,3,2023-01-30,2023-02-02
CMP03063,COL0324,Scholarship,High,In Progress,,2024-12-11,
CMP03064,COL1620,Exam,Low,Resolved,18,2022-12-05,2022-12-23
CMP03065,COL1228,Transport,Low,Resolved,16,2024-08-19,2024-09-04
CMP03066,COL0333,Transport,Low,Resolved,8,2022-03-09,2022-03-17
CMP03067,COL0649,Exam,High,Resolved,5,2024-02-07,2024-02-12
CMP03068,COL1638,Exam,Medium,Pending,,2025-03-23,
CMP03069,COL1715,Faculty,Medium,Resolved,17,2024-11-04,2024-11-21
CMP03070,COL1345,Internet,High,Pending,,2025-05-30,
CMP03071,COL1862,Internet,Medium,Resolved,5,2024-02-16,2024-02-21
CMP03072,COL1479,Infrastructure,Low,Resolved,30,2023-06-02,2023-07-02
CMP03073,COL1036,Exam,Medium,Resolved,13,2024-02-27,2024-03-11
CMP03074,COL1015,Infrastructure,High,Resolved,17,2022-08-12,2022-08-29
CMP03075,COL1977,Internet,Low,Resolved,7,2023-07-26,2023-08-02
CMP03076,COL1788,Exam,High,Resolved,2,2024-02-22,2024-02-24
CMP03077,COL1055,Infrastructure,Medium,Resolved,19,2023-12-01,2023-12-20
CMP03078,COL1533,Library,Medium,Resolved,6,2023-07-30,2023-08-05
CMP03079,COL0995,Scholarship,Low,Resolved,61,2023-05-20,2023-07-20
CMP03080,COL0440,Scholarship,High,Pending,,2024-05-17,
CMP03081,COL0868,Library,Low,Resolved,12,2021-07-05,2021-07-17
CMP03082,COL1662,Hostel,High,In Progress,,2021-03-01,
CMP03083,COL0915,Infrastructure,High,Resolved,11,2023-03-18,2023-03-29
CMP03084,COL0618,Faculty,High,Resolved,11,2025-05-08,2025-05-19
CMP03085,COL0307,Transport,Medium,Resolved,6,2026-06-15,2026-06-21
CMP03086,COL0312,Infrastructure,High,Resolved,7,2024-03-09,2024-03-16
CMP03087,COL0917,Internet,High,Resolved,3,2024-05-05,2024-05-08
CMP03088,COL1670,Infrastructure,High,Resolved,15,2021-07-17,2021-08-01
CMP03089,COL1511,Exam,Medium,Resolved,6,2025-01-27,2025-02-02
CMP03090,COL0142,Transport,Low,Resolved,7,2021-12-16,2021-12-23
CMP03091,COL1702,Transport,Low,Resolved,5,2024-07-10,2024-07-15
CMP03092,COL0075,Hostel,High,Resolved,3,2022-12-31,2023-01-03
CMP03093,COL0032,Faculty,High,Resolved,18,2025-11-06,2025-11-24
CMP03094,COL0698,Scholarship,Medium,Resolved,32,2024-01-29,2024-03-01
CMP03095,COL0117,Infrastructure,Low,In Progress,,2022-10-29,
CMP03096,COL1805,Faculty,Medium,Resolved,6,2026-02-10,2026-02-16
CMP03097,COL1546,Internet,Medium,Resolved,7,2023-02-21,2023-02-28
CMP03098,COL0709,Faculty,Medium,In Progress,,2022-03-26,
CMP03099,COL1382,Library,Medium,Resolved,6,2024-05-29,2024-06-04
CMP03100,COL1634,Faculty,High,In Progress,,2024-10-17,
CMP03101,COL0964,Infrastructure,Low,Resolved,15,2022-07-09,2022-07-24
CMP03102,COL1346,Transport,Medium,Resolved,1,2024-02-22,2024-02-23
CMP03103,COL1981,Internet,Medium,Escalated,,2022-08-13,
CMP03104,COL1754,Exam,Medium,Resolved,9,2021-10-18,2021-10-27
CMP03105,COL0773,Internet,Low,Escalated,,2025-04-15,
CMP03106,COL0739,Faculty,Medium,Resolved,23,2025-05-19,2025-06-11
CMP03107,COL0343,Infrastructure,High,In Progress,,2025-11-20,
CMP03108,COL1591,Faculty,Low,Escalated,,2025-07-01,
CMP03109,COL0620,Faculty,Low,Resolved,11,2022-01-14,2022-01-25
CMP03110,COL1032,Transport,Medium,Resolved,13,2024-01-13,2024-01-26
CMP03111,COL0769,Exam,High,Resolved,6,2024-07-04,2024-07-10
CMP03112,COL0343,Scholarship,Low,Resolved,57,2025-07-11,2025-09-06
CMP03113,COL1915,Infrastructure,Low,Resolved,12,2021-06-07,2021-06-19
CMP03114,COL0780,Exam,High,Resolved,2,2023-02-11,2023-02-13
