exam_id,student_id,semester,subject,marks,grade,result,exam_year,attempt
EXM021630,STU018156,1,Psychology,46,C,Pass,2026,1
EXM021631,STU073712,1,Computer Science,75,A,Pass,2026,1
EXM021632,STU070816,1,Engineering Physics,54,B,Pass,2026,1
EXM021633,STU060060,2,Botany,83,A+,Pass,2026,2
EXM021634,STU081997,1,Psychology,49,C,Pass,2026,1
EXM021635,STU088743,2,Database Management Systems,67,B+,Pass,2025,1
EXM021636,STU007751,3,Physics,76,A,Pass,2026,1
EXM021637,STU070616,3,Computer Science,62,B+,Pass,2026,1
EXM021638,STU017447,2,History,47,C,Pass,2026,1
EXM021639,STU086874,1,Marathi Literature,72,A,Pass,2026,1
EXM021640,STU091126,1,Organizational Behaviour,75,A,Pass,2025,1
EXM021641,STU073009,1,English Literature,25,F,Fail,2026,3
EXM021642,STU033830,3,Mathematics,56,B,Pass,2026,1
EXM021643,STU054509,1,Physics,53,B,Pass,2026,1
EXM021644,STU074439,2,Marathi Literature,13,F,Fail,2026,1
EXM021645,STU021439,1,Physics,39,F,Fail,2025,2
EXM021646,STU069082,3,Psychology,46,C,Pass,2026,1
EXM021647,STU027042,4,Design of Machine Elements,62,B+,Pass,2026,1
EXM021648,STU024864,1,Environmental Science,19,F,Fail,2026,1
EXM021649,STU052083,4,Basic Electrical Engineering,64,B+,Pass,2026,1
EXM021650,STU067426,1,Fluid Mechanics,73,A,Pass,2026,2
EXM021651,STU012198,2,Economics,31,F,Fail,2026,1
EXM021652,STU044604,1,Design of Machine Elements,85,A+,Pass,2025,3
EXM021653,STU042024,3,English Literature,71,A,Pass,2026,1
EXM021654,STU069388,1,Psychology,65,B+,Pass,2025,1
EXM021655,STU015393,1,Political Science,62,B+,Pass,2026,1
EXM021656,STU096504,1,Environmental Science,69,B+,Pass,2026,1
EXM021657,STU064863,1,Data Structures,60,B+,Pass,2025,1
EXM021658,STU001416,2,Economics,70,A,Pass,2026,1
EXM021659,STU097480,8,Object Oriented Programming,23,F,Fail,2026,2
EXM021660,STU091789,1,Electrical Circuits,65,B+,Pass,2026,1
EXM021661,STU099115,4,Computer Science,43,D,Pass,2025,2
EXM021662,STU000341,1,Structural Analysis,89,A+,Pass,2025,1
EXM021663,STU002430,1,Biotechnology,44,D,Pass,2026,1
EXM021664,STU021834,1,Theory of Computation,68,B+,Pass,2025,1
EXM021665,STU090447,2,Structural Analysis,45,C,Pass,2026,1
EXM021666,STU081343,3,Business Law,30,F,Fail,2026,1
EXM021667,STU036470,1,Sociology,44,D,Pass,2026,1
EXM021668,STU085019,3,Business Economics,58,B,Pass,2025,1
EXM021669,STU019891,3,Software Engineering,69,B+,Pass,2026,1
EXM021670,STU085565,1,History,73,A,Pass,2025,1
EXM021671,STU051118,2,English Literature,51,B,Pass,2025,1
EXM021672,STU050006,2,Electrical Circuits,82,A+,Pass,2025,2
EXM021673,STU088988,1,Marathi Literature,37,F,Fail,2026,2
EXM021674,STU080247,2,Computer Science,100,O,Pass,2026,1
EXM021675,STU060279,2,Pharmaceutics,52,B,Pass,2026,1
EXM021676,STU010329,1,Digital Electronics,64,B+,Pass,2026,2
EXM021677,STU054779,4,Mathematics,90,O,Pass,2026,1
EXM021678,STU099477,1,Biotechnology,57,B,Pass,2026,1
EXM021679,STU046155,2,Financial Accounting,59,B,Pass,2025,1
EXM021680,STU028454,1,Environmental Science,66,B+,Pass,2025,2
EXM021681,STU054181,2,Political Science,41,D,Pass,2025,1
EXM021682,STU082432,4,Computer Networks,60,B+,Pass,2025,1
EXM021683,STU063914,1,Economics,68,B+,Pass,2026,1
EXM021684,STU009344,4,Pathology,60,B+,Pass,2025,1
EXM021685,STU062208,1,Auditing,92,O,Pass,2026,1
EXM021686,STU062003,1,Marathi Literature,52,B,Pass,2025,1
EXM021687,STU096328,1,Database Management Systems,74,A,Pass,2024,1
EXM021688,STU021785,1,Design of Machine Elements,68,B+,Pass,2026,1
EXM021689,STU032993,5,Design of Machine Elements,28,F,Fail,2026,1
EXM021690,STU011872,1,Income Tax Law,85,A+,Pass,2026,2
EXM021691,STU005947,1,Engineering Drawing,71,A,Pass,2026,1
EXM021692,STU051550,1,Sociology,63,B+,Pass,2026,1
EXM021693,STU011924,3,History,57,B,Pass,2026,1
EXM021694,STU006980,4,Biotechnology,76,A,Pass,2026,1
EXM021695,STU035688,1,Building Construction,70,A,Pass,2026,1
EXM021696,STU028768,1,Psychology,54,B,Pass,2026,1
EXM021697,STU086075,1,Theory of Computation,25,F,Fail,2026,1
EXM021698,STU011386,1,Agricultural Economics,44,D,Pass,2025,1
EXM021699,STU021239,2,Object Oriented Programming,100,O,Pass,2024,1
EXM021700,STU023482,1,Basic Electrical Engineering,76,A,Pass,2026,1
EXM021701,STU055370,3,Political Science,64,B+,Pass,2026,1
EXM021702,STU030377,2,Obstetric Nursing,71,A,Pass,2026,1
EXM021703,STU042183,1,Business Law,85,A+,Pass,2026,1
EXM021704,STU002534,1,Economics,30,F,Fail,2026,2
EXM021705,STU097116,5,Database Management Systems,20,F,Fail,2026,1
EXM021706,STU081592,2,Operating Systems,79,A,Pass,2025,1
EXM021707,STU025085,2,English Literature,47,C,Pass,2025,3
EXM021708,STU099085,1,Computer Science,12,F,Fail,2026,3
EXM021709,STU053868,2,Chemistry,54,B,Pass,2024,1
EXM021710,STU006738,3,Engineering Drawing,30,F,Fail,2026,2
EXM021711,STU082772,1,Business Law,44,D,Pass,2025,1
EXM021712,STU010721,2,Operating Systems,93,O,Pass,2025,1
EXM021713,STU041335,2,Pharmacognosy,47,C,Pass,2026,1
EXM021714,STU035023,1,Control Systems,64,B+,Pass,2025,1
EXM021715,STU065756,1,Cost Accounting,71,A,Pass,2025,1
EXM021716,STU089169,3,Microprocessors,75,A,Pass,2025,1
EXM021717,STU020608,2,Plant Pathology,37,F,Fail,2025,1
EXM021718,STU050211,1,Biotechnology,69,B+,Pass,2026,1
EXM021719,STU003154,1,English Literature,68,B+,Pass,2026,1
EXM021720,STU059087,2,History,56,B,Pass,2025,3
EXM021721,STU004006,1,Political Science,56,B,Pass,2025,1
EXM021722,STU071859,2,Engineering Chemistry,52,B,Pass,2025,1
EXM021723,STU042824,4,Theory of Computation,69,B+,Pass,2025,1
EXM021724,STU078099,2,Economics,84,A+,Pass,2026,1
EXM021725,STU085549,1,Business Economics,65,B+,Pass,2026,1
EXM021726,STU042051,1,Auditing,53,B,Pass,2026,1
EXM021727,STU090084,1,Design of Machine Elements,32,F,Fail,2025,1
EXM021728,STU026308,1,Business Statistics,56,B,Pass,2026,1
EXM021729,STU094815,1,Cost Accounting,63,B+,Pass,2026,1
EXM021730,STU052694,3,Pediatrics,74,A,Pass,2026,1
EXM021731,STU000127,1,Economics,76,A,Pass,2026,1
EXM021732,STU031807,5,Biotechnology,47,C,Pass,2026,1
EXM021733,STU055712,1,Environmental Science,61,B+,Pass,2026,3
EXM021734,STU064301,2,Financial Accounting,30,F,Fail,2026,2
EXM021735,STU072186,1,Electrical Circuits,60,B+,Pass,2026,1
EXM021736,STU096378,1,Pharmacognosy,63,B+,Pass,2025,1
EXM021737,STU060095,2,History,73,A,Pass,2026,1
EXM021738,STU019224,1,Strength of Materials,75,A,Pass,2026,1
EXM021739,STU005843,2,Microprocessors,69,B+,Pass,2026,1
EXM021740,STU076453,4,Surveying,79,A,Pass,2025,1
EXM021741,STU026565,3,Computer Science,84,A+,Pass,2026,1
EXM021742,STU058794,2,Chemistry,45,C,Pass,2026,1
EXM021743,STU016297,1,Computer Networks,40,D,Pass,2026,1
EXM021744,STU082737,2,Psychology,54,B,Pass,2026,2
EXM021745,STU045066,2,Financial Accounting,25,F,Fail,2025,2
EXM021746,STU081711,1,Environmental Science,22,F,Fail,2026,1
EXM021747,STU029153,2,Organizational Behaviour,97,O,Pass,2025,1
EXM021748,STU062588,3,Financial Accounting,65,B+,Pass,2026,1
EXM021749,STU012899,2,Business Economics,28,F,Fail,2026,1
EXM021750,STU034373,2,Political Science,40,D,Pass,2024,1
EXM021751,STU062974,1,Political Science,38,F,Fail,2026,1
EXM021752,STU095565,1,Physics,67,B+,Pass,2026,1
EXM021753,STU060381,1,Marathi Literature,57,B,Pass,2026,2
EXM021754,STU030936,2,Structural Analysis,58,B,Pass,2026,1
EXM021755,STU072553,2,Income Tax Law,46,C,Pass,2026,1
EXM021756,STU099351,2,Business Statistics,55,B,Pass,2026,1
EXM021757,STU004509,1,Sociology,70,A,Pass,2026,1
EXM021758,STU078089,3,Cost Accounting,58,B,Pass,2026,1
EXM021759,STU069220,2,Environmental Science,76,A,Pass,2024,1
EXM021760,STU063361,2,Electrical Circuits,39,F,Fail,2026,1
EXM021761,STU051376,4,Political Science,64,B+,Pass,2026,1
EXM021762,STU076968,3,Pharmacology,95,O,Pass,2026,1
EXM021763,STU080956,2,Chemistry,70,A,Pass,2026,1
EXM021764,STU016007,1,Marathi Literature,67,B+,Pass,2026,1
EXM021765,STU046476,1,Database Management Systems,52,B,Pass,2026,1
EXM021766,STU091783,1,Data Structures,82,A+,Pass,2026,1
EXM021767,STU008775,3,Thermodynamics,70,A,Pass,2026,1
EXM021768,STU096663,1,Environmental Science,95,O,Pass,2026,1
EXM021769,STU076799,1,English Literature,96,O,Pass,2026,1
EXM021770,STU060367,1,Business Statistics,70,A,Pass,2025,1
EXM021771,STU053606,4,Database Management Systems,77,A,Pass,2026,1
EXM021772,STU051260,2,Financial Accounting,73,A,Pass,2026,1
EXM021773,STU091686,2,Object Oriented Programming,82,A+,Pass,2024,2
EXM021774,STU084021,2,Banking & Insurance,46,C,Pass,2026,1
EXM021775,STU058954,3,Engineering Mathematics,65,B+,Pass,2026,1
EXM021776,STU089070,2,Income Tax Law,49,C,Pass,2026,1
EXM021777,STU029293,2,Economics,42,D,Pass,2025,1
EXM021778,STU091467,2,Sociology,72,A,Pass,2026,1
EXM021779,STU060809,1,Sociology,44,D,Pass,2026,1
EXM021780,STU076116,3,Thermodynamics,59,B,Pass,2026,1
EXM021781,STU007138,2,Business Statistics,44,D,Pass,2025,1
EXM021782,STU066014,3,Business Economics,60,B+,Pass,2025,3
EXM021783,STU048044,1,Engineering Mathematics,30,F,Fail,2026,1
EXM021784,STU012739,3,Biotechnology,72,A,Pass,2026,1
EXM021785,STU015111,4,Physics,70,A,Pass,2026,1
EXM021786,STU032200,1,Economics,38,F,Fail,2026,3
EXM021787,STU037746,1,Income Tax Law,35,F,Fail,2025,1
EXM021788,STU044381,1,Biotechnology,51,B,Pass,2026,1
EXM021789,STU092121,3,Pharmacology,42,D,Pass,2026,1
EXM021790,STU072476,2,Structural Design,29,F,Fail,2026,1
EXM021791,STU053842,2,Economics,84,A+,Pass,2026,1
EXM021792,STU091400,2,Botany,50,B,Pass,2025,1
EXM021793,STU003527,3,Psychology,77,A,Pass,2026,2
EXM021794,STU072077,1,Engineering Physics,68,B+,Pass,2024,1
EXM021795,STU086832,2,Zoology,65,B+,Pass,2026,1
EXM021796,STU005327,1,Political Science,56,B,Pass,2026,1
EXM021797,STU065685,1,Banking & Insurance,83,A+,Pass,2026,1
EXM021798,STU077224,3,Curriculum Development,60,B+,Pass,2026,1
EXM021799,STU016683,1,Environmental Science,27,F,Fail,2026,1
EXM021800,STU098212,1,Financial Accounting,59,B,Pass,2026,1
EXM021801,STU074102,1,Botany,62,B+,Pass,2025,1
EXM021802,STU040868,4,Computer Science,33,F,Fail,2025,3
EXM021803,STU047867,1,Psychology,84,A+,Pass,2025,1
EXM021804,STU029339,1,Business Analytics,74,A,Pass,2026,1
EXM021805,STU060459,4,Computer Science,76,A,Pass,2025,1
EXM021806,STU027255,3,Strength of Materials,76,A,Pass,2026,1
EXM021807,STU050197,1,Auditing,64,B+,Pass,2026,1
EXM021808,STU041064,3,Economics,57,B,Pass,2026,1
EXM021809,STU070573,2,Banking & Insurance,33,F,Fail,2025,1
EXM021810,STU007994,1,Design of Machine Elements,86,A+,Pass,2026,2
EXM021811,STU060362,1,Theory of Computation,62,B+,Pass,2026,1
EXM021812,STU084647,3,Political Science,72,A,Pass,2026,1
EXM021813,STU018036,1,Banking & Insurance,89,A+,Pass,2026,1
EXM021814,STU070931,2,Physics,37,F,Fail,2025,1
EXM021815,STU094074,1,Zoology,48,C,Pass,2025,2
EXM021816,STU091131,1,Operations Management,51,B,Pass,2026,1
EXM021817,STU091404,2,Environmental Science,38,F,Fail,2026,2
EXM021818,STU067627,3,Banking & Insurance,33,F,Fail,2025,1
EXM021819,STU047047,6,Microprocessors,58,B,Pass,2026,1
EXM021820,STU096701,1,Family Law,78,A,Pass,2025,1
EXM021821,STU094686,2,Digital Electronics,45,C,Pass,2026,1
EXM021822,STU006363,2,Fluid Mechanics,57,B,Pass,2026,1
EXM021823,STU009229,3,Economics,98,O,Pass,2026,1
EXM021824,STU068916,2,Banking & Insurance,72,A,Pass,2026,1
EXM021825,STU006223,6,Business Statistics,83,A+,Pass,2026,1
EXM021826,STU015357,2,Chemistry,90,O,Pass,2025,1
EXM021827,STU076033,1,Financial Accounting,32,F,Fail,2025,1
EXM021828,STU076924,2,Environmental Science,75,A,Pass,2025,1
EXM021829,STU074272,1,English Literature,38,F,Fail,2026,1
EXM021830,STU034633,1,Fluid Mechanics,66,B+,Pass,2026,1
EXM021831,STU016507,1,Medical Surgical Nursing,34,F,Fail,2026,1
EXM021832,STU066061,1,Computer Science,79,A,Pass,2026,1
EXM021833,STU018315,4,Horticulture,87,A+,Pass,2025,1
EXM021834,STU009958,1,Economics,62,B+,Pass,2026,1
EXM021835,STU003951,1,Botany,51,B,Pass,2026,1
EXM021836,STU073339,1,Mathematics,44,D,Pass,2026,1
EXM021837,STU056942,1,Financial Management,58,B,Pass,2026,1
EXM021838,STU084727,1,Computer Science,58,B,Pass,2025,1
EXM021839,STU016370,2,Operating Systems,78,A,Pass,2026,1
EXM021840,STU050109,3,Marathi Literature,63,B+,Pass,2026,1
EXM021841,STU084904,1,Medicine,96,O,Pass,2026,2
EXM021842,STU099764,2,Income Tax Law,52,B,Pass,2025,1
EXM021843,STU004711,1,Auditing,43,D,Pass,2026,1
EXM021844,STU030289,3,Computer Programming,54,B,Pass,2026,1
EXM021845,STU098717,3,Structural Analysis,75,A,Pass,2025,1
EXM021846,STU058736,1,Environmental Science,74,A,Pass,2026,1
EXM021847,STU019182,2,Data Structures,41,D,Pass,2025,1
EXM021848,STU085959,3,Engineering Physics,44,D,Pass,2026,1
EXM021849,STU020066,1,Engineering Physics,50,B,Pass,2026,1
EXM021850,STU010995,3,Fluid Mechanics,89,A+,Pass,2025,1
EXM021851,STU005897,1,Engineering Mathematics,49,C,Pass,2026,2
EXM021852,STU086491,1,Mathematics,90,O,Pass,2025,1
EXM021853,STU008885,2,Business Law,79,A,Pass,2025,1
EXM021854,STU012650,1,Mathematics,45,C,Pass,2026,1
EXM021855,STU077423,5,Data Structures,85,A+,Pass,2026,2
EXM021856,STU008932,1,Business Law,78,A,Pass,2026,1
EXM021857,STU040593,2,Auditing,69,B+,Pass,2024,1
EXM021858,STU068561,4,Biotechnology,67,B+,Pass,2026,1
EXM021859,STU011096,4,Zoology,54,B,Pass,2026,1
EXM021860,STU059094,1,Pharmacognosy,61,B+,Pass,2026,1
EXM021861,STU050354,1,Biotechnology,54,B,Pass,2026,1
EXM021862,STU014453,2,Engineering Physics,57,B,Pass,2025,1
EXM021863,STU051259,1,Zoology,63,B+,Pass,2026,1
EXM021864,STU026465,2,Hospital Pharmacy,41,D,Pass,2026,2
EXM021865,STU011960,1,Strength of Materials,51,B,Pass,2026,1
EXM021866,STU093559,3,Theory of Computation,40,D,Pass,2026,1
EXM021867,STU065303,1,Sociology,35,F,Fail,2025,3
EXM021868,STU002989,7,Structural Analysis,46,C,Pass,2026,1
EXM021869,STU014124,2,Economics,55,B,Pass,2026,1
EXM021870,STU051888,1,Cost Accounting,100,O,Pass,2026,1
EXM021871,STU078191,2,Auditing,74,A,Pass,2024,1
EXM021872,STU011569,4,Computer Programming,30,F,Fail,2025,1
EXM021873,STU057328,3,Surgery,52,B,Pass,2026,1
EXM021874,STU039079,1,Auditing,47,C,Pass,2026,1
EXM021875,STU002937,2,Community Health Nursing,62,B+,Pass,2025,1
EXM021876,STU027439,1,Business Analytics,61,B+,Pass,2026,1
EXM021877,STU044267,2,Economics,53,B,Pass,2026,1
EXM021878,STU086828,1,Economics,74,A,Pass,2026,1
EXM021879,STU032173,1,Income Tax Law,62,B+,Pass,2026,1
EXM021880,STU010253,1,Engineering Mathematics,100,O,Pass,2026,1
EXM021881,STU065404,6,Financial Accounting,55,B,Pass,2026,2
EXM021882,STU083180,5,Fluid Mechanics,99,O,Pass,2025,1
EXM021883,STU035562,3,Banking & Insurance,48,C,Pass,2025,1
EXM021884,STU011386,1,Agronomy,69,B+,Pass,2025,1
EXM021885,STU031222,1,Operations Management,53,B,Pass,2026,1
EXM021886,STU036008,1,English Literature,61,B+,Pass,2025,1
EXM021887,STU056383,2,Computer Science,69,B+,Pass,2025,1
EXM021888,STU080365,4,Auditing,71,A,Pass,2025,1
EXM021889,STU048615,3,Educational Technology,43,D,Pass,2026,1
EXM021890,STU071555,4,Anatomy,82,A+,Pass,2025,2
EXM021891,STU029485,2,Business Law,49,C,Pass,2025,1
EXM021892,STU026717,1,Cost Accounting,66,B+,Pass,2025,2
EXM021893,STU079813,2,Data Structures,56,B,Pass,2025,1
EXM021894,STU092016,4,Biotechnology,59,B,Pass,2025,1
EXM021895,STU037118,1,Applied Physics,51,B,Pass,2024,1
EXM021896,STU065499,1,Object Oriented Programming,73,A,Pass,2026,1
EXM021897,STU027832,1,Income Tax Law,68,B+,Pass,2025,1
EXM021898,STU034086,1,History,61,B+,Pass,2026,1
EXM021899,STU012234,4,Structural Analysis,76,A,Pass,2025,1
EXM021900,STU073194,4,Income Tax Law,73,A,Pass,2026,1
EXM021901,STU096094,3,Psychology,58,B,Pass,2026,1
EXM021902,STU028153,2,Thermodynamics,32,F,Fail,2026,1
EXM021903,STU046395,4,Law of Contracts,79,A,Pass,2025,1
EXM021904,STU081013,1,Human Resource Management,59,B,Pass,2026,1
EXM021905,STU039240,1,Business Statistics,57,B,Pass,2026,1
EXM021906,STU058052,1,Applied Mathematics,66,B+,Pass,2026,1
EXM021907,STU073652,1,Sociology,30,F,Fail,2026,1
EXM021908,STU037399,1,Microprocessors,47,C,Pass,2024,1
EXM021909,STU027220,1,Object Oriented Programming,70,A,Pass,2025,3
EXM021910,STU095517,2,Income Tax Law,49,C,Pass,2026,1
EXM021911,STU097596,5,Theory of Computation,78,A,Pass,2026,1
EXM021912,STU056870,1,Physics,52,B,Pass,2025,1
EXM021913,STU069727,1,Political Science,67,B+,Pass,2025,1
EXM021914,STU000889,3,Business Economics,62,B+,Pass,2026,1
EXM021915,STU016279,1,Engineering Mathematics,64,B+,Pass,2026,1
EXM021916,STU040720,1,English Literature,59,B,Pass,2026,1
EXM021917,STU055158,5,Object Oriented Programming,53,B,Pass,2025,1
EXM021918,STU008552,1,Mathematics,33,F,Fail,2025,2
EXM021919,STU015487,4,Engineering Mathematics,79,A,Pass,2026,1
EXM021920,STU054845,1,Computer Science,81,A+,Pass,2026,1
EXM021921,STU066690,3,Marathi Literature,52,B,Pass,2026,1
EXM021922,STU060036,1,Banking & Insurance,83,A+,Pass,2026,2
EXM021923,STU033995,1,Cost Accounting,100,O,Pass,2026,1
EXM021924,STU063285,3,Fluid Mechanics,54,B,Pass,2025,1
EXM021925,STU004281,3,Environmental Science,77,A,Pass,2026,1
EXM021926,STU004562,1,Sociology,45,C,Pass,2026,1
EXM021927,STU024455,1,Control Systems,34,F,Fail,2025,1
EXM021928,STU015123,4,Business Economics,62,B+,Pass,2026,1
EXM021929,STU067799,2,Sociology,64,B+,Pass,2025,2
EXM021930,STU069454,1,Business Statistics,73,A,Pass,2026,3
EXM021931,STU046492,1,Microprocessors,74,A,Pass,2025,1
EXM021932,STU056816,2,Political Science,90,O,Pass,2026,1
EXM021933,STU025722,2,Business Law,65,B+,Pass,2026,1
EXM021934,STU016156,1,Marathi Literature,32,F,Fail,2026,1
EXM021935,STU043111,3,Digital Electronics,56,B,Pass,2026,2
EXM021936,STU026524,1,Pharmaceutical Analysis,86,A+,Pass,2026,1
EXM021937,STU094336,1,Operating Systems,69,B+,Pass,2025,1
EXM021938,STU033590,3,Environmental Science,38,F,Fail,2026,1
EXM021939,STU008832,2,Mathematics,54,B,Pass,2025,1
EXM021940,STU061275,1,Fluid Mechanics,60,B+,Pass,2025,1
EXM021941,STU060134,2,History,50,B,Pass,2025,1
EXM021942,STU087293,2,Cost Accounting,32,F,Fail,2026,1
EXM021943,STU074989,1,Business Statistics,61,B+,Pass,2026,1
EXM021944,STU044119,3,Zoology,57,B,Pass,2026,1
EXM021945,STU086310,2,Political Science,66,B+,Pass,2026,1
EXM021946,STU043581,1,Cost Accounting,75,A,Pass,2026,1
EXM021947,STU015004,2,Banking & Insurance,63,B+,Pass,2025,1
EXM021948,STU008339,2,Marathi Literature,100,O,Pass,2025,1
EXM021949,STU009105,2,Political Science,70,A,Pass,2025,1
EXM021950,STU054719,1,Cost Accounting,62,B+,Pass,2026,1
EXM021951,STU020476,1,Financial Management,85,A+,Pass,2025,1
EXM021952,STU023216,1,Business Economics,54,B,Pass,2026,1
EXM021953,STU064616,1,Sociology,82,A+,Pass,2025,1
EXM021954,STU036826,2,Pharmaceutical Analysis,66,B+,Pass,2026,1
EXM021955,STU032728,3,Data Structures,72,A,Pass,2026,1
EXM021956,STU052308,1,Income Tax Law,32,F,Fail,2026,2
EXM021957,STU064933,4,Business Law,43,D,Pass,2026,1
EXM021958,STU057529,1,Auditing,65,B+,Pass,2025,1
EXM021959,STU007340,1,English Literature,36,F,Fail,2026,1
EXM021960,STU072419,1,Psychology,38,F,Fail,2026,1
EXM021961,STU015862,1,Business Economics,56,B,Pass,2026,1
EXM021962,STU014691,4,English Literature,45,C,Pass,2026,1
EXM021963,STU033846,1,Law of Torts,46,C,Pass,2025,1
EXM021964,STU019848,1,Data Structures,61,B+,Pass,2026,1
EXM021965,STU083157,3,Computer Networks,82,A+,Pass,2024,2
EXM021966,STU044849,1,Engineering Mathematics,71,A,Pass,2026,2
EXM021967,STU096916,2,Income Tax Law,59,B,Pass,2025,1
EXM021968,STU037773,1,Income Tax Law,38,F,Fail,2025,1
EXM021969,STU046589,2,Educational Technology,53,B,Pass,2026,1
EXM021970,STU003799,1,Financial Accounting,61,B+,Pass,2026,1
EXM021971,STU078286,3,Economics,75,A,Pass,2025,1
EXM021972,STU015676,1,Thermodynamics,36,F,Fail,2026,3
EXM021973,STU070385,1,Mathematics,70,A,Pass,2026,2
EXM021974,STU033124,1,Marathi Literature,22,F,Fail,2026,2
EXM021975,STU010149,2,Strength of Materials,78,A,Pass,2024,2
EXM021976,STU022044,5,Design of Machine Elements,78,A,Pass,2026,1
EXM021977,STU034889,4,Structural Analysis,94,O,Pass,2026,1
EXM021978,STU037128,1,Applied Mathematics,72,A,Pass,2026,1
EXM021979,STU079785,2,Engineering Mathematics,68,B+,Pass,2024,1
EXM021980,STU000322,1,Electrical Circuits,55,B,Pass,2026,1
EXM021981,STU002948,1,Applied Physics,73,A,Pass,2026,2
EXM021982,STU053944,1,Business Law,67,B+,Pass,2025,1
EXM021983,STU037634,2,Data Structures,64,B+,Pass,2025,1
EXM021984,STU063124,1,Structural Analysis,74,A,Pass,2026,2
EXM021985,STU083510,3,Control Systems,62,B+,Pass,2026,1
EXM021986,STU036819,1,Political Science,88,A+,Pass,2025,2
EXM021987,STU025713,1,Business Statistics,53,B,Pass,2026,1
EXM021988,STU053327,2,Mathematics,47,C,Pass,2026,1
EXM021989,STU057837,1,Mathematics,49,C,Pass,2026,1
EXM021990,STU046040,2,Microprocessors,45,C,Pass,2026,1
EXM021991,STU072216,1,Object Oriented Programming,66,B+,Pass,2026,3
EXM021992,STU098686,1,Database Management Systems,84,A+,Pass,2026,1
EXM021993,STU094109,1,Marathi Literature,81,A+,Pass,2026,1
EXM021994,STU055835,4,Digital Electronics,48,C,Pass,2024,1
EXM021995,STU072305,1,Medicine,83,A+,Pass,2024,1
EXM021996,STU055622,2,Financial Accounting,83,A+,Pass,2025,1
EXM021997,STU005830,7,Theory of Computation,48,C,Pass,2026,1
EXM021998,STU097587,1,Engineering Mathematics,43,D,Pass,2026,1
EXM021999,STU091973,3,Computer Science,60,B+,Pass,2026,1
EXM022000,STU063630,1,English Literature,94,O,Pass,2026,1
EXM022001,STU056632,2,Thermodynamics,36,F,Fail,2026,3
EXM022002,STU063653,1,History,66,B+,Pass,2026,1
EXM022003,STU037023,5,Banking & Insurance,33,F,Fail,2026,1
EXM022004,STU000250,2,Banking & Insurance,34,F,Fail,2026,1
EXM022005,STU007370,4,Banking & Insurance,60,B+,Pass,2026,1
EXM022006,STU099312,5,English Literature,89,A+,Pass,2026,2
EXM022007,STU027857,3,Auditing,64,B+,Pass,2026,1
EXM022008,STU085735,1,Botany,48,C,Pass,2026,1
EXM022009,STU043569,1,Psychology,44,D,Pass,2026,1
EXM022010,STU044247,2,Sociology,61,B+,Pass,2026,1
EXM022011,STU083975,1,Mathematics,55,B,Pass,2026,1
EXM022012,STU004588,1,Banking & Insurance,58,B,Pass,2026,1
EXM022013,STU006490,3,Political Science,53,B,Pass,2025,2
EXM022014,STU090377,4,Botany,37,F,Fail,2026,1
EXM022015,STU015856,1,Business Economics,53,B,Pass,2025,1
EXM022016,STU014501,2,Auditing,84,A+,Pass,2026,1
EXM022017,STU088594,1,Botany,58,B,Pass,2026,1
EXM022018,STU054209,1,Design of Machine Elements,61,B+,Pass,2026,1
EXM022019,STU028943,1,Income Tax Law,62,B+,Pass,2025,2
EXM022020,STU070179,2,Botany,48,C,Pass,2026,1
EXM022021,STU083260,3,Control Systems,69,B+,Pass,2025,1
EXM022022,STU030893,1,Surveying,24,F,Fail,2025,1
EXM022023,STU075373,2,Physiology,42,D,Pass,2024,1
EXM022024,STU027121,3,Pharmacology,50,B,Pass,2026,1
EXM022025,STU065245,1,Financial Accounting,45,C,Pass,2026,1
EXM022026,STU083127,4,Engineering Mathematics,77,A,Pass,2026,1
EXM022027,STU044667,3,Digital Electronics,69,B+,Pass,2026,1
EXM022028,STU009218,2,Business Law,66,B+,Pass,2025,1
EXM022029,STU033158,2,Business Law,72,A,Pass,2026,1
EXM022030,STU002311,1,Environmental Science,55,B,Pass,2026,1
EXM022031,STU060755,3,Chemistry,51,B,Pass,2026,1
EXM022032,STU043466,7,Engineering Mathematics,48,C,Pass,2026,1
EXM022033,STU006734,1,Engineering Drawing,47,C,Pass,2026,1
EXM022034,STU075549,3,Environmental Science,56,B,Pass,2026,2
EXM022035,STU067493,2,Banking & Insurance,47,C,Pass,2026,1
EXM022036,STU050824,2,Microprocessors,24,F,Fail,2026,1
EXM022037,STU089152,1,Electrical Circuits,40,D,Pass,2026,1
EXM022038,STU049302,1,Zoology,30,F,Fail,2026,3
EXM022039,STU045734,2,Computer Science,64,B+,Pass,2026,1
EXM022040,STU093337,4,Child Health Nursing,73,A,Pass,2026,1
EXM022041,STU011130,1,Business Law,83,A+,Pass,2025,1
EXM022042,STU015033,1,Business Law,53,B,Pass,2025,1
EXM022043,STU011258,1,Engineering Mathematics,68,B+,Pass,2026,2
EXM022044,STU079878,2,Business Economics,65,B+,Pass,2026,1
EXM022045,STU086480,1,Business Economics,77,A,Pass,2026,2
EXM022046,STU066863,1,Cost Accounting,42,D,Pass,2026,1
EXM022047,STU047381,2,Data Structures,42,D,Pass,2025,2
EXM022048,STU056065,1,Biochemistry,74,A,Pass,2023,1
EXM022049,STU032264,2,Marathi Literature,34,F,Fail,2024,1
EXM022050,STU045453,1,English Literature,58,B,Pass,2026,1
