college_id,year,student_satisfaction,placement_rate,graduation_rate,dropout_rate,faculty_student_ratio,research_score,infrastructure_score,financial_health_score,overall_state_rank
COL1069,2021,88.5,86.9,100,6.6,12,89.0,87.9,87.9,712
COL1069,2022,89.7,82.1,92.4,6.5,10,84.7,85.8,84.2,947
COL1069,2023,88.6,84.0,97.5,5.3,11,86.2,93.3,93.4,824
COL1069,2024,87.3,85.7,100,5.6,13,81.2,84.5,88.9,942
COL1069,2025,87.5,75.9,94.8,4.7,12,74.6,83.0,80.1,1222
COL1070,2021,87.5,86.5,98.1,4.6,14,95.3,89.2,90.9,610
COL1070,2022,86.6,87.7,100,4.2,13,87.3,86.4,79.9,746
COL1070,2023,84.4,82.8,99.9,6.2,15,88.2,86.7,78.9,1025
COL1070,2024,84.4,87.4,100,6.2,13,90.6,86.1,89.3,916
COL1070,2025,80.0,74.1,86.0,7.1,12,80.2,79.1,81.9,1369
COL1071,2021,78.0,75.1,92.6,8.0,14,63.0,77.8,83.5,1395
COL1071,2022,82.6,74.7,91.4,6.8,15,60.9,80.8,80.5,1339
COL1071,2023,78.9,72.0,84.3,11.7,15,60.5,73.8,74.7,1752
COL1071,2024,77.9,65.2,84.9,8.9,18,59.4,78.8,76.8,1655
COL1071,2025,79.6,67.6,75.5,9.5,16,55.4,73.3,70.5,1745
COL1072,2021,80.5,68.3,87.9,11.5,19,63.2,76.6,70.5,1670
COL1072,2022,76.7,62.6,77.0,10.2,17,67.0,75.9,68.6,1720
COL1072,2023,80.9,69.0,83.3,8.8,18,64.3,76.1,74.8,1576
COL1072,2024,82.2,67.3,79.7,10.1,18,72.7,78.0,71.7,1620
COL1072,2025,79.8,71.8,80.1,10.5,17,73.9,80.9,71.6,1622
COL1073,2021,82.8,67.4,80.0,8.2,15,62.8,75.0,76.2,1612
COL1073,2022,84.6,69.2,86.2,7.0,16,70.9,78.1,76.6,1413
COL1073,2023,81.5,70.2,82.7,9.7,16,70.0,76.1,83.7,1568
COL1073,2024,80.8,71.5,90.5,10.2,16,71.5,82.8,78.2,1511
COL1073,2025,83.4,72.4,80.9,7.1,14,73.8,78.8,83.5,1444
COL1074,2021,72.7,58.5,72.4,13.4,17,56.8,71.0,75.4,1886
COL1074,2022,72.9,57.1,68.9,14.2,19,52.1,66.9,68.9,1964
COL1074,2023,79.5,64.2,76.7,11.0,19,57.3,73.9,71.7,1778
COL1074,2024,75.4,60.4,72.3,12.7,18,50.2,75.2,69.9,1904
COL1074,2025,71.7,56.4,71.4,11.3,18,52.5,67.2,68.6,1938
COL1075,2021,89.2,94.8,100,2.7,10,95.6,93.9,91.7,442
COL1075,2022,88.4,90.2,100,2.9,12,100,88.2,88.4,406
COL1075,2023,87.6,88.1,100,3.5,11,100,88.4,93.3,540
COL1075,2024,92.0,91.6,100,3.8,11,100,96.7,88.2,461
COL1075,2025,96.5,94.7,100,3.2,9,97.4,94.1,91.9,455
COL1076,2021,100,95.2,100,0.5,10,100,95.6,91.6,127
COL1076,2022,96.1,98,100,2.5,9,100,98.0,100,164
COL1076,2023,100,95.5,100,0,10,100,97.9,97.1,34
COL1076,2024,99.9,95.4,100,0.0,10,100,100,99.6,24
COL1076,2025,95.0,98,100,0,10,100,98.7,96.5,29
COL1077,2021,85.5,86.7,97.8,6.9,14,77.7,89.2,82.2,984
COL1077,2022,87.4,82.3,95.3,7.2,11,82.1,82.4,85.4,985
COL1077,2023,87.0,80.9,100,6.1,11,79.4,88.4,86.8,966
COL1077,2024,89.5,79.8,96.5,4.9,14,81.3,87.0,80.7,1056
COL1077,2025,87.6,83.8,100,4.6,11,77.5,90.4,83.1,915
COL1078,2021,67.0,55.1,72.8,16.8,20,36.4,64.1,68.3,1996
COL1078,2022,72.7,57.6,73.4,12.4,20,42.9,68.5,67.5,1946
COL1078,2023,73.7,62.4,72.4,14.4,21,53.2,70.9,72.7,1911
COL1078,2024,70.5,62.3,72.2,15.0,18,46.2,68.4,71.7,1969
COL1078,2025,73.9,55.0,67.9,13.1,18,44.6,69.6,62.1,1971
COL1079,2021,85.3,74.3,83.3,8.0,14,63.9,79.4,81.0,1484
COL1079,2022,80.2,76.3,87.8,9.2,16,66.5,80.3,84.7,1387
COL1079,2023,82.3,75.8,93.9,7.6,14,72.6,79.9,83.9,1338
COL1079,2024,80.6,70.4,90.5,7.7,14,69.9,80.1,74.6,1446
COL1079,2025,78.2,76.0,94.1,7.5,13,67.7,75.8,82.2,1450
COL1080,2021,84.7,74.6,84.4,7.4,14,67.2,83.5,85.6,1326
COL1080,2022,85.8,76.7,96.7,7.4,14,75.7,83.9,80.1,1255
COL1080,2023,85.6,73.2,90.0,7.2,14,74.6,85.3,78.8,1266
COL1080,2024,87.7,80.7,95.3,8.1,14,71.9,81.7,89.4,1260
COL1080,2025,89.9,87.7,100,5.8,11,85.4,91.1,81.5,864
COL1081,2021,88.9,85.2,100,6.7,14,83.2,84.8,82.0,920
COL1081,2022,86.2,79.9,91.3,7.4,12,73.5,87.2,85.4,1125
COL1081,2023,84.8,79.7,88.8,4.6,12,78.2,85.0,78.9,1124
COL1081,2024,88.4,79.4,94.4,6.0,12,86.1,87.3,90.9,917
COL1081,2025,89.0,77.7,94.3,7.2,15,73.4,82.7,86.2,1228
COL1082,2021,91.4,81.5,99.4,3.3,12,82.8,86.3,90.9,668
COL1082,2022,83.1,82.3,100,6.3,11,73.9,82.0,89.8,1080
COL1082,2023,88.1,81.6,100,7.7,11,76.8,84.1,86.2,1033
COL1082,2024,88.4,80.4,100,5.5,14,75.3,83.7,86.2,1025
COL1082,2025,80.3,77.1,90.9,8.0,14,69.9,79.0,84.8,1412
COL1083,2021,94.1,90.5,100,3.7,8,100,96.4,94.7,341
COL1083,2022,90.3,88.5,100,3.0,10,100,94.5,95.8,416
COL1083,2023,95.9,92.5,100,1.8,8,100,93.3,86.8,327
COL1083,2024,88.5,94.9,100,4.0,11,100,89.5,95.4,408
COL1083,2025,95.9,90.7,100,1.5,9,100,93.1,94.7,351
COL1084,2021,87.0,82.7,97.1,4.0,10,86.5,89.8,84.0,774
COL1084,2022,94.0,85.5,100,2.0,11,94.3,89.8,93.8,388
COL1084,2023,97.9,91.6,100,3.5,9,94.8,95.3,97.0,412
COL1084,2024,94.4,87.5,100,1.6,9,90.7,92.9,94.7,484
COL1084,2025,95.8,91.8,100,3.0,9,95.2,97.3,97.5,280
COL1085,2021,92.7,84.2,96.5,2.4,11,93.7,90.5,83.7,580
COL1085,2022,88.5,93.5,100,2.8,10,99.9,91.0,92.1,337
COL1085,2023,92.0,87.9,100.0,2.9,12,97.1,89.9,91.9,448
COL1085,2024,92.5,91.8,100,3.3,9,100,86.1,87.1,463
COL1085,2025,90.9,93.9,100,2.5,13,100,91.2,87.3,474
COL1086,2021,90.0,82.0,97.7,4.9,14,91.6,88.7,89.5,784
COL1086,2022,87.0,85.9,97.4,7.1,13,90.1,85.6,81.5,1008
COL1086,2023,88.5,86.3,100,5.7,14,95.6,82.4,80.3,845
COL1086,2024,92.9,91.9,100,5.6,13,100,89.2,88.7,647
COL1086,2025,90.8,85.6,100,3.5,10,91.4,89.6,87.2,687
COL1087,2021,89.0,85.3,95.9,2.8,12,89.3,87.5,90.2,607
COL1087,2022,91.4,86.0,100,4.6,11,89.7,91.6,93.1,661
COL1087,2023,88.5,81.3,95.5,4.3,12,85.9,84.1,86.3,826
COL1087,2024,87.4,80.9,95.4,6.1,11,87.8,87.1,90.0,877
COL1087,2025,95.1,95.9,100,3.9,8,94.8,95.0,88.3,552
COL1088,2021,81.0,65.2,81.4,8.0,16,62.1,75.5,78.0,1602
COL1088,2022,80.7,69.8,79.3,10.7,17,69.4,78.9,80.2,1636
COL1088,2023,83.1,73.4,92.4,9.1,15,65.3,74.4,76.9,1543
COL1088,2024,82.2,75.2,87.8,7.5,16,64.8,80.3,77.4,1426
COL1088,2025,83.0,74.4,85.8,6.5,18,64.7,82.1,73.6,1430
COL1089,2021,97.0,88.4,99.7,3.9,12,90.9,95.0,85.5,563
COL1089,2022,97.4,95.2,100,3.1,11,90.0,94.9,93.2,348
COL1089,2023,90.1,82.8,92.7,3.9,10,83.5,89.8,94.1,777
COL1089,2024,87.9,83.5,96.9,3.0,10,84.5,89.9,85.5,823
COL1089,2025,91.7,97.2,100,3.0,11,92.1,97.9,91.4,458
COL1090,2021,96.3,87.5,100,1.2,12,87.8,95.4,95.2,303
COL1090,2022,90.9,91.0,100,3.9,9,89.1,89.3,90.6,564
COL1090,2023,91.3,89.2,100,4.5,12,87.2,88.5,91.4,726
COL1090,2024,86.3,82.0,92.9,5.9,13,80.5,88.0,82.6,1126
COL1090,2025,87.6,77.3,98.3,4.3,12,78.5,84.5,84.8,1056
COL1091,2021,73.2,60.7,73.9,12.7,16,61.1,71.2,75.5,1876
COL1091,2022,77.0,63.5,78.8,10.4,15,66.7,71.5,80.6,1646
COL1091,2023,82.7,66.6,80.9,10.8,18,60.4,78.3,69.6,1720
COL1091,2024,83.1,71.9,91.4,7.3,15,61.9,80.2,73.2,1462
COL1091,2025,80.7,70.6,83.9,10.7,16,64.3,77.9,75.5,1702
COL1092,2021,90.7,93.7,100,2.6,10,95.9,88.2,96.4,383
COL1092,2022,94.5,88.3,100,2.0,11,94.7,91.9,94.7,402
COL1092,2023,95.8,95.4,100,0,10,92.6,99.1,96.8,108
COL1092,2024,92.6,95.6,100,1.8,10,92.0,91.7,98.5,380
COL1092,2025,97.0,98,100,0.9,8,98.4,100,90.5,114
COL1093,2021,98.3,95.1,100,1.5,9,100,98.3,89.0,133
COL1093,2022,93.7,95.8,100,1.0,10,100,92.1,99.6,189
COL1093,2023,93.2,96.9,100,2.4,8,100,99.8,95.6,129
COL1093,2024,89.7,87.8,100,1.3,12,100,91.1,98.0,372
COL1093,2025,95.7,98,100,1.0,8,100,97.6,86.8,258
COL1094,2021,81.3,69.8,85.5,11.0,15,69.6,74.9,82.0,1596
COL1094,2022,79.5,69.3,89.2,10.4,16,61.1,76.1,79.6,1593
COL1094,2023,79.2,65.6,80.6,8.4,15,61.1,78.4,82.0,1658
COL1094,2024,81.1,70.6,85.7,6.8,15,62.9,82.7,72.5,1520
COL1094,2025,80.2,75.5,84.1,7.6,15,62.2,81.8,76.7,1545
COL1095,2021,94.8,89.7,100,2.1,10,94.9,96.5,95.8,266
COL1095,2022,97.8,96.5,100,1.7,9,94.4,93.7,97.5,268
COL1095,2023,92.7,88.0,100,0.6,8,94.6,92.5,93.0,346
COL1095,2024,92.7,95.2,100,2.4,8,88.9,94.7,96.3,377
COL1095,2025,98.8,97.9,100,0.1,8,100,100,91.1,77
COL1096,2021,89.8,76.1,85.0,7.7,14,82.1,81.3,87.0,1119
COL1096,2022,92.5,85.2,94.9,4.9,11,79.9,88.6,80.0,865
COL1096,2023,86.9,88.2,100,4.9,11,85.6,89.6,91.4,684
COL1096,2024,88.0,87.5,100,5.1,11,80.7,90.3,87.6,866
COL1096,2025,86.2,80.3,89.6,6.3,11,81.4,79.9,83.2,1232
COL1097,2021,80.2,68.5,81.6,8.8,16,64.0,73.1,80.3,1608
COL1097,2022,76.5,68.1,85.1,11.2,16,63.0,76.6,79.2,1696
COL1097,2023,73.9,71.9,90.8,11.7,17,66.3,72.5,72.7,1670
COL1097,2024,81.5,70.9,79.8,8.7,18,57.8,79.5,68.4,1679
COL1097,2025,77.7,64.6,79.7,9.2,17,63.0,75.1,73.8,1742
COL1098,2021,95.3,94.1,100,3.8,8,100,92.8,92.2,410
COL1098,2022,89.6,92.7,100,5.7,10,100,88.5,93.5,473
COL1098,2023,95.6,93.9,100,3.9,10,100,92.4,95.1,392
COL1098,2024,87.4,94.4,100,3.4,10,98.5,89.1,85.0,567
COL1098,2025,90.1,90.8,100,4.6,13,100,93.7,90.8,497
COL1099,2021,91.8,98,100,0.8,9,100,92.7,100,34
COL1099,2022,92.3,97.1,100,0.4,8,100,94.1,97.4,158
COL1099,2023,97.2,95.7,100,2.1,9,100,100,100,65
COL1099,2024,94.7,98,100,0,8,100,100,100,5
COL1099,2025,95.7,92.9,100,0,9,100,99.2,100,21
COL1100,2021,93.9,95.4,100,0.7,9,100,94.9,89.3,228
COL1100,2022,93.3,92.6,100,2.5,9,100,99.6,90.0,352
COL1100,2023,94.7,92.0,100,2.8,8,100,98.0,100,302
COL1100,2024,93.1,98,100,1.9,9,100,92.4,96.3,186
COL1100,2025,93.2,93.1,100,0.6,8,100,96.5,93.2,177
COL1101,2021,82.4,75.5,92.6,5.7,13,83.2,86.5,79.7,1029
COL1101,2022,86.8,78.9,91.4,7.0,15,81.3,80.1,81.6,1206
COL1101,2023,87.3,76.0,93.4,7.7,13,81.9,78.1,78.7,1286
COL1101,2024,88.5,80.9,91.2,4.9,14,87.4,85.1,81.3,1036
COL1101,2025,88.0,85.6,100,6.2,13,91.9,82.8,85.0,860
COL1102,2021,80.6,65.7,82.2,11.6,18,68.1,75.7,71.0,1711
COL1102,2022,82.0,72.2,89.6,8.7,17,77.8,83.3,75.8,1373
COL1102,2023,78.9,76.9,94.8,11.2,15,81.3,73.9,75.5,1546
COL1102,2024,77.8,68.8,78.2,11.0,17,74.0,79.3,81.9,1633
COL1102,2025,76.5,66.4,86.2,8.3,18,69.3,77.0,79.4,1583
COL1103,2021,98.6,96.0,100,1.1,11,94.2,95.3,91.2,167
COL1103,2022,90.4,88.2,100,1.3,9,89.8,91.3,91.1,399
COL1103,2023,93.8,98,100,2.4,8,95.2,94.6,96.7,290
COL1103,2024,90.8,98,100,0.5,9,100,91.8,100,67
COL1103,2025,96.8,93.7,100,2.4,9,100,94.6,92.6,365
COL1104,2021,71.3,50.0,60,14.5,20,40.1,68.3,69.4,1987
COL1104,2022,67.7,55.2,64.3,15.0,20,36.8,61.2,68.0,1997
COL1104,2023,71.3,58.7,68.8,15.5,19,46.2,64.9,68.7,1985
COL1104,2024,68.6,54.3,67.5,13.4,19,49.9,63.4,70.9,1956
COL1104,2025,68.4,51.3,69.6,15.2,20,46.6,67.4,65.9,1985
COL1105,2021,75.0,62.1,76.8,9.4,17,63.5,72.3,72.8,1718
COL1105,2022,78.7,71.0,86.2,11.1,17,63.5,74.0,70.3,1694
COL1105,2023,82.2,61.7,72.1,9.0,16,55.0,78.0,70.7,1733
COL1105,2024,80.0,64.5,74.6,11.6,17,60.5,72.0,67.8,1835
COL1105,2025,78.2,69.7,83.9,11.4,16,63.1,73.7,79.3,1709
COL1106,2021,83.2,72.2,81.9,9.8,16,74.0,75.3,75.4,1479
COL1106,2022,82.3,76.9,88.7,7.8,15,79.2,73.3,77.1,1288
COL1106,2023,83.8,66.6,75.3,8.1,17,67.8,80.5,71.1,1608
COL1106,2024,82.9,66.1,79.9,9.3,14,73.1,74.6,80.9,1601
COL1106,2025,82.1,70.9,84.0,7.9,15,73.9,77.0,77.7,1438
COL1107,2021,80.6,60.5,79.1,9.7,19,51.7,76.4,77.3,1768
COL1107,2022,74.1,64.7,74.5,11.7,18,54.5,73.8,73.1,1863
COL1107,2023,73.6,68.1,86.9,13.2,16,58.4,71.7,74.9,1851
COL1107,2024,79.8,61.6,75.5,11.6,17,49.9,71.9,65.5,1908
COL1107,2025,73.0,63.9,75.8,10.4,19,58.5,73.8,71.0,1856
COL1108,2021,92.7,92.4,100,5.1,12,89.2,94.5,86.8,633
COL1108,2022,86.6,81.9,100,3.7,9,80.5,85.0,94.1,719
COL1108,2023,88.0,80.9,96.3,5.2,13,83.6,83.2,83.4,978
COL1108,2024,85.2,81.3,92.7,7.3,12,80.1,88.2,85.3,1154
COL1108,2025,89.4,80.3,90.5,3.5,12,82.5,89.0,84.7,917
COL1109,2021,79.8,73.6,88.0,10.5,17,73.8,73.8,72.2,1591
COL1109,2022,82.9,69.6,79.1,9.3,15,78.4,74.8,80.2,1452
COL1109,2023,82.9,80.2,96.2,8.5,15,74.7,81.4,73.7,1346
COL1109,2024,77.9,74.6,94.2,8.7,16,78.7,76.8,83.0,1388
COL1109,2025,82.4,74.7,87.5,6.9,17,71.9,78.2,81.4,1400
COL1110,2021,80.9,66.7,86.4,9.2,15,59.8,75.0,72.6,1647
COL1110,2022,77.5,61.4,69.5,12.3,16,58.1,71.2,72.6,1885
COL1110,2023,79.6,69.5,79.2,9.9,15,61.2,77.0,77.6,1626
COL1110,2024,78.4,66.3,83.6,9.6,17,57.1,75.6,68.9,1742
COL1110,2025,82.7,65.7,74.4,10.6,15,58.3,79.9,77.3,1753
COL1111,2021,75.9,66.1,85.2,10.9,15,59.5,75.3,81.1,1702
COL1111,2022,77.8,71.9,88.0,9.2,18,66.8,73.2,71.8,1602
COL1111,2023,80.5,69.1,81.1,8.5,14,71.0,79.8,79.7,1506
COL1111,2024,85.1,71.4,83.7,8.4,17,60.5,79.5,76.7,1574
COL1111,2025,83.0,65.7,83.3,9.7,15,64.6,77.6,78.4,1666
COL1112,2021,73.8,54.0,62.4,12.7,20,59.9,63.1,68.1,1922
COL1112,2022,69.1,59.9,69.2,16.4,19,57.3,63.0,65.2,1975
COL1112,2023,67.5,50.1,61.7,12.8,21,45.3,67.1,67.9,1970
COL1112,2024,70.0,62.1,80.5,12.3,20,49.3,69.3,67.4,1912
COL1112,2025,67.1,56.1,73.4,14.1,19,46.7,64.2,63.2,1982
COL1113,2021,97.0,95.3,100,1.8,8,100,98.4,90.7,225
COL1113,2022,98.6,98,100,0,9,100,96.2,98.1,34
COL1113,2023,99.1,94.3,100,0,9,100,100,98.3,63
COL1113,2024,97.0,98,100,0.6,9,100,100,100,25
COL1113,2025,99.3,97.4,100,1.4,8,100,94.0,99.0,164
COL1114,2021,85.5,82.4,96.0,7.5,11,94.5,81.4,80.6,1021
COL1114,2022,90.7,82.8,100,5.3,12,89.2,85.4,92.2,745
COL1114,2023,87.6,85.7,100,6.9,13,95.6,85.5,89.5,852
COL1114,2024,90.5,79.0,99.3,6.9,15,89.4,86.3,83.6,954
COL1114,2025,91.1,88.3,100,6.3,10,90.1,83.8,92.1,784
COL1115,2021,77.8,67.8,87.4,8.3,18,57.1,76.7,77.0,1578
COL1115,2022,75.4,70.4,84.0,9.2,15,64.7,76.5,79.6,1586
COL1115,2023,80.5,66.7,74.9,8.6,17,64.6,72.2,70.7,1673
COL1115,2024,74.5,68.2,83.5,12.5,17,55.8,70.8,68.7,1827
COL1115,2025,80.6,72.6,90.4,7.3,15,62.5,79.5,69.7,1551
COL1116,2021,79.9,64.4,76.3,10.6,15,68.6,73.3,76.2,1705
COL1116,2022,75.2,70.4,88.7,8.8,18,66.9,77.9,75.2,1561
COL1116,2023,81.7,68.6,76.6,8.3,15,68.7,76.2,71.9,1603
COL1116,2024,76.8,67.1,76.7,7.6,16,72.0,75.8,75.4,1579
COL1116,2025,79.7,76.3,92.7,9.3,14,83.3,77.0,75.7,1404
COL1117,2021,78.7,57.3,69.9,11.8,21,56.4,71.9,65.9,1893
COL1117,2022,78.0,63.4,81.9,12.2,20,56.3,68.1,68.0,1835
COL1117,2023,77.7,62.9,78.7,11.8,17,52.7,74.9,77.6,1806
COL1117,2024,76.8,61.1,72.3,12.4,17,57.8,73.3,79.8,1853
COL1117,2025,80.8,63.6,80.8,9.3,15,56.6,75.0,71.3,1764
COL1118,2021,91.2,96.8,100,1.5,9,97.8,95.2,91.0,314
COL1118,2022,97.4,93.9,100,4.0,11,100,95.7,88.3,367
COL1118,2023,93.7,90.7,100,4.3,11,100,91.9,91.3,510
COL1118,2024,89.2,84.6,95.6,5.1,12,94.1,88.7,93.7,734
COL1118,2025,86.5,93.1,100,4.6,13,100,87.6,92.6,665
COL1119,2021,82.9,75.4,94.8,6.2,16,66.1,85.5,85.2,1205
COL1119,2022,80.3,72.7,90.3,8.1,13,63.2,81.0,76.8,1483
COL1119,2023,83.6,78.0,97.5,7.7,15,77.3,82.7,79.5,1174
COL1119,2024,84.7,73.1,87.9,6.8,15,71.1,84.3,76.6,1408
COL1119,2025,81.4,75.9,92.6,9.2,16,64.2,84.2,76.8,1542
COL1120,2021,84.3,74.1,87.0,6.8,16,63.5,77.9,78.2,1394
COL1120,2022,81.3,70.4,80.2,10.5,13,69.3,76.4,80.2,1614
COL1120,2023,85.3,76.0,85.4,7.6,14,71.7,78.7,82.6,1411
COL1120,2024,82.8,69.8,84.8,6.0,15,68.5,79.2,86.8,1385
COL1120,2025,86.7,83.3,100,8.1,14,79.3,84.7,87.5,1079
COL1121,2021,76.6,65.4,77.4,11.2,17,54.5,71.4,68.3,1856
COL1121,2022,79.9,70.5,88.0,9.6,15,55.9,75.0,73.7,1686
COL1121,2023,75.2,62.6,76.9,9.8,16,56.5,71.3,74.8,1813
COL1121,2024,77.3,65.5,78.4,10.5,19,55.9,69.9,70.7,1824
COL1121,2025,75.7,67.5,78.6,11.0,18,59.9,71.3,70.3,1775
COL1122,2021,78.4,72.9,92.5,9.2,15,73.8,73.8,76.8,1505
COL1122,2022,83.1,76.6,94.1,8.9,16,80.2,81.4,82.1,1240
COL1122,2023,87.1,81.4,100,7.1,14,82.7,82.9,77.0,1125
COL1122,2024,87.7,82.2,97.9,6.4,13,80.7,84.1,80.9,1004
COL1122,2025,79.5,76.8,89.8,10.2,16,83.6,77.4,77.4,1425
COL1123,2021,76.2,64.7,80.2,9.8,18,54.8,74.1,70.7,1791
COL1123,2022,78.4,63.3,82.2,11.7,19,51.4,76.9,73.7,1834
COL1123,2023,79.6,58.5,71.8,10.1,18,57.2,73.7,73.4,1826
COL1123,2024,81.2,70.5,88.0,10.6,18,62.9,74.1,75.7,1640
COL1123,2025,76.7,69.0,78.5,11.3,19,62.5,75.0,70.5,1782
COL1124,2021,92.4,82.7,100,4.6,13,84.7,92.5,91.4,695
COL1124,2022,93.9,93.0,100,1.3,12,85.3,96.4,90.8,340
COL1124,2023,96.6,88.7,100,2.1,10,99.3,93.3,93.8,262
COL1124,2024,98.8,92.5,100,2.1,9,97.0,94.6,92.5,264
COL1124,2025,92.5,91.6,100,2.3,8,91.9,96.4,94.0,368
COL1125,2021,84.7,71.6,83.6,8.8,15,68.5,76.6,81.4,1413
COL1125,2022,80.4,77.7,93.5,6.1,16,65.7,82.0,84.8,1274
COL1125,2023,82.3,79.0,97.7,7.9,15,71.5,82.0,75.6,1373
COL1125,2024,82.8,74.6,91.7,9.9,14,67.1,78.5,78.2,1532
COL1125,2025,82.7,74.8,90.6,7.8,13,73.7,83.0,80.0,1393
COL1126,2021,81.4,68.2,87.1,9.5,16,67.9,77.6,74.5,1569
COL1126,2022,84.1,69.4,88.2,8.4,17,67.4,77.0,71.4,1497
COL1126,2023,85.5,72.8,86.2,6.5,15,65.3,82.8,75.9,1361
COL1126,2024,80.4,72.4,83.7,9.1,18,69.4,78.5,75.1,1504
COL1126,2025,80.9,69.3,79.9,10.6,17,60.5,78.4,83.0,1674
COL1127,2021,73.0,61.9,69.7,12.1,18,52.3,69.7,65.7,1915
COL1127,2022,73.0,58.3,67.6,12.4,16,55.0,67.8,65.7,1909
COL1127,2023,78.1,64.4,80.4,9.9,17,56.0,72.5,72.5,1777
COL1127,2024,80.2,60.9,68.8,9.1,18,58.3,75.5,76.5,1798
COL1127,2025,75.0,70.5,87.6,10.7,16,60.6,75.2,74.7,1739
COL1128,2021,93.4,89.1,100,3.8,11,98.8,85.4,90.1,425
COL1128,2022,88.5,90.7,100,5.1,12,95.8,88.6,85.5,660
COL1128,2023,88.2,90.1,100,2.8,9,100,87.9,85.7,506
COL1128,2024,90.8,93.0,100,1.0,9,100,96.5,90.4,296
COL1128,2025,91.8,88.2,100,3.8,9,100,88.9,84.4,661
COL1129,2021,87.4,78.8,96.3,5.6,13,78.5,86.9,85.8,1027
COL1129,2022,88.1,82.8,94.2,4.9,15,74.8,85.9,81.4,974
COL1129,2023,83.3,82.3,98.6,5.3,12,78.8,80.0,88.2,1030
COL1129,2024,87.5,75.8,85.3,7.3,14,73.9,84.5,80.3,1294
COL1129,2025,87.0,79.5,100,8.4,13,75.3,79.2,76.8,1264
COL1130,2021,89.7,88.8,100,4.3,10,87.2,88.0,82.8,710
COL1130,2022,89.8,82.8,100,4.3,11,89.5,86.1,88.7,715
COL1130,2023,89.9,86.9,100,4.9,9,90.3,89.2,85.2,758
COL1130,2024,90.2,89.5,100,4.1,10,91.0,88.3,91.1,606
COL1130,2025,90.7,82.5,92.1,4.9,11,80.0,85.6,91.7,929
COL1131,2021,87.0,78.4,94.1,6.4,14,73.7,82.0,84.2,1110
COL1131,2022,93.1,86.7,100,5.9,11,77.3,89.2,83.3,936
COL1131,2023,85.1,76.1,94.2,6.3,12,78.5,80.0,87.4,1108
COL1131,2024,91.4,81.1,94.5,3.9,12,79.4,90.2,86.1,850
COL1131,2025,89.2,80.5,98.3,4.5,11,75.4,82.3,90.8,1014
COL1132,2021,93.0,88.4,98.4,3.1,12,79.9,91.6,90.1,620
COL1132,2022,85.6,82.2,91.9,7.7,14,79.1,82.2,87.1,1132
COL1132,2023,87.0,76.9,86.8,5.1,14,79.3,82.2,78.6,1073
COL1132,2024,86.0,83.1,96.2,4.3,15,73.1,88.4,78.4,994
COL1132,2025,84.9,73.9,92.7,7.8,13,69.9,85.2,81.3,1390
COL1133,2021,87.6,76.0,96.7,7.6,12,76.3,87.6,82.7,1120
COL1133,2022,88.0,77.4,96.0,7.7,13,80.3,85.4,80.9,1100
COL1133,2023,83.9,79.9,96.7,5.0,13,74.5,87.5,78.6,1052
COL1133,2024,83.0,76.8,87.3,5.8,14,73.5,81.4,79.5,1303
COL1133,2025,88.0,84.4,100,5.8,14,79.0,88.5,87.7,1028
COL1134,2021,92.5,93.3,100,3.0,10,87.2,92.2,87.6,538
COL1134,2022,93.6,80.5,100,4.1,10,82.0,88.8,85.0,875
COL1134,2023,96.6,92.9,100,2.3,9,95.0,92.4,87.2,464
COL1134,2024,88.8,85.6,100,5.6,10,84.5,91.9,91.8,753
COL1134,2025,86.5,83.5,98.7,5.8,12,90.5,88.2,90.7,933
COL1135,2021,84.0,77.5,90.6,4.1,13,79.0,85.0,89.3,1023
COL1135,2022,87.6,84.0,100,4.8,11,77.8,87.0,82.6,981
COL1135,2023,94.4,83.4,100,3.0,10,80.9,92.3,91.9,674
COL1135,2024,86.7,85.1,100,5.5,11,84.0,85.4,90.3,813
COL1135,2025,95.0,85.7,97.0,2.1,11,86.3,94.9,84.2,575
COL1136,2021,83.6,69.8,79.7,9.2,17,61.9,78.6,79.6,1564
COL1136,2022,78.8,63.9,72.1,9.2,17,59.1,76.6,69.9,1745
COL1136,2023,79.2,66.5,79.9,12.7,18,57.9,68.4,67.8,1865
COL1136,2024,81.8,67.0,80.5,11.2,19,60.4,76.7,68.9,1772
COL1136,2025,78.6,61.7,72.7,9.3,19,54.8,77.3,73.4,1791
COL1137,2021,79.8,57.5,73.1,9.6,18,50.7,70.1,69.8,1840
COL1137,2022,77.7,63.2,79.0,12.1,17,52.3,71.8,76.8,1823
COL1137,2023,74.8,61.8,77.7,12.9,16,53.2,71.2,75.0,1890
COL1137,2024,75.1,70.5,78.6,9.1,15,62.0,73.9,75.5,1665
COL1137,2025,81.3,68.7,80.2,11.8,18,65.5,75.0,70.9,1781
COL1138,2021,87.6,76.1,90.5,5.1,16,80.3,80.7,79.5,1049
COL1138,2022,84.1,81.9,92.4,5.5,14,79.4,84.3,86.7,1103
COL1138,2023,85.5,82.4,95.9,4.9,13,87.3,85.1,76.6,908
COL1138,2024,84.2,71.9,90.6,8.1,12,77.4,80.3,81.2,1346
COL1138,2025,85.0,79.7,96.1,6.4,15,75.2,81.8,78.4,1304
COL1139,2021,80.9,67.5,85.0,8.4,15,71.1,79.1,78.9,1499
COL1139,2022,79.3,75.8,93.4,8.1,16,74.0,77.6,82.3,1412
COL1139,2023,77.8,68.5,83.1,10.3,16,73.8,79.8,80.3,1545
