college_id,branch,district,year,applications,sanctioned_seats,filled_seats,vacant_seats,cutoff_percentile,placement_rate,graduation_rate,filled_seats_next_year
COL1109,MBBS,Chandrapur,2024,364,190,137,53,97.75,74.6,94.2,132
COL1110,BSc,Chhatrapati Sambhajinagar,2021,310,170,121,49,51.98,66.7,86.4,130
COL1110,BSc,Chhatrapati Sambhajinagar,2022,352,170,130,40,49.79,61.4,69.5,121
COL1110,BSc,Chhatrapati Sambhajinagar,2023,333,160,121,39,50.44,69.5,79.2,128
COL1110,BSc,Chhatrapati Sambhajinagar,2024,363,180,128,52,51.79,66.3,83.6,136
COL1111,BCom,Thane,2021,484,200,158,42,55.2,66.1,85.2,160
COL1111,BCom,Thane,2022,494,200,160,40,57.66,71.9,88.0,137
COL1111,BCom,Thane,2023,429,190,137,53,55.96,69.1,81.1,153
COL1111,BCom,Thane,2024,454,210,153,57,58.71,71.4,83.7,145
COL1112,BE Mechanical Engineering,Nagpur,2021,62,50,32,18,64.3,54.0,62.4,33
COL1112,BE Mechanical Engineering,Nagpur,2022,62,50,33,17,65.02,59.9,69.2,33
COL1112,BE Mechanical Engineering,Nagpur,2023,57,50,33,17,66.75,50.1,61.7,41
COL1112,BE Mechanical Engineering,Nagpur,2024,81,60,41,19,66.09,62.1,80.5,31
COL1113,MBBS,Mumbai Suburban,2021,509,130,120,10,99.95,95.3,100.0,124
COL1113,MBBS,Mumbai Suburban,2022,545,130,124,6,98.34,98.0,100.0,126
COL1113,MBBS,Mumbai Suburban,2023,581,140,126,14,99.34,94.3,100.0,113
COL1113,MBBS,Mumbai Suburban,2024,518,120,113,7,99.23,98.0,100.0,124
COL1114,B.Pharm,Nashik,2021,113,50,37,13,68.38,82.4,96.0,38
COL1114,B.Pharm,Nashik,2022,118,50,38,12,68.57,82.8,100.0,43
COL1114,B.Pharm,Nashik,2023,134,60,43,17,73.41,85.7,100.0,41
COL1114,B.Pharm,Nashik,2024,127,50,41,9,73.48,79.0,99.3,41
COL1115,BCom,Nagpur,2021,186,200,116,84,37.19,67.8,87.4,134
COL1115,BCom,Nagpur,2022,211,210,134,76,36.74,70.4,84.0,112
COL1115,BCom,Nagpur,2023,199,200,112,88,37.74,66.7,74.9,146
COL1115,BCom,Nagpur,2024,251,220,146,74,39.41,68.2,83.5,146
COL1116,B.Arch,Parbhani,2021,47,30,21,9,71.14,64.4,76.3,21
COL1116,B.Arch,Parbhani,2022,48,30,21,9,70.83,70.4,88.7,21
COL1116,B.Arch,Parbhani,2023,51,30,21,9,69.03,68.6,76.6,20
COL1116,B.Arch,Parbhani,2024,49,30,20,10,73.13,67.1,76.7,21
COL1117,MBA,Pune,2021,116,80,54,26,58.88,57.3,69.9,56
COL1117,MBA,Pune,2022,135,80,56,24,60.29,63.4,81.9,56
COL1117,MBA,Pune,2023,125,80,56,24,62.74,62.9,78.7,57
COL1117,MBA,Pune,2024,140,80,57,23,62.61,61.1,72.3,60
COL1118,MBBS,Dhule,2021,348,130,101,29,97.13,96.8,100.0,108
COL1118,MBBS,Dhule,2022,394,130,108,22,99.95,93.9,100.0,108
COL1118,MBBS,Dhule,2023,383,130,108,22,97.35,90.7,100.0,127
COL1118,MBBS,Dhule,2024,457,150,127,23,97.84,84.6,95.6,100
COL1119,Diploma in Electrical Engineering,Mumbai City,2021,211,100,72,28,59.78,75.4,94.8,71
COL1119,Diploma in Electrical Engineering,Mumbai City,2022,200,100,71,29,64.22,72.7,90.3,71
COL1119,Diploma in Electrical Engineering,Mumbai City,2023,207,100,71,29,60.57,78.0,97.5,76
COL1119,Diploma in Electrical Engineering,Mumbai City,2024,235,100,76,24,63.23,73.1,87.9,77
COL1120,Diploma in Mechanical Engineering,Thane,2021,182,80,62,18,63.21,74.1,87.0,59
COL1120,Diploma in Mechanical Engineering,Thane,2022,169,80,59,21,61.77,70.4,80.2,64
COL1120,Diploma in Mechanical Engineering,Thane,2023,187,90,64,26,63.72,76.0,85.4,59
COL1120,Diploma in Mechanical Engineering,Thane,2024,175,80,59,21,63.28,69.8,84.8,65
COL1121,GNM,Akola,2021,128,80,54,26,57.09,65.4,77.4,60
COL1121,GNM,Akola,2022,150,80,60,20,55.24,70.5,88.0,54
COL1121,GNM,Akola,2023,135,80,54,26,55.38,62.6,76.9,61
COL1121,GNM,Akola,2024,164,80,61,19,56.67,65.5,78.4,51
COL1122,BE Computer Engineering,Parbhani,2021,175,110,78,32,75.3,72.9,92.5,75
COL1122,BE Computer Engineering,Parbhani,2022,172,110,75,35,72.37,76.6,94.1,73
COL1122,BE Computer Engineering,Parbhani,2023,183,110,73,37,71.94,81.4,100.0,65
COL1122,BE Computer Engineering,Parbhani,2024,152,100,65,35,75.06,82.2,97.9,74
COL1123,B.Sc Nursing,Dhule,2021,65,50,34,16,48.8,64.7,80.2,31
COL1123,B.Sc Nursing,Dhule,2022,65,50,31,19,51.08,63.3,82.2,31
COL1123,B.Sc Nursing,Dhule,2023,64,50,31,19,53.8,58.5,71.8,35
COL1123,B.Sc Nursing,Dhule,2024,72,50,35,15,51.68,70.5,88.0,42
COL1124,BA,Chhatrapati Sambhajinagar,2021,1394,380,346,34,65.75,82.7,100.0,338
COL1124,BA,Chhatrapati Sambhajinagar,2022,1370,370,338,32,67.97,93.0,100.0,388
COL1124,BA,Chhatrapati Sambhajinagar,2023,1655,410,388,22,68.46,88.7,100.0,378
COL1124,BA,Chhatrapati Sambhajinagar,2024,1569,430,378,52,69.55,92.5,100.0,435
COL1125,BCom,Satara,2021,484,210,161,49,56.25,71.6,83.6,161
COL1125,BCom,Satara,2022,467,220,161,59,56.02,77.7,93.5,151
COL1125,BCom,Satara,2023,452,190,151,39,57.24,79.0,97.7,163
COL1125,BCom,Satara,2024,494,210,163,47,57.5,74.6,91.7,199
COL1126,BSc,Palghar,2021,473,280,203,77,47.62,68.2,87.1,179
COL1126,BSc,Palghar,2022,461,270,179,91,47.95,69.4,88.2,206
COL1126,BSc,Palghar,2023,552,280,206,74,48.01,72.8,86.2,188
COL1126,BSc,Palghar,2024,511,260,188,72,48.76,72.4,83.7,250
COL1127,BCom,Raigad,2021,479,310,221,89,49.1,61.9,69.7,224
COL1127,BCom,Raigad,2022,514,320,224,96,46.66,58.3,67.6,216
COL1127,BCom,Raigad,2023,535,330,216,114,46.56,64.4,80.4,211
COL1127,BCom,Raigad,2024,517,310,211,99,45.95,60.9,68.8,239
COL1128,BE Computer Engineering,Pune,2021,298,80,69,11,99.95,89.1,100.0,74
COL1128,BE Computer Engineering,Pune,2022,330,80,74,6,98.46,90.7,100.0,77
COL1128,BE Computer Engineering,Pune,2023,332,80,77,3,99.95,90.1,100.0,68
COL1128,BE Computer Engineering,Pune,2024,313,70,68,2,99.95,93.0,100.0,74
COL1129,BCom,Thane,2021,396,160,121,39,56.9,78.8,96.3,134
COL1129,BCom,Thane,2022,427,170,134,36,56.53,82.8,94.2,142
COL1129,BCom,Thane,2023,458,180,142,38,61.15,82.3,98.6,132
COL1129,BCom,Thane,2024,435,170,132,38,59.85,75.8,85.3,147
COL1130,BA,Sangli,2021,1372,400,339,61,69.34,88.8,100.0,370
COL1130,BA,Sangli,2022,1448,420,370,50,66.15,82.8,100.0,361
COL1130,BA,Sangli,2023,1480,410,361,49,66.22,86.9,100.0,328
COL1130,BA,Sangli,2024,1387,360,328,32,71.16,89.5,100.0,402
COL1131,BSc,Thane,2021,1152,410,344,66,62.74,78.4,94.1,322
COL1131,BSc,Thane,2022,1196,410,322,88,62.57,86.7,100.0,337
COL1131,BSc,Thane,2023,1184,420,337,83,61.86,76.1,94.2,333
COL1131,BSc,Thane,2024,1222,410,333,77,62.48,81.1,94.5,428
COL1132,GNM,Pune,2021,134,50,40,10,65.18,88.4,98.4,39
COL1132,GNM,Pune,2022,130,50,39,11,68.64,82.2,91.9,40
COL1132,GNM,Pune,2023,133,50,40,10,67.47,76.9,86.8,47
COL1132,GNM,Pune,2024,164,60,47,13,68.54,83.1,96.2,43
COL1133,BCom,Solapur,2021,361,180,136,44,53.58,76.0,96.7,143
COL1133,BCom,Solapur,2022,383,190,143,47,53.02,77.4,96.0,146
COL1133,BCom,Solapur,2023,435,200,146,54,54.82,79.9,96.7,146
COL1133,BCom,Solapur,2024,409,190,146,44,50.53,76.8,87.3,129
COL1134,B.Sc Nursing,Nashik,2021,159,50,42,8,74.61,93.3,100.0,42
COL1134,B.Sc Nursing,Nashik,2022,159,50,42,8,71.95,80.5,100.0,43
COL1134,B.Sc Nursing,Nashik,2023,170,50,43,7,76.72,92.9,100.0,52
COL1134,B.Sc Nursing,Nashik,2024,213,60,52,8,73.19,85.6,100.0,54
COL1135,MBA,Latur,2021,163,50,43,7,86.19,77.5,90.6,42
COL1135,MBA,Latur,2022,159,50,42,8,88.19,84.0,100.0,51
COL1135,MBA,Latur,2023,191,60,51,9,85.26,83.4,100.0,33
COL1135,MBA,Latur,2024,126,40,33,7,87.1,85.1,100.0,53
COL1136,BCom,Gadchiroli,2021,238,140,98,42,49.4,69.8,79.7,96
COL1136,BCom,Gadchiroli,2022,236,140,96,44,48.44,63.9,72.1,111
COL1136,BCom,Gadchiroli,2023,286,150,111,39,50.71,66.5,79.9,84
COL1136,BCom,Gadchiroli,2024,207,120,84,36,48.5,67.0,80.5,124
COL1137,BA,Satara,2021,355,220,148,72,46.08,57.5,73.1,164
COL1137,BA,Satara,2022,382,230,164,66,46.71,63.2,79.0,155
COL1137,BA,Satara,2023,354,210,155,55,46.67,61.8,77.7,189
COL1137,BA,Satara,2024,487,260,189,71,48.1,70.5,78.6,183
COL1138,D.Pharm,Mumbai City,2021,98,50,36,14,68.52,76.1,90.5,37
COL1138,D.Pharm,Mumbai City,2022,107,50,37,13,70.58,81.9,92.4,38
COL1138,D.Pharm,Mumbai City,2023,113,50,38,12,69.53,82.4,95.9,40
COL1138,D.Pharm,Mumbai City,2024,121,50,40,10,67.62,71.9,90.6,45
COL1139,MBBS,Parbhani,2021,367,210,141,69,94.62,67.5,85.0,162
COL1139,MBBS,Parbhani,2022,448,220,162,58,95.13,75.8,93.4,156
COL1139,MBBS,Parbhani,2023,419,220,156,64,96.04,68.5,83.1,143
COL1139,MBBS,Parbhani,2024,369,200,143,57,96.15,69.2,87.5,188
COL1140,BCom,Nagpur,2021,496,170,141,29,64.13,84.1,97.7,147
COL1140,BCom,Nagpur,2022,528,180,147,33,65.81,85.4,97.6,141
COL1140,BCom,Nagpur,2023,503,170,141,29,64.38,84.4,100.0,130
COL1140,BCom,Nagpur,2024,482,160,130,30,65.25,87.0,100.0,143
COL1141,BE Computer Engineering,Amravati,2021,126,90,57,33,73.3,65.8,82.2,64
COL1141,BE Computer Engineering,Amravati,2022,156,90,64,26,73.43,77.3,86.1,66
COL1141,BE Computer Engineering,Amravati,2023,152,90,66,24,77.55,71.2,81.4,72
COL1141,BE Computer Engineering,Amravati,2024,185,100,72,28,73.03,79.1,92.4,61
COL1142,MBBS,Pune,2021,187,170,99,71,95.09,76.3,89.9,107
COL1142,MBBS,Pune,2022,195,180,107,73,92.43,71.3,87.3,111
COL1142,MBBS,Pune,2023,219,180,111,69,94.51,70.7,86.9,102
COL1142,MBBS,Pune,2024,197,170,102,68,94.36,74.0,85.1,87
COL1143,B.Ed,Mumbai Suburban,2021,263,80,66,14,81.2,89.7,100.0,72
COL1143,B.Ed,Mumbai Suburban,2022,278,80,72,8,81.43,94.6,100.0,74
COL1143,B.Ed,Mumbai Suburban,2023,294,80,74,6,80.57,95.3,100.0,74
COL1143,B.Ed,Mumbai Suburban,2024,309,80,74,6,78.83,97.1,100.0,76
COL1144,Diploma in Mechanical Engineering,Pune,2021,52,50,29,21,43.5,54.7,71.0,29
COL1144,Diploma in Mechanical Engineering,Pune,2022,56,50,29,21,46.66,61.0,75.4,31
COL1144,Diploma in Mechanical Engineering,Pune,2023,63,50,31,19,43.98,55.4,64.8,31
COL1144,Diploma in Mechanical Engineering,Pune,2024,63,50,31,19,45.11,56.4,70.4,35
COL1145,BSc,Gadchiroli,2021,264,130,90,40,52.01,67.5,81.4,102
COL1145,BSc,Gadchiroli,2022,294,130,102,28,55.94,71.8,84.9,110
COL1145,BSc,Gadchiroli,2023,318,140,110,30,54.41,74.7,92.4,105
COL1145,BSc,Gadchiroli,2024,324,140,105,35,54.31,63.3,82.4,93
COL1146,BSc Mathematics,Sindhudurg,2021,127,100,62,38,47.46,79.3,96.8,68
COL1146,BSc Mathematics,Sindhudurg,2022,143,100,68,32,50.66,71.3,90.5,72
COL1146,BSc Mathematics,Sindhudurg,2023,163,110,72,38,48.1,77.4,86.1,76
COL1146,BSc Mathematics,Sindhudurg,2024,178,110,76,34,47.06,78.3,88.9,73
COL1147,BCom,Nagpur,2021,141,110,67,43,46.2,62.8,72.0,70
COL1147,BCom,Nagpur,2022,154,110,70,40,44.75,64.3,78.5,78
COL1147,BCom,Nagpur,2023,155,120,78,42,45.45,58.7,76.1,75
COL1147,BCom,Nagpur,2024,167,120,75,45,46.38,63.9,77.0,77
COL1148,BCom,Pune,2021,913,410,313,97,52.19,64.2,81.7,314
COL1148,BCom,Pune,2022,877,420,314,106,53.82,70.7,90.5,282
COL1148,BCom,Pune,2023,861,380,282,98,53.08,68.0,84.1,291
COL1148,BCom,Pune,2024,868,380,291,89,53.47,76.8,94.8,359
COL1149,BE Computer Engineering,Akola,2021,198,80,63,17,84.76,84.8,97.5,60
COL1149,BE Computer Engineering,Akola,2022,188,80,60,20,83.88,76.5,93.8,70
COL1149,BE Computer Engineering,Akola,2023,220,90,70,20,86.8,86.2,99.6,54
COL1149,BE Computer Engineering,Akola,2024,173,70,54,16,85.42,82.1,95.2,72
COL1150,BCom,Sindhudurg,2021,306,100,81,19,69.28,91.0,100.0,88
COL1150,BCom,Sindhudurg,2022,344,100,88,12,69.32,93.1,100.0,88
COL1150,BCom,Sindhudurg,2023,352,100,88,12,71.55,98.0,100.0,97
COL1150,BCom,Sindhudurg,2024,392,110,97,13,70.99,96.5,100.0,78
COL1151,Diploma in Electrical Engineering,Pune,2021,196,100,75,25,58.77,74.8,85.7,78
COL1151,Diploma in Electrical Engineering,Pune,2022,226,100,78,22,60.86,75.6,85.1,82
COL1151,Diploma in Electrical Engineering,Pune,2023,227,110,82,28,58.17,78.5,98.0,65
COL1151,Diploma in Electrical Engineering,Pune,2024,184,90,65,25,61.77,77.1,86.7,82
COL1152,BCom,Jalgaon,2021,1145,480,371,109,55.1,80.0,96.7,368
COL1152,BCom,Jalgaon,2022,1165,500,368,132,54.44,76.8,94.2,360
COL1152,BCom,Jalgaon,2023,1107,480,360,120,58.15,79.4,97.4,389
COL1152,BCom,Jalgaon,2024,1285,470,389,81,57.31,79.6,88.5,494
COL1153,BSc,Sindhudurg,2021,146,170,103,67,36.69,60.1,67.1,93
COL1153,BSc,Sindhudurg,2022,146,170,93,77,37.07,62.6,78.6,100
COL1153,BSc,Sindhudurg,2023,161,170,100,70,34.31,61.4,70.7,92
COL1153,BSc,Sindhudurg,2024,156,160,92,68,34.61,60.1,70.5,89
COL1154,BCom,Pune,2021,1098,400,327,73,56.3,79.6,89.9,326
COL1154,BCom,Pune,2022,1079,400,326,74,58.64,81.6,99.0,374
COL1154,BCom,Pune,2023,1296,440,374,66,60.05,83.9,100.0,301
COL1154,BCom,Pune,2024,1056,380,301,79,61.37,84.0,100.0,274
COL1155,B.Sc Agriculture,Latur,2021,70,80,44,36,48.39,55.8,72.3,49
COL1155,B.Sc Agriculture,Latur,2022,84,80,49,31,46.71,52.1,63.8,47
COL1155,B.Sc Agriculture,Latur,2023,86,80,47,33,48.88,63.5,76.0,60
COL1155,B.Sc Agriculture,Latur,2024,110,90,60,30,46.71,58.1,68.2,56
COL1156,B.Pharm,Kolhapur,2021,149,50,41,9,80.22,95.9,100.0,43
COL1156,B.Pharm,Kolhapur,2022,152,50,43,7,80.31,91.3,100.0,44
COL1156,B.Pharm,Kolhapur,2023,163,50,44,6,81.98,90.5,100.0,42
COL1156,B.Pharm,Kolhapur,2024,159,50,42,8,79.1,87.5,99.7,53
COL1157,BCom,Parbhani,2021,201,120,84,36,48.57,58.4,77.5,82
COL1157,BCom,Parbhani,2022,188,120,82,38,49.45,57.7,65.3,84
COL1157,BCom,Parbhani,2023,205,120,84,36,49.46,67.4,80.8,92
COL1157,BCom,Parbhani,2024,236,140,92,48,49.97,66.8,83.7,84
COL1158,B.Ed,Nashik,2021,149,40,36,4,81.7,98.0,100.0,37
COL1158,B.Ed,Nashik,2022,155,40,37,3,82.41,96.7,100.0,37
COL1158,B.Ed,Nashik,2023,161,40,37,3,78.98,97.7,100.0,47
COL1158,B.Ed,Nashik,2024,207,50,47,3,81.13,93.4,100.0,37
COL1159,Diploma in Computer Engineering,Amravati,2021,174,50,42,8,79.63,88.8,100.0,43
COL1159,Diploma in Computer Engineering,Amravati,2022,175,50,43,7,80.0,88.0,100.0,47
COL1159,Diploma in Computer Engineering,Amravati,2023,205,50,47,3,79.4,86.0,100.0,46
COL1159,Diploma in Computer Engineering,Amravati,2024,201,50,46,4,77.67,95.0,100.0,59
COL1160,BCom,Nashik,2021,509,140,125,15,68.32,89.8,100.0,125
COL1160,BCom,Nashik,2022,528,140,125,15,66.11,93.7,100.0,123
COL1160,BCom,Nashik,2023,521,140,123,17,70.96,92.6,100.0,126
COL1160,BCom,Nashik,2024,547,140,126,14,71.32,98.0,100.0,152
COL1161,BCom,Sindhudurg,2021,795,180,170,10,68.92,97.3,100.0,179
COL1161,BCom,Sindhudurg,2022,845,180,179,1,70.36,91.5,100.0,162
COL1161,BCom,Sindhudurg,2023,783,170,162,8,67.57,89.9,100.0,209
COL1161,BCom,Sindhudurg,2024,1017,210,209,1,69.69,82.0,100.0,195
COL1162,BCom,Raigad,2021,345,210,142,68,47.98,63.6,74.9,167
COL1162,BCom,Raigad,2022,454,220,167,53,51.72,59.8,74.5,168
COL1162,BCom,Raigad,2023,443,220,168,52,51.47,60.7,71.6,155
COL1162,BCom,Raigad,2024,409,220,155,65,53.02,68.1,86.3,167
COL1163,BSc,Mumbai City,2021,290,190,119,71,46.38,64.8,80.0,129
COL1163,BSc,Mumbai City,2022,316,190,129,61,48.58,67.8,87.0,130
COL1163,BSc,Mumbai City,2023,318,180,130,50,45.21,66.6,74.1,119
COL1163,BSc,Mumbai City,2024,283,180,119,61,46.76,67.8,81.2,125
COL1164,BCom,Ratnagiri,2021,427,230,162,68,52.1,61.4,68.9,180
COL1164,BCom,Ratnagiri,2022,451,240,180,60,52.17,70.5,80.7,165
COL1164,BCom,Ratnagiri,2023,435,220,165,55,53.39,68.7,84.8,177
COL1164,BCom,Ratnagiri,2024,458,250,177,73,51.81,67.1,85.9,151
COL1165,BE Mechanical Engineering,Mumbai Suburban,2021,76,60,36,24,72.09,61.6,80.2,37
COL1165,BE Mechanical Engineering,Mumbai Suburban,2022,83,60,37,23,70.2,63.2,78.8,37
COL1165,BE Mechanical Engineering,Mumbai Suburban,2023,75,60,37,23,71.25,70.1,84.8,38
COL1165,BE Mechanical Engineering,Mumbai Suburban,2024,82,60,38,22,71.11,63.3,73.2,51
COL1166,BE Computer Engineering,Amravati,2021,300,100,84,16,92.19,88.9,100.0,78
COL1166,BE Computer Engineering,Amravati,2022,268,100,78,22,91.23,90.5,100.0,79
COL1166,BE Computer Engineering,Amravati,2023,282,100,79,21,91.41,96.5,100.0,80
COL1166,BE Computer Engineering,Amravati,2024,304,100,80,20,94.99,93.9,100.0,93
COL1167,BE Computer Engineering,Amravati,2021,123,50,40,10,86.67,87.7,100.0,40
COL1167,BE Computer Engineering,Amravati,2022,129,50,40,10,86.58,87.5,100.0,38
COL1167,BE Computer Engineering,Amravati,2023,129,50,38,12,91.2,87.8,100.0,51
COL1167,BE Computer Engineering,Amravati,2024,179,60,51,9,87.11,84.2,100.0,43
COL1168,BSc Mathematics,Jalna,2021,235,160,112,48,46.26,68.0,80.6,106
COL1168,BSc Mathematics,Jalna,2022,230,160,106,54,46.8,64.3,73.7,103
COL1168,BSc Mathematics,Jalna,2023,215,150,103,47,50.65,66.2,82.7,126
COL1168,BSc Mathematics,Jalna,2024,286,180,126,54,48.26,61.6,74.7,101
COL1169,BSc Physics,Pune,2021,735,200,182,18,73.87,92.6,100.0,190
COL1169,BSc Physics,Pune,2022,782,210,190,20,72.11,93.3,100.0,190
COL1169,BSc Physics,Pune,2023,833,210,190,20,72.46,90.9,100.0,192
COL1169,BSc Physics,Pune,2024,828,200,192,8,71.85,91.6,100.0,237
COL1170,BA,Wardha,2021,316,170,126,44,47.96,62.9,82.1,121
COL1170,BA,Wardha,2022,318,180,121,59,48.19,65.4,78.5,115
COL1170,BA,Wardha,2023,300,170,115,55,51.36,62.8,76.0,153
COL1170,BA,Wardha,2024,400,200,153,47,52.32,72.3,85.7,125
COL1171,Diploma in Computer Engineering,Mumbai Suburban,2021,200,80,60,20,67.64,76.5,86.7,64
COL1171,Diploma in Computer Engineering,Mumbai Suburban,2022,225,80,64,16,71.01,76.4,85.2,54
COL1171,Diploma in Computer Engineering,Mumbai Suburban,2023,185,70,54,16,70.31,75.5,88.9,62
COL1171,Diploma in Computer Engineering,Mumbai Suburban,2024,220,80,62,18,71.65,69.4,80.7,73
COL1172,B.Ed,Chhatrapati Sambhajinagar,2021,352,80,75,5,81.42,95.5,100.0,75
COL1172,B.Ed,Chhatrapati Sambhajinagar,2022,374,80,75,5,79.83,97.1,100.0,80
COL1172,B.Ed,Chhatrapati Sambhajinagar,2023,394,80,80,0,81.31,90.1,100.0,70
COL1172,B.Ed,Chhatrapati Sambhajinagar,2024,366,70,70,0,78.57,96.8,100.0,80
COL1173,BE Computer Engineering,Chandrapur,2021,227,60,54,6,97.42,92.1,100.0,54
COL1173,BE Computer Engineering,Chandrapur,2022,221,60,54,6,99.95,96.5,100.0,57
COL1173,BE Computer Engineering,Chandrapur,2023,251,60,57,3,99.95,93.4,100.0,57
COL1173,BE Computer Engineering,Chandrapur,2024,251,60,57,3,99.95,94.3,100.0,67
COL1174,Diploma in Civil Engineering,Jalgaon,2021,85,50,35,15,54.71,63.6,78.0,37
COL1174,Diploma in Civil Engineering,Jalgaon,2022,89,50,37,13,56.74,68.4,84.0,37
COL1174,Diploma in Civil Engineering,Jalgaon,2023,100,50,37,13,55.06,77.2,87.3,43
COL1174,Diploma in Civil Engineering,Jalgaon,2024,113,60,43,17,54.19,71.4,86.2,46
COL1175,BCom,Parbhani,2021,898,240,212,28,67.13,98.0,100.0,227
COL1175,BCom,Parbhani,2022,939,250,227,23,68.27,97.4,100.0,205
COL1175,BCom,Parbhani,2023,874,230,205,25,66.1,93.4,100.0,213
COL1175,BCom,Parbhani,2024,961,220,213,7,70.63,98.0,100.0,194
COL1176,B.Pharm,Mumbai Suburban,2021,121,50,38,12,77.34,93.9,100.0,41
COL1176,B.Pharm,Mumbai Suburban,2022,141,50,41,9,76.24,85.4,100.0,43
COL1176,B.Pharm,Mumbai Suburban,2023,145,50,43,7,78.73,91.8,100.0,32
COL1176,B.Pharm,Mumbai Suburban,2024,117,40,32,8,79.64,89.4,100.0,40
COL1177,Diploma in Civil Engineering,Sangli,2021,294,80,71,9,80.17,91.9,100.0,71
COL1177,Diploma in Civil Engineering,Sangli,2022,305,80,71,9,80.31,94.1,100.0,84
COL1177,Diploma in Civil Engineering,Sangli,2023,352,90,84,6,76.52,91.7,100.0,73
COL1177,Diploma in Civil Engineering,Sangli,2024,326,80,73,7,77.87,92.9,100.0,65
COL1178,BE Computer Engineering,Raigad,2021,159,60,50,10,89.53,91.9,100.0,46
COL1178,BE Computer Engineering,Raigad,2022,155,60,46,14,89.67,87.7,100.0,49
COL1178,BE Computer Engineering,Raigad,2023,175,60,49,11,90.43,91.6,100.0,55
COL1178,BE Computer Engineering,Raigad,2024,189,70,55,15,88.62,89.9,100.0,48
COL1179,MBBS,Kolhapur,2021,198,130,81,49,97.63,66.5,77.8,86
COL1179,MBBS,Kolhapur,2022,192,130,86,44,98.04,65.2,81.1,102
COL1179,MBBS,Kolhapur,2023,246,140,102,38,94.01,63.0,71.8,98
COL1179,MBBS,Kolhapur,2024,234,150,98,52,94.52,68.6,78.6,88
COL1180,BCom,Jalna,2021,279,150,110,40,52.24,69.4,79.0,102
COL1180,BCom,Jalna,2022,264,140,102,38,51.99,71.2,86.5,99
COL1180,BCom,Jalna,2023,275,140,99,41,49.42,70.3,82.5,105
COL1180,BCom,Jalna,2024,274,150,105,45,52.57,64.8,81.8,97
COL1181,B.Pharm,Solapur,2021,119,50,40,10,70.95,79.4,92.2,40
COL1181,B.Pharm,Solapur,2022,130,50,40,10,73.62,81.8,100.0,48
COL1181,B.Pharm,Solapur,2023,153,60,48,12,75.31,85.2,100.0,42
COL1181,B.Pharm,Solapur,2024,137,50,42,8,71.71,82.7,94.7,38
COL1182,B.Sc Agriculture,Nashik,2021,97,50,37,13,57.81,78.2,92.3,35
COL1182,B.Sc Agriculture,Nashik,2022,92,50,35,15,62.08,73.7,82.8,34
COL1182,B.Sc Agriculture,Nashik,2023,93,50,34,16,62.45,69.2,84.6,38
COL1182,B.Sc Agriculture,Nashik,2024,107,50,38,12,59.86,73.0,91.9,45
COL1183,Diploma in Computer Engineering,Kolhapur,2021,261,100,78,22,68.07,75.6,89.4,74
COL1183,Diploma in Computer Engineering,Kolhapur,2022,253,100,74,26,65.82,78.5,88.3,83
COL1183,Diploma in Computer Engineering,Kolhapur,2023,285,100,83,17,67.63,77.2,92.4,76
COL1183,Diploma in Computer Engineering,Kolhapur,2024,249,100,76,24,67.92,79.5,97.8,80
COL1184,BCom,Palghar,2021,579,360,255,105,50.87,67.8,81.6,264
COL1184,BCom,Palghar,2022,603,360,264,96,48.46,59.4,76.3,263
COL1184,BCom,Palghar,2023,649,390,263,127,50.61,61.4,77.9,231
COL1184,BCom,Palghar,2024,559,340,231,109,51.89,58.7,70.1,257
COL1185,BSc Computer Science,Chhatrapati Sambhajinagar,2021,121,80,54,26,48.96,72.1,84.4,54
COL1185,BSc Computer Science,Chhatrapati Sambhajinagar,2022,112,80,54,26,46.54,69.2,82.2,55
COL1185,BSc Computer Science,Chhatrapati Sambhajinagar,2023,127,80,55,25,47.87,73.3,86.9,57
COL1185,BSc Computer Science,Chhatrapati Sambhajinagar,2024,121,80,57,23,48.05,77.0,88.9,53
COL1186,B.Sc Nursing,Kolhapur,2021,76,50,34,16,55.19,67.1,76.8,32
COL1186,B.Sc Nursing,Kolhapur,2022,81,50,32,18,53.94,72.5,82.3,35
COL1186,B.Sc Nursing,Kolhapur,2023,81,50,35,15,57.28,66.4,77.5,40
COL1186,B.Sc Nursing,Kolhapur,2024,97,60,40,20,55.13,72.7,82.0,41
COL1187,BCom,Nagpur,2021,565,190,154,36,65.0,80.6,100.0,146
COL1187,BCom,Nagpur,2022,511,180,146,34,66.13,82.6,100.0,168
COL1187,BCom,Nagpur,2023,629,200,168,32,66.31,87.4,99.5,159
COL1187,BCom,Nagpur,2024,616,180,159,21,64.92,83.9,99.9,138
COL1188,BSc,Amravati,2021,770,550,343,207,42.85,62.7,79.7,351
COL1188,BSc,Amravati,2022,785,550,351,199,46.83,66.4,74.4,398
COL1188,BSc,Amravati,2023,883,570,398,172,43.29,65.4,81.9,353
COL1188,BSc,Amravati,2024,774,530,353,177,45.29,60.4,77.5,407
COL1189,BCom,Nanded,2021,455,120,109,11,72.29,95.9,100.0,105
COL1189,BCom,Nanded,2022,446,120,105,15,71.61,96.9,100.0,115
COL1189,BCom,Nanded,2023,510,130,115,15,72.26,90.7,100.0,126
COL1189,BCom,Nanded,2024,556,130,126,4,73.4,89.3,100.0,135
COL1190,Diploma in Civil Engineering,Thane,2021,98,50,37,13,58.59,66.2,75.5,37
