finance_id,college_id,financial_year,annual_budget,government_grant,research_grant,tuition_revenue,expenses,capital_expenditure,operating_expenditure
FIN08058,COL1779,2020,368910000,23735000,6798000,293269000,365405000,81832000,283573000
FIN08059,COL1779,2021,385582000,24392000,9009000,330219000,391398000,80893000,310505000
FIN08060,COL1779,2022,351263000,41077000,11395000,259885000,305967000,102227000,203740000
FIN08061,COL1779,2023,363046000,38088000,12630000,273375000,314832000,71715000,243117000
FIN08062,COL1779,2024,375178000,9184000,5143000,328560000,291982000,89477000,202505000
FIN08063,COL1779,2025,411373000,45769000,11352000,335389000,344456000,92956000,251500000
FIN08064,COL1734,2019,230579000,127930000,3908000,77855000,264660000,43996000,220664000
FIN08065,COL1734,2020,234068000,170940000,4455000,48299000,261747000,83975000,177772000
FIN08066,COL1734,2021,243585000,157629000,4060000,66303000,256466000,82489000,173977000
FIN08067,COL1734,2022,299194000,205446000,3300000,81339000,314241000,79995000,234246000
FIN08068,COL1734,2023,270401000,167075000,3755000,80138000,231682000,45909000,185773000
FIN08069,COL1734,2024,291256000,191048000,2913000,74868000,231965000,65966000,165999000
FIN08070,COL1734,2025,291883000,167411000,2919000,97059000,250641000,48864000,201777000
FIN08071,COL1354,2019,119876000,13642000,5461000,86144000,114960000,36870000,78090000
FIN08072,COL1354,2020,130957000,8849000,5598000,106785000,109425000,19545000,89880000
FIN08073,COL1354,2021,124523000,11480000,7373000,79949000,127319000,31010000,96309000
FIN08074,COL1354,2022,135514000,8946000,4348000,108744000,146171000,29532000,116639000
FIN08075,COL1354,2023,132472000,12917000,2034000,108891000,100124000,27912000,72212000
FIN08076,COL1354,2024,167506000,19596000,8118000,115940000,191220000,59662000,131558000
FIN08077,COL1354,2025,150375000,3034000,3342000,115582000,139017000,36624000,102393000
FIN08078,COL0253,2019,145463000,15450000,1588000,98458000,146584000,30034000,116550000
FIN08079,COL0253,2020,127412000,7645000,2216000,98015000,114875000,25498000,89377000
FIN08080,COL0253,2021,148496000,3529000,1958000,132126000,121775000,28218000,93557000
FIN08081,COL0253,2022,168557000,14735000,1686000,126112000,184523000,29027000,155496000
FIN08082,COL0253,2023,146505000,8189000,1852000,104223000,111649000,38072000,73577000
FIN08083,COL0253,2024,176028000,16337000,1760000,145906000,169435000,52486000,116949000
FIN08084,COL0253,2025,150681000,7365000,1545000,115684000,159908000,46468000,113440000
FIN08085,COL0561,2019,216903000,25371000,4654000,140210000,165504000,33214000,132290000
FIN08086,COL0561,2020,252962000,20992000,12155000,189544000,220174000,42022000,178152000
FIN08087,COL0561,2021,230289000,8235000,4938000,187458000,200108000,45978000,154130000
FIN08088,COL0561,2022,287808000,24555000,7413000,232161000,282921000,57920000,225001000
FIN08089,COL0561,2023,259704000,17184000,7216000,191011000,217976000,47514000,170462000
FIN08090,COL0561,2024,274048000,25422000,4385000,228760000,231772000,74135000,157637000
FIN08091,COL0561,2025,287010000,12848000,4651000,214802000,310778000,87408000,223370000
FIN08092,COL0241,2019,351462000,30991000,10362000,244923000,269428000,57590000,211838000
FIN08093,COL0241,2020,362920000,42650000,6885000,259096000,345475000,69579000,275896000
FIN08094,COL0241,2021,380221000,34304000,6714000,310248000,425486000,81670000,343816000
FIN08095,COL0241,2022,369640000,40223000,4150000,307794000,325174000,52440000,272734000
FIN08096,COL0241,2023,402522000,35451000,9419000,281223000,304103000,47048000,257055000
FIN08097,COL0241,2024,480376000,54006000,16717000,342750000,465908000,143962000,321946000
FIN08098,COL0241,2025,497858000,48713000,18326000,378902000,459394000,98543000,360851000
FIN08099,COL1800,2019,207549000,21336000,2075000,167450000,159787000,27851000,131936000
FIN08100,COL1800,2020,212188000,10470000,2122000,175207000,235400000,78670000,156730000
FIN08101,COL1800,2021,266896000,26877000,2669000,217894000,272293000,86363000,185930000
FIN08102,COL1800,2022,238043000,28395000,2380000,181847000,195404000,29772000,165632000
FIN08103,COL1800,2023,282135000,12740000,2821000,229014000,258247000,52340000,205907000
FIN08104,COL1800,2024,250898000,8775000,2509000,183707000,222365000,57890000,164475000
FIN08105,COL1800,2025,237818000,24779000,2378000,184248000,253072000,66365000,186707000
FIN08106,COL0487,2019,756044000,479281000,17072000,240813000,678391000,161895000,516496000
FIN08107,COL0487,2020,798356000,523853000,30422000,195347000,836365000,186590000,649775000
FIN08108,COL0487,2021,748850000,486924000,21563000,182451000,643291000,222476000,420815000
FIN08109,COL0487,2022,831598000,586150000,28253000,184366000,679173000,229800000,449373000
FIN08110,COL0487,2023,933393000,520835000,45168000,341475000,733158000,212515000,520643000
FIN08111,COL0487,2024,858421000,593590000,38719000,183968000,740098000,114880000,625218000
FIN08112,COL0487,2025,928415000,531107000,35398000,294515000,721381000,172601000,548780000
FIN08113,COL0249,2019,230300000,150184000,14365000,51119000,212431000,50093000,162338000
FIN08114,COL0249,2020,231055000,171613000,11233000,41820000,175908000,60971000,114937000
FIN08115,COL0249,2021,258930000,145248000,24263000,67497000,227986000,39640000,188346000
FIN08116,COL0249,2022,245080000,158899000,25684000,45773000,279591000,67690000,211901000
FIN08117,COL0249,2023,322460000,210932000,13403000,87946000,343506000,102812000,240694000
FIN08118,COL0249,2024,282103000,174244000,16401000,83535000,250007000,82213000,167794000
FIN08119,COL0249,2025,261398000,191861000,12404000,48817000,263137000,74916000,188221000
FIN08120,COL0905,2019,162276000,90364000,6226000,54933000,150896000,37563000,113333000
FIN08121,COL0905,2020,161759000,105448000,4595000,46752000,170383000,32282000,138101000
FIN08122,COL0905,2021,175744000,116735000,2668000,52083000,136054000,37000000,99054000
FIN08123,COL0905,2022,167258000,119541000,5993000,36247000,131282000,33748000,97534000
FIN08124,COL0905,2023,201732000,114507000,2638000,68963000,210439000,35206000,175233000
FIN08125,COL0905,2024,194420000,131648000,3480000,52938000,166616000,28938000,137678000
FIN08126,COL0905,2025,195882000,129784000,3516000,53048000,191453000,49296000,142157000
FIN08127,COL0860,2019,136445000,38850000,4521000,70240000,138658000,46875000,91783000
FIN08128,COL0860,2020,142936000,42802000,3021000,91361000,160107000,35192000,124915000
FIN08129,COL0860,2021,131575000,50069000,7280000,63486000,131783000,21693000,110090000
FIN08130,COL0860,2022,159989000,56676000,6338000,83090000,164167000,35325000,128842000
FIN08131,COL0860,2023,161552000,62334000,3555000,86767000,130127000,23367000,106760000
FIN08132,COL0860,2024,166196000,58115000,9834000,91977000,151908000,32257000,119651000
FIN08133,COL0860,2025,174736000,48281000,7566000,93050000,144490000,47035000,97455000
FIN08134,COL0661,2019,40673000,1810000,1037000,29792000,36489000,8332000,28157000
FIN08135,COL0661,2020,40689000,4628000,1260000,32129000,34690000,10682000,24008000
FIN08136,COL0661,2021,44069000,4976000,1824000,30697000,46015000,14794000,31221000
FIN08137,COL0661,2022,51975000,3123000,1369000,40791000,51387000,10362000,41025000
FIN08138,COL0661,2023,44721000,2409000,4076000,35499000,45920000,12377000,33543000
FIN08139,COL0661,2024,49227000,5699000,2481000,38280000,41542000,8517000,33025000
FIN08140,COL0661,2025,52236000,2794000,4270000,41417000,51264000,8126000,43138000
FIN08141,COL0324,2019,384151000,38630000,7566000,281541000,363771000,110527000,253244000
FIN08142,COL0324,2020,401350000,22663000,21223000,319961000,410007000,121119000,288888000
FIN08143,COL0324,2021,385216000,39956000,17522000,276374000,383192000,114166000,269026000
FIN08144,COL0324,2022,422634000,45913000,9916000,332994000,419623000,84750000,334873000
FIN08145,COL0324,2023,433006000,24490000,13433000,338278000,339165000,114989000,224176000
FIN08146,COL0324,2024,442569000,16211000,16147000,314310000,453457000,125887000,327570000
FIN08147,COL0324,2025,496208000,38585000,28831000,342200000,443159000,72348000,370811000
FIN08148,COL1241,2019,214985000,31252000,8152000,159426000,185010000,37498000,147512000
FIN08149,COL1241,2020,223028000,49201000,14157000,129075000,225563000,48355000,177208000
FIN08150,COL1241,2021,226006000,40503000,8883000,142483000,180311000,39499000,140812000
FIN08151,COL1241,2022,260339000,42777000,13347000,181185000,215887000,33549000,182338000
FIN08152,COL1241,2023,230691000,28061000,17299000,166984000,251322000,44272000,207050000
FIN08153,COL1241,2024,280932000,36483000,12236000,201039000,248359000,59927000,188432000
FIN08154,COL1241,2025,290490000,62308000,9016000,177217000,223044000,51638000,171406000
FIN08155,COL1438,2019,353216000,204152000,15455000,121892000,275079000,77355000,197724000
FIN08156,COL1438,2020,370803000,261553000,16823000,85026000,326187000,59054000,267133000
FIN08157,COL1438,2021,417631000,270839000,13123000,117916000,420558000,142032000,278526000
FIN08158,COL1438,2022,376802000,239800000,23967000,93539000,348045000,81945000,266100000
FIN08159,COL1438,2023,410476000,243927000,11691000,129225000,383987000,121183000,262804000
FIN08160,COL1438,2024,391321000,241263000,14969000,107219000,444593000,90077000,354516000
FIN08161,COL1438,2025,477277000,344155000,31618000,93075000,378995000,106887000,272108000
FIN08162,COL0944,2019,69342000,17899000,3865000,39228000,57739000,10078000,47661000
FIN08163,COL0944,2020,73259000,29588000,4164000,30298000,58276000,18177000,40099000
FIN08164,COL0944,2021,79165000,23133000,4606000,40853000,59961000,13262000,46699000
FIN08165,COL0944,2022,82899000,25694000,4029000,41887000,65465000,13874000,51591000
FIN08166,COL0944,2023,83012000,24471000,4732000,48681000,65561000,11146000,54415000
FIN08167,COL0944,2024,94543000,35435000,2700000,45238000,88061000,19972000,68089000
FIN08168,COL0944,2025,103837000,29394000,6114000,59178000,115351000,31037000,84314000
FIN08169,COL0618,2019,576916000,180936000,13622000,308239000,473586000,158671000,314915000
FIN08170,COL0618,2020,660099000,249849000,29489000,340971000,715320000,211875000,503445000
FIN08171,COL0618,2021,653329000,167303000,36430000,423361000,613986000,102498000,511488000
FIN08172,COL0618,2022,672742000,218890000,28381000,363857000,591212000,192692000,398520000
FIN08173,COL0618,2023,716910000,255276000,13289000,417225000,722614000,165347000,557267000
FIN08174,COL0618,2024,697336000,266026000,35495000,339333000,671912000,198446000,473466000
FIN08175,COL0618,2025,757122000,328264000,39667000,302320000,750653000,148429000,602224000
FIN08176,COL0022,2019,275275000,16800000,10412000,198510000,219745000,60274000,159471000
FIN08177,COL0022,2020,296997000,14625000,9030000,247283000,333323000,108734000,224589000
FIN08178,COL0022,2021,275606000,16573000,12263000,215155000,291814000,83498000,208316000
FIN08179,COL0022,2022,334973000,22587000,17173000,264966000,344388000,66967000,277421000
FIN08180,COL0022,2023,340992000,12362000,21705000,257856000,319786000,74065000,245721000
FIN08181,COL0022,2024,346862000,30718000,10095000,271887000,261856000,72317000,189539000
FIN08182,COL0022,2025,290626000,21821000,16255000,203049000,270526000,46316000,224210000
FIN08183,COL1043,2019,184839000,124154000,6213000,46876000,175653000,45291000,130362000
FIN08184,COL1043,2020,168404000,109368000,4274000,46761000,139989000,24856000,115133000
FIN08185,COL1043,2021,196613000,130313000,8364000,52531000,166318000,31711000,134607000
FIN08186,COL1043,2022,175147000,122055000,7195000,39817000,195801000,33355000,162446000
FIN08187,COL1043,2023,218280000,159679000,9178000,39898000,225379000,39956000,185423000
FIN08188,COL1043,2024,190524000,108096000,7585000,59838000,163685000,28666000,135019000
FIN08189,COL1043,2025,204460000,130637000,13302000,48601000,164357000,39059000,125298000
FIN08190,COL1970,2019,103529000,72011000,7060000,22866000,114828000,18825000,96003000
FIN08191,COL1970,2020,110872000,77383000,11759000,16655000,114539000,20890000,93649000
FIN08192,COL1970,2021,113653000,65973000,9352000,32356000,120692000,19529000,101163000
FIN08193,COL1970,2022,116768000,72156000,3838000,37625000,105642000,19786000,85856000
FIN08194,COL1970,2023,134646000,82165000,13641000,36612000,125565000,21944000,103621000
FIN08195,COL1970,2024,137039000,92804000,4278000,32426000,118084000,28189000,89895000
FIN08196,COL1970,2025,144826000,93041000,15356000,31643000,165204000,27995000,137209000
FIN08197,COL1705,2019,224158000,8811000,6102000,166740000,181025000,33072000,147953000
FIN08198,COL1705,2020,239200000,7652000,23250000,175404000,258669000,43156000,215513000
FIN08199,COL1705,2021,275351000,12995000,23789000,222373000,258513000,57208000,201305000
FIN08200,COL1705,2022,287508000,18587000,24849000,186287000,279592000,64244000,215348000
FIN08201,COL1705,2023,304734000,33675000,13818000,225635000,244969000,58708000,186261000
FIN08202,COL1705,2024,270697000,15367000,19539000,187711000,230210000,68878000,161332000
FIN08203,COL1705,2025,283620000,7158000,23770000,192538000,312271000,61718000,250553000
FIN08204,COL0795,2019,85442000,63915000,6530000,11939000,88636000,18032000,70604000
FIN08205,COL0795,2020,94766000,66594000,3691000,21770000,82184000,20237000,61947000
FIN08206,COL0795,2021,92257000,62374000,2404000,23074000,99361000,32226000,67135000
FIN08207,COL0795,2022,100961000,61482000,4018000,27687000,84263000,29043000,55220000
FIN08208,COL0795,2023,112044000,74884000,6301000,28293000,95964000,28069000,67895000
FIN08209,COL0795,2024,110393000,66966000,4637000,34325000,101045000,35315000,65730000
FIN08210,COL0795,2025,108554000,60981000,4498000,38607000,116465000,18146000,98319000
FIN08211,COL0393,2019,174915000,19264000,2272000,140435000,191644000,36856000,154788000
FIN08212,COL0393,2020,178552000,20426000,6963000,131689000,161023000,44167000,116856000
FIN08213,COL0393,2021,188220000,10927000,3380000,155124000,162027000,26713000,135314000
FIN08214,COL0393,2022,189224000,8184000,3604000,152744000,181159000,46115000,135044000
FIN08215,COL0393,2023,199018000,19717000,7870000,147221000,202174000,49526000,152648000
FIN08216,COL0393,2024,208583000,8930000,2737000,182511000,163450000,38436000,125014000
FIN08217,COL0393,2025,232224000,18369000,6610000,172965000,181628000,60744000,120884000
FIN08218,COL0616,2019,101702000,8702000,5359000,77518000,108860000,35925000,72935000
FIN08219,COL0616,2020,95129000,7527000,2479000,70297000,71926000,18252000,53674000
FIN08220,COL0616,2021,100038000,4628000,6373000,82756000,76890000,20875000,56015000
FIN08221,COL0616,2022,119718000,5034000,7281000,98969000,96372000,15476000,80896000
FIN08222,COL0616,2023,125363000,4253000,9060000,98079000,105925000,21567000,84358000
FIN08223,COL0616,2024,115637000,2327000,8604000,87984000,105314000,28163000,77151000
FIN08224,COL0616,2025,133000000,9257000,2907000,107233000,127234000,37509000,89725000
FIN08225,COL1492,2019,80836000,2351000,1270000,71686000,84526000,26817000,57709000
FIN08226,COL1492,2020,87290000,5397000,873000,70949000,83572000,22985000,60587000
FIN08227,COL1492,2021,88914000,10178000,889000,72926000,96755000,25079000,71676000
FIN08228,COL1492,2022,91278000,5041000,1357000,64767000,76577000,13597000,62980000
FIN08229,COL1492,2023,94793000,4233000,974000,67582000,104669000,19529000,85140000
FIN08230,COL1492,2024,89692000,6501000,897000,70464000,87689000,16901000,70788000
FIN08231,COL1492,2025,98918000,8103000,989000,84615000,91248000,21944000,69304000
FIN08232,COL1224,2019,842709000,476223000,98589000,244208000,831046000,251264000,579782000
FIN08233,COL1224,2020,997120000,553120000,40375000,330058000,881413000,234430000,646983000
FIN08234,COL1224,2021,1082407000,691261000,33826000,337180000,1221408000,199936000,1021472000
FIN08235,COL1224,2022,1074045000,780288000,94360000,175411000,1031732000,228587000,803145000
FIN08236,COL1224,2023,997534000,651546000,106289000,206007000,1093995000,202922000,891073000
FIN08237,COL1224,2024,1227985000,776618000,113848000,274846000,1276538000,373639000,902899000
FIN08238,COL1224,2025,1191157000,770474000,84328000,272443000,1247469000,258593000,988876000
FIN08239,COL0230,2019,312954000,21612000,3478000,233980000,281135000,45296000,235839000
FIN08240,COL0230,2020,322992000,10873000,11553000,281167000,258300000,69260000,189040000
FIN08241,COL0230,2021,298195000,13818000,10028000,246657000,263072000,48018000,215054000
FIN08242,COL0230,2022,306321000,20886000,11209000,210590000,351304000,92615000,258689000
FIN08243,COL0230,2023,331284000,26769000,7012000,230205000,283762000,50908000,232854000
FIN08244,COL0230,2024,390792000,11175000,9425000,281237000,346418000,101596000,244822000
FIN08245,COL0230,2025,375597000,15039000,4298000,271616000,326690000,71963000,254727000
FIN08246,COL0896,2019,244294000,9904000,2443000,207519000,241120000,52911000,188209000
FIN08247,COL0896,2020,244546000,24174000,2445000,184069000,212300000,44530000,167770000
FIN08248,COL0896,2021,257757000,21644000,2578000,182733000,286713000,78686000,208027000
FIN08249,COL0896,2022,294778000,19214000,2948000,208248000,293050000,45281000,247769000
FIN08250,COL0896,2023,277658000,10743000,2777000,240162000,259087000,70365000,188722000
FIN08251,COL0896,2024,268010000,16852000,2680000,211536000,214568000,68018000,146550000
FIN08252,COL0896,2025,258665000,9740000,2587000,232481000,279132000,67080000,212052000
FIN08253,COL1590,2019,345937000,35723000,14568000,276348000,334405000,110765000,223640000
FIN08254,COL1590,2020,359355000,87052000,18451000,232853000,402359000,83555000,318804000
FIN08255,COL1590,2021,353982000,39831000,6856000,268169000,339550000,53388000,286162000
FIN08256,COL1590,2022,352800000,69754000,7591000,208130000,381667000,122707000,258960000
FIN08257,COL1590,2023,389986000,54490000,13268000,279833000,313836000,72975000,240861000
FIN08258,COL1590,2024,351394000,86985000,19774000,227304000,402739000,82916000,319823000
FIN08259,COL1590,2025,395683000,96775000,23072000,228478000,410341000,68596000,341745000
FIN08260,COL0263,2019,80778000,30152000,9534000,30965000,82772000,18262000,64510000
FIN08261,COL0263,2020,86815000,28272000,10134000,40248000,75964000,25374000,50590000
FIN08262,COL0263,2021,88949000,33738000,4058000,41418000,73727000,22964000,50763000
FIN08263,COL0263,2022,92540000,31012000,3750000,53996000,90174000,28737000,61437000
FIN08264,COL0263,2023,99971000,31603000,4790000,56676000,98407000,25970000,72437000
FIN08265,COL0263,2024,115513000,40888000,8231000,59115000,126069000,38459000,87610000
FIN08266,COL0263,2025,106528000,40479000,9358000,52589000,106551000,22098000,84453000
FIN08267,COL0623,2019,369176000,65027000,20486000,225713000,387230000,120814000,266416000
FIN08268,COL0623,2020,392614000,56989000,19590000,290565000,412469000,102654000,309815000
FIN08269,COL0623,2021,395497000,63700000,22499000,250881000,378199000,122364000,255835000
FIN08270,COL0623,2022,386820000,52360000,17431000,258159000,337115000,109422000,227693000
FIN08271,COL0623,2023,461237000,73224000,6942000,346382000,363648000,80719000,282929000
FIN08272,COL0623,2024,459303000,76198000,15241000,282189000,432089000,117780000,314309000
FIN08273,COL0623,2025,433172000,78224000,21685000,305639000,392105000,136313000,255792000
FIN08274,COL1984,2019,284651000,56053000,16807000,199063000,251196000,66497000,184699000
FIN08275,COL1984,2020,289277000,55722000,13229000,201783000,320194000,68433000,251761000
FIN08276,COL1984,2021,345582000,79542000,23545000,201080000,296601000,74540000,222061000
FIN08277,COL1984,2022,356408000,37835000,19674000,239376000,370977000,111928000,259049000
FIN08278,COL1984,2023,326019000,73191000,23960000,181118000,290187000,83045000,207142000
FIN08279,COL1984,2024,399133000,46785000,12785000,270471000,332954000,70027000,262927000
FIN08280,COL1984,2025,386134000,74980000,14638000,251048000,304234000,101850000,202384000
FIN08281,COL1299,2019,286694000,6259000,14924000,239647000,312454000,59233000,253221000
FIN08282,COL1299,2020,255442000,17021000,13618000,212186000,219541000,49103000,170438000
FIN08283,COL1299,2021,269723000,25526000,14894000,174676000,266314000,66525000,199789000
FIN08284,COL1299,2022,278077000,14815000,6042000,195445000,280829000,60022000,220807000
FIN08285,COL1299,2023,291693000,13043000,15703000,218209000,234394000,49494000,184900000
FIN08286,COL1299,2024,303639000,19421000,6254000,257965000,306890000,85417000,221473000
FIN08287,COL1299,2025,360628000,26571000,21612000,244411000,390407000,126218000,264189000
FIN08288,COL1083,2019,602717000,186292000,27107000,363095000,636473000,184976000,451497000
FIN08289,COL1083,2020,583714000,216912000,21028000,271751000,517956000,157997000,359959000
FIN08290,COL1083,2021,607009000,259966000,58366000,247250000,524553000,172240000,352313000
FIN08291,COL1083,2022,727025000,204640000,52436000,392922000,787065000,262597000,524468000
FIN08292,COL1083,2023,707023000,285049000,36731000,323160000,540380000,162594000,377786000
FIN08293,COL1083,2024,718363000,258940000,28580000,397943000,788994000,269822000,519172000
FIN08294,COL1083,2025,697771000,286907000,26598000,300473000,675914000,233776000,442138000
FIN08295,COL1322,2019,67987000,2633000,908000,58621000,74274000,14999000,59275000
FIN08296,COL1322,2020,62986000,3294000,630000,45134000,67657000,19978000,47679000
FIN08297,COL1322,2021,64067000,2374000,641000,46731000,57581000,16209000,41372000
FIN08298,COL1322,2022,72631000,7919000,1343000,55792000,74040000,24157000,49883000
FIN08299,COL1322,2023,70053000,5148000,1373000,53633000,59599000,17048000,42551000
FIN08300,COL1322,2024,76271000,3500000,1107000,63404000,58022000,14023000,43999000
FIN08301,COL1322,2025,72163000,8350000,1045000,58892000,79529000,16556000,62973000
FIN08302,COL1891,2019,192612000,16642000,9713000,139852000,194221000,47578000,146643000
FIN08303,COL1891,2020,174063000,17614000,9988000,133227000,150738000,43013000,107725000
FIN08304,COL1891,2021,192456000,4234000,5584000,146733000,180099000,52122000,127977000
FIN08305,COL1891,2022,226555000,22515000,11481000,172570000,179469000,47613000,131856000
FIN08306,COL1891,2023,210734000,16133000,12327000,165482000,169968000,33979000,135989000
FIN08307,COL1891,2024,226438000,22309000,5513000,178752000,254422000,62383000,192039000
FIN08308,COL1891,2025,240787000,5129000,11934000,202267000,270839000,82458000,188381000
FIN08309,COL1275,2019,272793000,28239000,2728000,203041000,247798000,70248000,177550000
FIN08310,COL1275,2020,284982000,7533000,5122000,226601000,304948000,56878000,248070000
FIN08311,COL1275,2021,348607000,38732000,6409000,242090000,368220000,59993000,308227000
FIN08312,COL1275,2022,336468000,24057000,3365000,273135000,283568000,78547000,205021000
FIN08313,COL1275,2023,384527000,10067000,3845000,294081000,309278000,101713000,207565000
FIN08314,COL1275,2024,367857000,8060000,4566000,318749000,299461000,85610000,213851000
FIN08315,COL1275,2025,368493000,36916000,3685000,288323000,352433000,69139000,283294000
FIN08316,COL0937,2019,93596000,34527000,6129000,48616000,77070000,23696000,53374000
FIN08317,COL0937,2020,99728000,28563000,3502000,51342000,94241000,29348000,64893000
FIN08318,COL0937,2021,98251000,35197000,4323000,45821000,111511000,17395000,94116000
FIN08319,COL0937,2022,108064000,36009000,6612000,51902000,118333000,34834000,83499000
FIN08320,COL0937,2023,106269000,28762000,4797000,60683000,99360000,17842000,81518000
FIN08321,COL0937,2024,129302000,50504000,6356000,56507000,113231000,36348000,76883000
FIN08322,COL0937,2025,119755000,44343000,7906000,52428000,113159000,37795000,75364000
FIN08323,COL1968,2019,347964000,13083000,20650000,253281000,264128000,80493000,183635000
FIN08324,COL1968,2020,351220000,10384000,12370000,254314000,334930000,110508000,224422000
FIN08325,COL1968,2021,341952000,9438000,15118000,288814000,320942000,80356000,240586000
FIN08326,COL1968,2022,389741000,32352000,21030000,316943000,440672000,104942000,335730000
FIN08327,COL1968,2023,373615000,21260000,19016000,265953000,418527000,107887000,310640000
FIN08328,COL1968,2024,379264000,43415000,19585000,255199000,366586000,119000000,247586000
FIN08329,COL1968,2025,454579000,19466000,12457000,388945000,406671000,107470000,299201000
FIN08330,COL1894,2019,52117000,15441000,3903000,26514000,50489000,13026000,37463000
FIN08331,COL1894,2020,52499000,18094000,2894000,25325000,52131000,8319000,43812000
FIN08332,COL1894,2021,53201000,22345000,1646000,23982000,40852000,9740000,31112000
FIN08333,COL1894,2022,68549000,26796000,2651000,32699000,78271000,22662000,55609000
FIN08334,COL1894,2023,68622000,24389000,6934000,27996000,59147000,9837000,49310000
FIN08335,COL1894,2024,59979000,25704000,6986000,22429000,55617000,18697000,36920000
FIN08336,COL1894,2025,62481000,25762000,2080000,31739000,67032000,10748000,56284000
FIN08337,COL1495,2019,53204000,5128000,532000,41408000,53708000,18483000,35225000
FIN08338,COL1495,2020,51773000,4373000,518000,40131000,58830000,17403000,41427000
FIN08339,COL1495,2021,51547000,3352000,515000,36059000,53039000,17925000,35114000
FIN08340,COL1495,2022,56639000,1260000,566000,42187000,53691000,11636000,42055000
FIN08341,COL1495,2023,65737000,2916000,657000,54222000,52813000,14109000,38704000
FIN08342,COL1495,2024,61294000,2477000,613000,44943000,58553000,14219000,44334000
FIN08343,COL1495,2025,59063000,4590000,591000,49163000,64847000,11822000,53025000
FIN08344,COL1480,2019,214287000,74465000,10372000,115010000,196519000,46605000,149914000
FIN08345,COL1480,2020,248205000,96190000,5785000,124316000,210812000,35730000,175082000
FIN08346,COL1480,2021,246728000,86080000,8787000,138376000,275789000,65600000,210189000
FIN08347,COL1480,2022,241623000,69576000,7160000,141709000,193718000,50871000,142847000
FIN08348,COL1480,2023,258514000,81506000,6895000,158491000,213113000,74263000,138850000
FIN08349,COL1480,2024,244541000,103202000,7083000,118558000,247008000,56969000,190039000
FIN08350,COL1480,2025,281111000,84379000,16853000,143543000,316911000,63626000,253285000
FIN08351,COL0224,2019,72949000,1578000,764000,63796000,66695000,12535000,54160000
FIN08352,COL0224,2020,80638000,9248000,806000,53017000,61863000,11499000,50364000
FIN08353,COL0224,2021,86115000,2468000,1385000,62021000,84330000,27980000,56350000
FIN08354,COL0224,2022,86826000,3841000,868000,73961000,84845000,24308000,60537000
FIN08355,COL0224,2023,78311000,4615000,783000,58114000,61453000,20079000,41374000
FIN08356,COL0224,2024,89528000,3186000,1356000,72940000,71201000,19088000,52113000
FIN08357,COL0224,2025,95526000,2897000,1189000,79597000,94752000,24270000,70482000
FIN08358,COL1069,2019,299635000,210944000,15392000,65279000,328911000,58564000,270347000
FIN08359,COL1069,2020,293849000,181394000,17751000,88164000,262743000,84032000,178711000
FIN08360,COL1069,2021,325325000,225967000,11806000,81496000,339223000,97137000,242086000
FIN08361,COL1069,2022,379682000,284087000,12983000,72754000,404203000,82966000,321237000
FIN08362,COL1069,2023,364189000,211470000,27882000,103050000,345090000,117652000,227438000
FIN08363,COL1069,2024,375437000,250632000,37319000,79864000,300637000,86497000,214140000
FIN08364,COL1069,2025,422773000,285512000,18458000,102209000,460970000,79127000,381843000
FIN08365,COL1830,2019,38373000,15636000,3725000,15931000,39201000,6159000,33042000
FIN08366,COL1830,2020,34541000,11087000,1779000,17685000,28743000,7255000,21488000
FIN08367,COL1830,2021,41602000,16329000,3190000,20649000,41191000,11585000,29606000
FIN08368,COL1830,2022,36260000,9334000,1051000,20824000,30962000,6988000,23974000
FIN08369,COL1830,2023,36809000,13937000,3479000,14575000,31028000,9502000,21526000
FIN08370,COL1830,2024,36747000,9918000,2103000,21930000,40432000,12556000,27876000
FIN08371,COL1830,2025,41767000,16239000,3983000,19971000,42014000,14435000,27579000
FIN08372,COL0959,2019,467603000,291897000,22641000,144068000,421865000,121294000,300571000
FIN08373,COL0959,2020,496228000,304769000,33020000,139044000,506550000,131372000,375178000
FIN08374,COL0959,2021,549441000,382779000,43643000,99033000,593464000,180844000,412620000
FIN08375,COL0959,2022,570153000,409986000,40968000,108660000,491961000,171445000,320516000
FIN08376,COL0959,2023,656900000,398582000,45238000,177080000,711958000,204777000,507181000
FIN08377,COL0959,2024,622226000,346556000,24517000,195692000,692098000,177736000,514362000
FIN08378,COL0959,2025,584443000,406681000,33945000,121178000,500432000,98224000,402208000
FIN08379,COL0802,2019,50484000,29914000,3385000,14564000,46721000,8810000,37911000
FIN08380,COL0802,2020,53119000,37838000,2669000,11539000,42062000,14609000,27453000
FIN08381,COL0802,2021,58341000,39565000,2172000,13409000,54004000,10755000,43249000
FIN08382,COL0802,2022,58244000,34564000,2142000,17784000,52361000,16236000,36125000
FIN08383,COL0802,2023,67191000,46025000,4395000,13365000,72556000,11492000,61064000
FIN08384,COL0802,2024,55331000,39488000,1982000,11422000,59451000,11642000,47809000
FIN08385,COL0802,2025,64879000,43464000,2277000,16552000,71158000,19155000,52003000
FIN08386,COL1500,2019,343620000,38868000,10770000,232306000,332754000,90252000,242502000
FIN08387,COL1500,2020,359431000,30466000,13887000,283669000,361527000,76167000,285360000
FIN08388,COL1500,2021,342189000,6968000,5647000,250336000,312779000,69428000,243351000
FIN08389,COL1500,2022,327548000,24280000,9907000,240117000,296536000,61517000,235019000
